GeneSymbol	EntrezID
Obp1a	18249
Casp9	12371
Serpinb3c	381286
Rp2	19889
Il13ra2	16165
Bsn	12217
Pycr2	69051
Kcnn4	16534
Pcm1	18536
Dlg4	13385
Patj	12695
Plec	18810
Hus1	15574
Ehhadh	74147
Cavin1	19285
Zfp143	20841
Klc3	232943
Thumpd3	14911
Ubr1	22222
Sap18	20220
Itgb2l	16415
Fgf18	14172
Uxt	22294
Shmt2	108037
Dach1	13134
Coch	12810
Lrp5	16973
Fpr-rs4	14291
Fpr-rs3	14290
Fpr2	14289
Epc2	227867
Epc1	13831
Bcl2a1d	12047
Bcl2a1b	12045
Bcl2a1c	12046
Dnpep	13437
Smpd2	20598
Bcl6b	12029
Zfand5	22682
Lnx1	16924
Cdkl5	382253
Dgkz	104418
Rpl21	19933
Lect2	16841
Nipsnap2	14467
Nipsnap1	18082
E2f7	52679
Trmt1	212528
Pbk	52033
Mpzl2	14012
Ncaph2	52683
Cd300lg	52685
Mettl2	52686
Scyl2	213326
Fam204a	76539
Setd3	52690
Fbxo36	66153
Rnf213	672511
D3Ertd751e	73852
Kctd14	233529
Tmem41b	233724
Zwint	52696
Pxk	218699
D8Ertd738e	101966
Rhpn2	52428
Echdc2	52430
Lmbr1l	74775
Txndc17	52700
Ppp2r2d	52432
Gpd1l	333433
Cfap43	100048534
Ccdc39	51938
Tbc1d22a	223754
Ppp1r10	52040
Krr1	52705
Dnah9	237806
Zfp410	52708
Zfp622	52521
Slc52a2	52710
Zkscan6	52712
Dop1a	320615
Knstrn	51944
Ubxn1	225896
Ccdc59	52713
Tax1bp1	52440
Ccdc43	52715
Mrpl48	52443
Anapc16	52717
Gpn3	68080
Eipr1	380752
Sf3b3	101943
Ppt1	19063
Slc7a5	20539
Pip4k2a	18718
F2rl3	14065
F2rl2	14064
Hcn4	330953
Hcn2	15166
Hcn3	15168
Crygs	12970
Cst7	13011
Lrp6	16974
Clec11a	20256
Naip5	17951
Naip6	17952
Naip1	17940
Pip5k1c	18717
Naip2	17948
Mcm6	17219
Foxq1	15220
Nid2	18074
Cnot7	18983
Tpst1	22021
Gzmk	14945
Kcnk4	16528
Atf1	11908
Pcdha6	12937
Pcdha7	12939
Pcdha12	192164
Pcdha5	12941
Pcdha11	12942
Rpl9	20005
Cabin1	104248
Itgae	16407
Dhcr7	13360
Matr3	17184
Ddt	13202
Plp2	18824
Tpd52l1	21987
Fhl1	14199
Umps	22247
Clec4d	17474
Swap70	20947
Bscl2	14705
Sh3pxd2a	14218
Tspyl1	22110
Sncg	20618
Mcm7	17220
Ap2m1	11773
Pcdha4	12936
Tspan7	21912
Pcdha10	12943
Sucla2	20916
Map1a	17754
Map1b	17755
Ccl22	20299
Egr3	13655
Dio3	107585
Cited2	17684
Ugdh	22235
Scin	20259
Akap2	11641
Apaf1	11783
Aoc3	11754
Vwa7	27762
D17H6S56E-5	110956
Pcdh8	18530
Pcdh9	211712
Itgb1bp1	16413
Lhx6	16874
Tff2	21785
Cyp2c37	13096
Zfp239	22685
Cyp2c40	13099
Cyp2c39	13098
Cyp2c38	13097
Nck2	17974
Dnajb3	15504
Dhx8	217207
Suclg2	20917
Gtpbp6	107999
Sema7a	20361
Sart1	20227
Hspa13	110920
Mapk8ip1	19099
Slc12a4	20498
Gstm5	14866
Gstm6	14867
Casq1	12372
Casq2	12373
Ltb4r1	16995
Baz1a	217578
Rtf1	76246
Trip12	14897
Cask	12361
Kcnq2	16536
Cdc7	12545
Gsta4	14860
Tpst2	22022
Itm2b	16432
Rps17	20068
Ppp1r12a	17931
Krt33b	16671
Cbr3	109857
Krt31	16660
Krt34	16672
Krt32	16670
Krtap9-1	16705
Marco	17167
Prkx	19108
Kcnj15	16516
Fmo1	14261
Fmo5	14263
Casp6	12368
Casp12	12364
Tagln2	21346
Clip2	269713
Olfr153	110511
Olfr152	258640
Olfr38	258988
Olfr39	258822
Slfn2	20556
Slfn1	20555
Sptbn2	20743
Alcam	11658
Chrd	12667
Oc90	18256
Stk16	20872
Usp9y	107868
Nthl1	18207
Vamp1	22317
Vamp2	22318
Fzd9	14371
Eif2b3	108067
Incenp	16319
Vezf1	22344
Gpr37	14763
Cenpf	108000
Khdrbs3	13992
Cldn4	12740
Dnase1l3	13421
Rasgrp1	19419
Aqp7	11832
Afdn	17356
Ssty1	20611
Kcnj16	16517
Hipk2	15258
Hipk1	15257
Chaf1b	110749
Hipk3	15259
Tnfrsf1b	21938
Tnfrsf1a	21937
Tnfrsf11a	21934
Lrrc23	16977
Emg1	14791
Timm10b	14356
Hk2	15277
Cdca3	14793
Spsb2	14794
M1ap	110958
Grcc10	14790
Slit3	20564
Slit1	20562
Slc40a1	53945
Slit2	20563
P3h3	14789
Lpcat3	14792
Nrip1	268903
Gpr162	14788
Dhrs3	20148
Ahnak	66395
Sphk1	20698
Slc37a4	14385
Prmt2	15468
Cyba	13057
St3gal3	20441
Cacng2	12300
Vmn2r88	669149
Vmn2r107	22312
Vmn2r104	22313
Vmn2r42	22310
Rad1	19355
Nap1l4	17955
Vmn2r32	22311
Nfs1	18041
Vmn2r89	22301
Ifrd2	15983
Vmn2r37	22305
Cox7a1	12865
Cox7a2	12866
Ifrd1	15982
Lhx9	16876
Fga	14161
Gspt2	14853
Gspt1	14852
Vmn2r30	22306
Vmn2r10	22307
Stc2	20856
Clca3a1	12722
Men1	17283
G0s2	14373
Morc1	17450
Lgals7	16858
St3gal4	20443
Bmp15	12155
Klra10	16628
Aurkc	20871
Hint1	15254
Ptpru	19273
Ptprt	19281
Klra9	16640
Ppp2ca	19052
Ppp2cb	19053
Entpd5	12499
Entpd3	215446
Vamp3	22319
Enpp2	18606
Pex7	18634
Timeless	21853
Gdf2	12165
Ltbp4	108075
Pstpip1	19200
F11r	16456
Lcp2	16822
Ly86	17084
Orc2	18393
Ap1g2	11766
Scrg1	20284
Zc3h7b	20286
Sypl2	17306
Ptf1a	19213
Chkb	12651
Matn4	17183
Krtap12-1	16694
Cd83	12522
Trex1	22040
Atp6v0e	11974
Bex1	19716
Rex2	100043034
Syngr1	20972
Syngr2	20973
Ccn5	22403
Map7	17761
Orc1	18392
Matn3	17182
Nts	67405
Sh2d1a	20400
Mpp3	13384
Wfs1	22393
Rad9a	19367
Unc119	22248
Myom2	17930
Pkp1	18772
Arid3a	13496
Bard1	12021
Blm	12144
Ccnt1	12455
Fmod	14264
Aanat	11298
Smarcb1	20587
Cdk9	107951
Smad5	17129
Galr3	14429
Slfn5	327978
Slfn3	20557
Slfn4	20558
Slc22a5	20520
Cct6b	12467
Stam	20844
Nfatc2ip	18020
Sel1l	20338
Dnase2a	13423
Msh5	17687
Edil3	13612
Clcnka	12733
Gk2	14626
Ccl20	20297
Agxt	11611
Ccne2	12448
Ggh	14590
Strap	20901
Mllt10	17354
Ccl17	20295
Dkk1	13380
Rngtt	24018
Sgce	20392
Cldn3	12739
Tulp3	22158
Papss2	23972
Krtap6-1	16700
Tcap	21393
Gabre	14404
Sprr3	20766
Dpm2	13481
Dpm1	13480
Zpr1	22687
Ptgdr2	14764
Cops2	12848
Krtap6-3	null
Krtap6-2	16701
Cd2ap	12488
S100a4	20198
Slc16a7	20503
Hyal3	109685
Ovol1	18426
Dyrk4	101320
Krtap8-1	16703
Hnrnpab	15384
Krtap19-5	16704
Dyrk1a	13548
Dyrk3	226419
Dyrk2	69181
Dyrk1b	13549
Vps52	224705
Trpm1	17364
Dmrt2	226049
Sprr2i	20763
Magoh	17149
Sprr2h	20762
Sprr2k	20765
Sprr2e	20759
Sprr2d	20758
Sprr2f	20760
Sprr2a1	20755
Sprr2b	20756
Papss1	23971
Rab33b	19338
Arg2	11847
Hsd17b7	15490
Atp10a	11982
Trp63	22061
Acox1	11430
Qsox1	104009
Osmr	18414
Slc25a14	20523
Csrp3	13009
Atp9a	11981
Cdk5r2	12570
Masp2	17175
Krtap13	16699
Lgmn	19141
Lin7c	22343
Bcl2l10	12049
Rasal1	19415
Atp8a1	11980
Lin7b	22342
Fut9	14348
Chil3	12655
Dclk1	13175
Prl8a6	19112
Soat2	223920
Zfp148	22661
Nrf1	18181
Cds2	110911
Bcl7c	12055
Bcl7b	12054
Heph	15203
Mycs	17870
Ugcg	22234
Slc33a1	11416
Dok2	13449
Mrpl40	18100
Arhgap5	11855
Wiz	22404
Bnip3l	12177
Phtf1	18685
Mapkapk5	17165
Amd2	100041585
Ran	19384
Pigq	14755
Trpt1	107328
Mpeg1	17476
Gp1ba	14723
Snapin	20615
Olfr50	18350
Olfr51	18351
Olfr52	18352
Olfr53	258962
Olfr54	18354
Olfr55	100038859
Hdac6	15185
Pdcd6ip	18571
Agfg1	15463
Olfr59	18359
Strn	268980
Vmn1r51	22296
Tfec	21426
Vmn1r45	22297
Epn1	13854
Olfr49	18348
Olfr48	18347
Epn2	13855
Krt6b	16688
Olfr43	258706
Enam	13801
Mab21l1	17116
Mrpl42	67270
Ahrr	11624
Aqp3	11828
Spa17	20686
Rps19	20085
Pld3	18807
Ccs	12460
Hdac5	15184
Olfr56	18356
Car6	12353
Inppl1	16332
Olfr58	18358
Artn	11876
Hs3st4	628779
Magea2	17138
Mrpl22	216767
Srp72	66661
Klf12	16597
Ccr6	12458
Avil	11567
Xrcc4	108138
Il18bp	16068
Mrpl10	107732
Hs3st2	195646
Top3b	21976
Vbp1	22327
Srsf10	14105
Cox17	12856
Rad17	19356
Olfr57	18357
S1pr4	13611
Mbd1	17190
Mbd3	17192
Mbd2	17191
Cx3cr1	13051
Mrpl41	107733
Slc22a3	20519
Rps7	20115
Tekt1	21689
Mrpl30	107734
Olfr47	18346
Itpka	228550
Olfr46	18345
Dgat1	13350
Olfr45	18344
Magea8	17144
Bfsp2	107993
Olfr44	18343
Mrps26	99045
Itln1	16429
Magea3	17139
Cbfa2t2	12396
Magea1	17137
Magea6	17142
Magea5	17141
Magea4	17140
Grap2	17444
Slc31a1	20529
Slc31a2	20530
Rasgrp2	19395
Mbd4	17193
Hs3st3b1	54710
Gab2	14389
Atox1	11927
Klf9	16601
Arhgap31	12549
Hs3st3a1	15478
Pde3b	18576
Mrpl14	68463
Rfxank	19727
Tnnt1	21955
Ch25h	12642
Ate1	11907
Hsd17b10	15108
Cog1	16834
Dedd	21945
Babam2	107976
Ppp1r17	19051
Gpr50	14765
Xirp1	22437
Ap3b1	11774
Hebp1	15199
Olfr60	18361
Adam15	11490
Lats1	16798
Msc	17681
Olfr61	18362
Olfr62	18363
Bub1b	12236
Kcnmb1	16533
Gjd2	14617
Cyth2	19158
Cyth1	19157
Neurl1a	18011
Grpel2	17714
Grpel1	17713
Cd5l	11801
Pi4kb	107650
Zfpm2	22762
Cpne6	12891
Rbpms	19663
Aspm	12316
Pex19	19298
Uap1	107652
Bop1	12181
Copa	12847
Crybg2	230806
Slc22a2	20518
Rnaseh1	19819
Elf5	13711
Invs	16348
Fem1b	14155
Pstpip2	19201
Fem1a	14154
Supt4b	100041294
Zbtb7a	16969
Casp14	12365
Ppp2r3d	null
Sept7	235072
Olfr63	258939
Lig4	319583
Pikfyve	18711
Cyth3	19159
Prkag2	108099
Lss	16987
Minpp1	17330
Klrc1	16641
Klrc2	16642
Cflar	12633
Prkab1	19079
Cradd	12905
Gng10	14700
Mybpc2	233199
Gng12	14701
Tbl1x	21372
Prkaa2	108079
Kcnk5	16529
Kcnq3	110862
Prkab2	108097
Agpat3	28169
Slc22a8	19879
Nxph3	104079
Rs1	20147
Pitpnm2	19679
Car11	12348
Tpp1	12751
Nxph4	104080
Ppp1r13b	21981
Hpca	15444
Sumo3	20610
Pnliprp2	18947
Fkbp1b	14226
Kcnab3	16499
Trappc10	216131
Zfp125	null
Ncr1	17086
Mybpc1	109272
Khsrp	16549
Taf1	270627
Fkbp7	14231
Eftud2	20624
Mok	26448
Vamp8	22320
Smad6	17130
Slc22a18	18400
Cd84	12523
Angpt4	11602
Prdx6b	320769
Slc6a20b	22599
Slc6a18	22598
Mocs2	17434
Rce1	19671
Ap1m2	11768
Trp73	22062
Ap4e1	108011
Lancl1	14768
Loxl3	16950
Hapln1	12950
Ankfy1	11736
Galr2	14428
Sdcbp	53378
Nr1i2	18171
Serf2	378702
Trim26	22670
Ap3s2	11778
Ap3s1	11777
Ap4m1	11781
Ap4s1	11782
Ier5	15939
Ncor2	20602
Rnf7	19823
Wdr1	22388
Eya4	14051
P2rx6	18440
Serf1	20365
Slc7a7	20540
Cmas	12764
Ubxn8	108159
Ap4b1	67489
Rev3l	19714
Bcl10	12042
Klhl22	224023
Gdap2	14547
Gdap1	14545
Irs4	16370
Hic1	15248
Auh	11992
Zdhhc8	27801
Cbfa2t3	12398
Sort1	20661
Bex3	12070
Bex2	12069
Opn3	13603
Mrvi1	17540
Mapk11	19094
Tom1	21968
Gdf11	14561
Capn7	12339
Spint2	20733
Sema6c	20360
Spint1	20732
Phf2	18676
Itgb8	320910
Bpifa1	18843
Rbm6	19654
Aebp2	11569
Ovol2	107586
Tfg	21787
Pcdh10	18526
Cyp8b1	13124
Ctsw	13041
Mrps33	14548
Itsn2	20403
Klf5	12224
Gnb1l	13972
Pdpk1	18607
Itsn1	16443
Ikbkb	16150
Cdc45	12544
Ikbkg	16151
Hivep2	15273
Defb2	13215
Rnd2	11858
Theg	21830
Trim10	19824
Adnp	11538
Sec22b	20333
Colq	102639719
Fhl2	14200
Fhl4	14202
Purb	19291
Pts	19286
Pkdrej	18766
Pex11a	18631
S100a11	20195
Gtf2h4	14885
Bpnt1	23827
Cyfip1	20430
Shcbp1	20419
Aire	11634
Bmp10	12154
Celf2	14007
Maz	17188
Rgs9	19739
Pex16	18633
Dio2	13371
S100a3	20197
Mthfd2	17768
P2rx4	18438
Stau1	20853
Btrc	12234
St14	19143
Pex11b	18632
Gfpt2	14584
Il18rap	16174
Uhrf1	18140
Cacna2d3	12294
Padi3	18601
Padi2	18600
Padi1	18599
Padi4	18602
S100a5	20199
S100a1	20193
Bmpr1a	12166
Acvr1b	11479
Acvrl1	11482
S100a9	20202
Muc2	17831
S1pr3	13610
S100a6	20200
S100a10	20194
Ogt	108155
Pak3	18481
Neurod1	18012
Myh3	17883
Myh2	17882
Myh1	17879
Myh8	17885
Myh4	17884
Csf3	12985
Csf2	12981
Csf1	12977
Csf2ra	12982
Csf3r	12986
Csf1r	12978
Csf2rb	12983
Csf2rb2	12984
Smc3	13006
Rpa2	19891
Cxcl15	20309
Tbpl1	237336
Adamts4	240913
Cse1l	110750
Cdyl	12593
P2rx7	18439
Nfe2l3	18025
Ftcd	14317
St3gal5	20454
Myh13	544791
Cth	107869
Gja10	14610
Rtn3	20168
Bhmt	12116
Ilf3	16201
Pak1	18479
Agtrap	11610
Pak2	224105
Mettl1	17299
Efemp1	216616
Krt27	16675
Aldh1l1	107747
Mmp13	17386
Tesmin	17771
Crlf1	12931
Nfkbil1	18038
Mthfs	107885
Sema3e	20349
Scml2	107815
Lrp8	16975
Zfp207	22680
Adam22	11496
Adgrg1	14766
Cst9	13013
Sema4f	20355
Sgk1	20393
Cxcl2	20310
Parp1	11545
Adam2	11495
Chil1	12654
Fcna	14133
Alyref	21681
Fkbp8	14232
Psme2b	621823
Ccni	12453
Epm2a	13853
Tnks	21951
Tnfrsf10b	21933
Fhl3	14201
Chil4	104183
Rp1	19888
Adcy8	11514
Parp2	11546
Akap3	11642
Gldc	104174
Sox30	214105
Fcnb	14134
Tacc3	21335
Spic	20728
Cnmd	16840
Ntn3	18209
Hmg20b	15353
Pwp2	110816
Aqp6	11831
Uba3	22200
Znrf4	20834
Tpbg	21983
Camk2d	108058
Col14a1	12818
Scnm1	69269
Ush2a	22283
Tlr1	21897
Tlr6	21899
Dapk2	13143
Dnm3	103967
Myom1	17929
Atrn	11990
Kcnh1	16510
Kcnh2	16511
Kcnh3	16512
Ggps1	14593
Trpv1	193034
Pdcd11	18572
Olfr69	18370
Olfr68	18369
Pbx2	18515
Pla2g2d	18782
Ndrg1	17988
Hey1	15213
Lipg	16891
Adam33	110751
Lgr5	14160
Cnga3	12790
Mlf1	17349
Eif4h	22384
Fanca	14087
St6galnac1	20445
St6galnac3	20447
Eif2ak3	13666
Gml2	15202
Prl2c3	18812
Trank1	320429
Trpv2	22368
Nod1	107607
Six6	20476
Kcnk7	16530
Cdh22	104010
Hhip	15245
Spink4	20731
Rb1cc1	12421
Msl3	17692
Mad1l1	17120
Gstz1	14874
Nsmaf	18201
Mark3	17169
Mmp24	17391
Rfc2	19718
Stk11	20869
Tjp2	21873
Gfra4	14588
Cyp46a1	13116
Ehd1	13660
Zim1	22776
Syngr3	20974
Hey2	15214
Ajuba	16475
Zfr	22763
St6galnac4	20448
Nmur1	14767
Olfr64	18366
Ccr9	12769
Slc23a1	20522
Olfr66	18367
Fjx1	14221
Uhmk1	16589
Ly96	17087
Olfr65	18365
Olfr67	18368
Mthfd1	108156
B4galnt1	14421
B4galnt2	14422
Slc25a17	20524
Large1	16795
Gsto1	14873
Slc25a15	18408
Mfap4	76293
Unc13b	22249
Aicda	11628
Slc12a7	20499
Slc34a2	20531
Flii	14248
Klf4	16600
Lbx2	16815
Rps6ka2	20112
Rlim	19820
Hspa4	15525
Lat	16797
Uri1	19777
Celf1	13046
Stxbp4	20913
Ruvbl2	20174
Ppef2	19023
Drg2	13495
Dazl	13164
Asap1	13196
Ikzf1	22778
Ikzf2	22779
Ikzf3	22780
Lrrfip1	16978
Klf1	16596
Klf2	16598
Klf3	16599
Ppargc1a	19017
Rbmx	19655
Rbmxl1	19656
Tnfrsf17	21935
Actl7a	11470
Actl7b	11471
Cstf2	108062
Spop	20747
Pkig	18769
Pdk2	18604
Hdac3	15183
Scrn2	217140
Kat2b	18519
Emc8	18117
Aif1	11629
Kat2a	14534
Robo3	19649
Ndufa2	17991
Bet1	12068
Hpse	15442
Timm17a	21854
Scand1	19018
Slc35b1	110172
Ndufs4	17993
Ikzf4	22781
Arpc1b	11867
Dctn6	22428
Ube2z	268470
Snf8	27681
Klk6	19144
Timm17b	21855
Calcoco2	76815
Apobec2	11811
Vgf	381677
Samd9l	209086
Ube2g2	22213
Timm44	21856
Drg1	13494
Klk8	259277
Trip6	22051
Ccl27a	20301
Gnpat	14712
Ecel1	13599
Bub3	12237
Rorb	225998
Commd8	27784
Mpdz	17475
Edar	13608
Rpl10a	19896
Msh6	17688
Rpgr	19893
Zeb1	21417
Wif1	24117
Mid2	23947
Fiz1	23877
Grem1	23892
Tiam2	24001
Car14	23831
Dazap2	23994
Smc1a	24061
Synj2bp	24071
Rnf216	108086
Dlg2	23859
Dido1	23856
Katna1	23924
Hcst	23900
Arih2	23807
Arih1	23806
Usp18	24110
Dand5	23863
Cdh18	320865
Grem2	23893
Ndufc2	68197
Nek3	23954
Rbck1	24105
Ubl3	24109
Prkra	23992
Tnfsf13b	24099
Rai2	24004
Chd4	107932
Dnajb6	23950
Creg1	433375
Vmn1r49	24112
Med24	23989
Faim	23873
Natd1	24083
Oasl2	23962
Sh3bp5	24056
Capn10	23830
Lamc3	23928
Chd3	216848
C1ql1	23829
Rnf144a	108089
Sigirr	24058
Cfdp1	23837
Nek4	23955
Agr2	23795
Ptpn21	24000
Zeb2	24136
Pebp1	23980
Ubd	24108
Ldb3	24131
Tex10	269536
Sra1	24068
Dmtf1	23857
Ash2l	23808
Neu2	23956
Cib1	23991
Osr1	23967
Esyt1	23943
Zfp68	24135
Lypla1	18777
Chic1	12212
Pglyrp1	21946
Spry2	24064
Spry1	24063
Aloxe3	23801
Ik	24010
Pde10a	23984
Spry4	24066
Grk1	24013
Akt3	23797
Sept3	108168219
Scn11a	24046
Cdc6	23834
Clec5a	23845
Defa17	23855
Pacsin2	23970
Gmcl1	23885
Adam25	23793
Adam23	23792
Aadat	23923
Sh2b2	23921
Zfp120	104348
Lynx1	23936
Pacsin1	23969
Tenm3	23965
Tenm2	23964
Tenm1	23963
Blmh	104184
Zfp119a	104349
Tpra1	24100
Psmd13	23997
Nlrp5	23968
Slc11a1	18173
Ddr2	18214
Slc29a2	13340
Slc11a2	18174
Slc30a3	22784
Slc30a1	22782
Slc30a4	22785
Slc25a1	13358
Slc34a1	20505
Slc35a2	22232
Slc35a1	24060
Rhof	23912
Mars	216443
Amfr	23802
Pcbp1	23983
Sufu	24069
Gtf2h2	23894
Trib3	228775
Coro1a	12721
Coro1b	23789
Coro1c	23790
Coro2a	107684
Ptpa	110854
Bves	23828
Arhgef28	110596
Clpx	270166
Vax2	24113
Slco2a1	24059
Mab21l2	23937
Tlk2	24086
Slc26a4	23985
Ly6h	23934
Tshz1	110796
Farsb	23874
Pin1	23988
Insrr	23920
Mpdu1	24070
Mgll	23945
Tll2	24087
Gdf15	23886
Hs2st1	23908
Dut	110074
Apc2	23805
Kel	23925
Tlr2	24088
Ggt5	23887
Eci2	23986
Dlgap1	224997
Cdh20	23836
Psmf1	228769
Fxr2	23879
Mmp17	23948
Twf2	23999
Krtap14	23927
Jtb	23922
Rpp40	208366
Insl5	23919
Aplnr	23796
Srp54a	24067
Cd52	23833
Rgs7	24012
Fbln5	23876
Psmc4	23996
Nelfa	24116
Sh3yl1	24057
Nr1i3	12355
Ccl19	24047
Nr2e3	23958
Klf6	23849
Hax1	23897
Taf10	24075
Adamts5	23794
Gpc6	23888
Gadd45g	23882
Fyb	23880
Def6	23853
Uts2	24111
Banf1	23825
Def8	23854
Best1	24115
Mrps12	24030
Gpr34	23890
Tekt2	24084
Klk7	23993
Xcr1	23832
Mta2	23942
Rnf13	24017
Clca1	23844
Trex2	24102
Nr0b2	23957
Map2k5	23938
Scamp3	24045
Mapk7	23939
Taf7	24074
Sh3bp2	24055
Igbp1	18518
Scamp2	24044
Sgcb	24051
Sgcg	24053
Sgcd	24052
Psmb9	16912
Psmb8	16913
Bace1	23821
Esrra	26379
Esrrb	26380
Nr5a1	26423
Nr5a2	26424
Mapk1	26413
Mapk3	26417
Mapk8	26419
Mapk9	26420
Mapk10	26414
Mapk13	26415
Mapk14	26416
Map2k1	26395
Map2k2	26396
Map2k3	26397
Map2k4	26398
Map2k6	26399
Map2k7	26400
Map3k1	26401
Map3k2	26405
Map3k3	26406
Map3k4	26407
Map3k5	26408
Map3k7	26409
Map3k8	26410
Map3k10	269881
Map3k11	26403
Map3k12	26404
Map4k1	26411
Map4k2	26412
Ciao1	26371
Prnd	26434
Lypla2	26394
Btd	26363
Angptl2	26360
Mapkbp1	26390
Psma1	26440
Psma6	26443
Plod2	26432
Plod3	26433
Psma5	26442
Avpr1b	26361
Psmb3	26446
Txnrd2	26462
Orc4	26428
Orc5	26429
Psmb2	26445
Cop1	26374
Sema4g	26456
Clcn7	26373
Clcn6	26372
Aldh1a7	26358
Git2	26431
Gnpda1	26384
Vnn3	26464
Esrrg	26381
Hsf4	26386
Decr2	26378
Psma4	26441
Abcg2	26357
Creb3l1	26427
Dapp1	26377
Med21	108098
Psma7	26444
Zfp260	26466
Nubp2	26426
Nubp1	26425
Rbbp9	26450
Nbea	26422
Rpl27a	26451
Bdp1	544971
Grk6	26385
Poli	26447
Ifi202b	26388
Fgd2	26382
Cetn2	26370
Cetn1	26369
Anxa10	26359
Zfp146	26465
Fto	26383
Parg	26430
Adgre5	26364
Slc27a1	26457
Slc27a2	26458
Slc27a5	26459
Axl	26362
Ceacam1	26365
Ceacam2	26367
Ceacam9	26368
Ceacam10	26366
Psg16	26436
Psg17	26437
Psg18	26438
Psg19	26439
Usp5	22225
Gla	11605
Homer1	26556
Adamts7	108153
Slc27a4	26569
Adamts6	108154
Krtap15	26560
Ncdn	26562
Hunk	26559
Atp2b3	320707
Homer2	26557
Slc7a11	26570
Adamts2	216725
Pnck	93843
Slc27a3	26568
Homer3	26558
Cul3	26554
Mmp23	26561
Foxd1	15229
Foxg1	15228
Foxh1	14106
Foxc1	17300
Foxd4	14237
Foxb2	14240
Foxl1	14241
Foxf1	15227
Foxd2	17301
Foxa1	15375
Foxd3	15221
Foxj1	15223
Foxa2	15376
Foxa3	15377
Foxn2	14236
Foxf2	14238
Foxc2	14234
Foxm1	14235
Foxk1	17425
Ror1	26563
Ror2	26564
Pla2g10	26565
Tssk1	22114
Tssk2	22115
Tsks	22116
Sdc1	20969
Sdc3	20970
Sdc4	20971
Sdc2	15529
Ccl21b	100042493
Ccl21a	18829
Abcd1	11666
Abcd3	19299
Abcd4	19300
Dysf	26903
Spag1	26942
Cops7b	26895
Gcat	26912
Pclo	26875
Tpsg1	26945
H2afy	26914
Polr2f	69833
Map4k4	26921
Acot1	26897
Casp8ap2	26885
Cops7a	26894
B3galt1	26877
B3galnt1	26879
Ddx3y	26900
Cops3	26572
Triobp	110253
Clec4a2	26888
Cops4	26891
Cops5	26754
Zfp346	26919
Aifm1	26926
Sh2d1b1	26904
Figla	26910
Racgap1	26934
Ctsj	26898
Exo1	26909
Foxl2	26927
Arl2bp	107566
Eif2s3y	26908
Eif2s3x	26905
Ern2	26918
Mprip	26936
Cops6	26893
Mecr	26922
Med14	26896
Haao	107766
Cln8	26889
Cenph	26886
Galnt7	108150
Vat1	26949
Corin	53419
Polr3e	26939
Vsnl1	26950
Gprin1	26913
Serinc3	26943
B3galt2	26878
Uba7	74153
Abcd2	26874
Ecsit	26940
Trpc7	26946
St6galnac5	26938
Adh4	26876
Ppp2r5e	26932
Ss18l2	26901
Ppp2r5c	26931
Tinag	26944
Zw10	26951
Chst4	26887
Scamp1	107767
Ing1	26356
Slc9a3r1	26941
Sec23a	20334
Islr	26968
Gimap4	107526
Gimap7	231932
Cul1	26965
Pla2g2e	26970
Pla2g2f	26971
Spo11	26972
Ncor1	20185
Tob1	22057
Pabpc1	18458
Pabpc2	18459
Dpysl3	22240
Dpysl2	12934
Dpysl4	26757
Rcn2	26611
Brd7	26992
Polk	27015
Ermap	27028
Ndufb11	104130
Ofd1	237222
Sgsh	27029
Tspan32	27027
Nit1	27045
Rps3	27050
Omd	27047
Fkbp9	27055
Cadps	27062
Sh3d19	27059
Irf5	27056
Sec23b	27054
Etv3	27049
Rpl8	26961
Aoah	27052
Asns	27053
Srp9	27058
Tcirg1	27060
Ncoa4	27057
Bcap31	27061
Tlx2	21909
Xlr4b	27083
Xlr5c	27084
Zfp275	27081
Tlx3	27140
Slamf1	27218
Eloa	27224
Olfr154	27216
Podxl	27205
Sgk2	27219
Trp53bp1	27223
Mixl1	27217
Nrk	27206
Pla2g7	27226
Dbf4	27214
Rps11	27207
Cartpt	27220
Chaf1a	27221
Azi2	27215
Thoc5	107829
Syn3	27204
Atp1a4	27222
Ddx24	27225
Grm1	14816
Grm2	108068
Grm3	108069
Grm4	268934
Grm5	108071
Grm6	108072
Grm7	108073
Grm8	14823
Vmn2r61	637873
Casr	12374
Atic	108147
Rpl13a	22121
G3bp1	27041
Plek2	27260
Clnk	27278
Plekhb1	27276
B9d1	27078
Hrasls	27281
Nufip1	27275
Golga5	27277
Zfp354b	27274
Cars	27267
Pdk4	27273
Tnfrsf12a	27279
Phlda3	27280
Trappc3	27096
Smok2a	27263
Dok3	27261
Nup62	18226
Nup50	18141
Psmd7	17463
Insl6	27356
Sh2d2a	27371
Atp5l	27425
Nagpa	27426
Dusp13	27389
Tcl1b3	27378
Tcl1b1	27379
Dguok	27369
Mmel1	27390
Tcl1b4	27380
Rpl3	27367
Sytl4	27359
Mrpl17	27397
Tcl1b2	27381
Npas3	27386
Exoc6	107371
Defb3	27358
Txnl4a	27366
Gyg	27357
Add3	27360
Abca3	27410
Dnajb9	27362
Abcb11	27413
Mrpl39	27393
Mrpl2	27398
Pald1	27355
Abcg3	27405
Nbn	27354
Fam50a	108160
Pdhx	27402
Rps26	27370
Pign	27392
Sergef	27414
Sh2d3c	27387
Ip6k1	27399
Abcc6	27421
Tcl1b5	27382
Srr	27364
Peg12	27412
Mkln1	27418
Mrpl15	27395
