"Pathway","pVal","pValFDR","pValBonferroni","Genes","HitGenes","HitGeneNames"
"Spliceosome",0,0,0,125,23,"Sf3b3, Sf3b4, U2af1, Dhx15, Hnrnpa1, Hspa8, Sart1, Srsf3, Snrpd1, Dhx8, Prpf19, Plrg1, Isy1, Sf3b6, Lsm7, Snrnp27, Crnkl1, Sf3a1, Snrpg, Phf5a, Sf3a3, Lsm8, Sf3b1"
"RNA transport",0,0,0,147,26,"Nup107, Tpr, Tgs1, Eef1a1, Eif2b4, Eif3a, Eif4ebp1, Kpnb1, Eif3e, Nup50, Ran, Nup214, Eif2s3x, Nup98, Prmt5, Eif3b, Nxf1, Eif3g, Nup210, Eif3i, Eif3d, Eif3c, Eif3f, Pabpc6, Trnt1, Pop7"
"MAPK signaling pathway",0,0,0,246,30,"Cacna1d, Cacnb4, Fasl, Fgf10, Fgf18, Fgf8, Fos, Grb2, Hras, Hspa8, Il1r1, Mef2c, Nfatc1, Nfatc3, Nfkb1, Pdgfb, Prkca, Ppp5c, Rasgrp1, Relb, Tnf, Traf2, Trp53, Gadd45g, Map2k7, Map3k12, Map3k7, Fgf21, Cacna2d2, Tab2"
"Ribosome",0,0,0,129,25,"Mrpl10, Rpl31, Rplp0, Fau, Rpsa, Rpl19, Rpl32, Rpl37a, Rpl7, Rps17, Rps29, Rps4x, Rps5, Rps8, Rpl13a, Uba52, Rps15a, Rpl23a, Rps3, Rpl3, Rpl11, Rps13, Mrps18a, Mrpl32, Rps27a"
"Apoptosis",0,0,0,135,20,"Actg1, Bax, Bcl2a1a, Casp12, Cflar, Ctsk, Fasl, Fos, Hras, Itpr1, Mcl1, Nfkb1, Ptpn13, Tnf, Traf2, Trp53, Tuba1a, Gadd45g, Pmaip1, Htra2"
"Osteoclast differentiation",0,0,0.001,122,18,"Ctsk, Fos, Grb2, Ifnb1, Il1r1, Mitf, Nfatc1, Nfkb1, Tnfrsf11b, Relb, Spi1, Stat1, Tec, Tnf, Traf2, Map2k7, Map3k7, Tab2"
"NOD-like receptor signaling pathway",0,0,0.002,161,21,"Sharpin, Casp4, Casp12, Ifi204, Ifnb1, Itpr1, Myd88, Nfkb1, Nfkbib, Cxcl2, Stat1, Tlr4, Tnf, Traf2, Gbp7, Card6, Map3k7, Irak4, Gabarapl1, Atg12, Tab2"
"Cellular senescence",0,0,0.002,175,22,"Fbxw11, Cacna1d, Calm2, Cdk1, Eif4ebp1, H2-T22, Hipk2, Hras, Igfbp3, Itpr1, Mdm2, Mybl2, Nfatc1, Nfatc3, Nfkb1, Rbl2, Lin52, Trp53, Gadd45g, Nbn, Calm4, Sirt1"
"NF-kappa B signaling pathway",0,0,0.003,93,15,"Tirap, Bcl2a1a, Cflar, Il1r1, Myd88, Nfkb1, Relb, Cxcl2, Tlr4, Tnf, Traf2, Map3k7, Irak4, Tab2, Tnfrsf13c"
"Toll-like receptor signaling pathway",0,0,0.005,98,15,"Tirap, Cd80, Cd86, Ctsk, Fos, Ifnb1, Myd88, Nfkb1, Stat1, Tlr4, Tnf, Map2k7, Map3k7, Irak4, Tab2"
"Longevity regulating pathway",0,0.002,0.02,86,13,"Bax, Eif4ebp1, Hras, Nfkb1, Prkab1, Creb3l3, Stk11, Trp53, Creb3l1, Rps6kb1, Rptor, Sesn3, Sirt1"
"AMPK signaling pathway",0,0.006,0.071,123,15,"Acaca, Adra1a, Eif4ebp1, Fasn, Elavl1, Prkab1, Scd1, Creb3l3, Stk11, Map3k7, Creb3l1, Ppp2r2d, Rps6kb1, Rptor, Sirt1"
"Oxytocin signaling pathway",0.001,0.011,0.141,145,16,"Actg1, Cacna1d, Cacnb4, Calm2, Fos, Gnas, Hras, Itpr1, Mef2c, Nfatc1, Nfatc3, Prkca, Prkab1, Src, Cacna2d2, Calm4"
"Estrogen signaling pathway",0.001,0.011,0.156,92,12,"Calm2, Fos, Gnas, Grb2, Hras, Hspa8, Itpr1, Src, Creb3l3, Hsp90b1, Creb3l1, Calm4"
"B cell receptor signaling pathway",0.001,0.014,0.214,70,10,"Cd19, Fos, Grb2, Hras, Inpp5d, Inppl1, Nfatc1, Nfatc3, Nfkb1, Nfkbib"
"Endocytosis",0.001,0.019,0.333,250,22,"Ap2m1, Arf1, Capza3, Cav1, Clta, Cxcr4, Dnm2, Grk5, H2-T22, Hras, Hspa8, Mdm2, Cyth3, Src, Rab11fip3, Chmp1a, Ap2b1, Psd2, Chmp4b, Smurf1, Smap1, Arfgef2"
"PI3K-Akt signaling pathway",0.001,0.019,0.339,333,27,"Cd19, Eif4ebp1, Fasl, Fgf10, Fgf18, Fgf8, Gng4, Grb2, Hras, Ifnb1, Mcl1, Mdm2, Nfkb1, Pdgfb, Prkca, Rbl2, Creb3l3, Stk11, Tlr4, Hsp90b1, Trp53, Creb3l1, Lpar5, Ppp2r2d, Fgf21, Rps6kb1, Rptor"
"Thyroid hormone signaling pathway",0.001,0.019,0.339,114,13,"Actg1, Atp1b3, Kat2a, Hdac2, Hras, Mdm2, Prkca, Src, Stat1, Trp53, Med17, Med14, Ep300"
"T cell receptor signaling pathway",0.002,0.021,0.392,102,12,"Fos, Grb2, Hras, Nfatc1, Nfatc3, Nfkb1, Nfkbib, Rasgrp1, Tec, Tnf, Map2k7, Map3k7"
"IL-17 signaling pathway",0.002,0.024,0.489,91,11,"Cebpb, Fos, Elavl1, Il17a, Nfkb1, Cxcl2, Tnf, Hsp90b1, Traf2, Map3k7, Tab2"
"Insulin signaling pathway",0.002,0.025,0.523,134,14,"Acaca, Calm2, Eif4ebp1, Fasn, Grb2, Hras, Inppl1, Prkab1, Prkar1a, Sh2b2, Exoc7, Rps6kb1, Rptor, Calm4"
"Neurotrophin signaling pathway",0.002,0.025,0.541,120,13,"Bax, Calm2, Fasl, Gab1, Grb2, Hras, Nfkb1, Nfkbib, Trp53, Sh2b2, Map2k7, Irak4, Calm4"
"TNF signaling pathway",0.002,0.025,0.592,107,12,"Cebpb, Cflar, Fos, Nfkb1, Cxcl2, Creb3l3, Tnf, Traf2, Map2k7, Map3k7, Creb3l1, Tab2"
"p53 signaling pathway",0.002,0.025,0.598,67,9,"Bax, Cdk1, Igfbp3, Mdm2, Rrm2, Trp53, Gadd45g, Pmaip1, Sesn3"
"Gap junction",0.003,0.029,0.726,82,10,"Cdk1, Gnas, Grb2, Hras, Htr2b, Itpr1, Pdgfb, Prkca, Src, Tuba1a"
"Necroptosis",0.003,0.029,0.787,140,14,"Sharpin, Bax, Cflar, Fasl, Glul, Ifnb1, Stat1, Tlr4, Tnf, Traf2, Chmp1a, Usp21, Hist3h2a, Chmp4b"
"Fc gamma R-mediated phagocytosis",0.003,0.029,0.794,83,10,"Dnm2, Inpp5d, Inppl1, Marcks, Prkca, Plpp1, Plpp2, Rps6kb1, Wasf1, Dock2"
"Melanogenesis",0.003,0.029,0.815,97,11,"Calm2, Gnas, Hras, Mitf, Prkca, Creb3l3, Wnt7b, Wnt8b, Creb3l1, Ep300, Calm4"
