"Pathway","pVal","pValFDR","pValBonferroni","Genes","HitGenes","HitGeneNames"
"RNA transport",0,0,0,147,17,"Tpr, Tgs1, Eif2b4, Kpnb1, Ran, Nup214, Eif2s3x, Nup98, Eif3b, Nxf1, Eif3g, Nup210, Eif3i, Eif3c, Pabpc6, Trnt1, Pop7"
"Ribosome",0,0,0,129,16,"Rplp0, Fau, Rpsa, Rpl37a, Rps17, Rps29, Rps4x, Rpl13a, Uba52, Rpl23a, Rps3, Rpl3, Rpl11, Rps13, Mrps18a, Rps27a"
"Osteoclast differentiation",0,0.003,0.008,122,13,"Ctsk, Grb2, Ifnb1, Il1r1, Nfatc1, Nfkb1, Relb, Spi1, Stat1, Tec, Traf2, Map3k7, Tab2"
"Spliceosome",0,0.011,0.044,125,12,"Hnrnpa1, Hspa8, Sart1, Srsf3, Snrpd1, Dhx8, Prpf19, Isy1, Sf3a1, Sf3a3, Lsm8, Sf3b1"
"NF-kappa B signaling pathway",0.001,0.054,0.269,93,9,"Il1r1, Myd88, Nfkb1, Relb, Tlr4, Traf2, Map3k7, Irak4, Tab2"
"Toll-like receptor signaling pathway",0.002,0.065,0.391,98,9,"Ctsk, Ifnb1, Myd88, Nfkb1, Stat1, Tlr4, Map3k7, Irak4, Tab2"
"Fatty acid biosynthesis",0.003,0.1,0.745,11,3,"Acaca, Fasn, Acsl3"
"B cell receptor signaling pathway",0.003,0.1,0.798,70,7,"Grb2, Hras, Inpp5d, Inppl1, Nfatc1, Nfatc3, Nfkb1"
"Estrogen signaling pathway",0.004,0.11,0.994,92,8,"Calm2, Gnas, Grb2, Hras, Hspa8, Src, Creb3l3, Creb3l1"
"Thyroid hormone signaling pathway",0.004,0.11,1,114,9,"Atp1b3, Kat2a, Hdac2, Hras, Mdm2, Src, Stat1, Med14, Ep300"
"NOD-like receptor signaling pathway",0.005,0.118,1,161,11,"Ifi204, Ifnb1, Myd88, Nfkb1, Stat1, Tlr4, Traf2, Card6, Map3k7, Irak4, Tab2"
