"Pathway","pVal","pValFDR","pValBonferroni","Genes","HitGenes","HitGeneNames"
"Spliceosome",0,0,0,125,23,"Sf3b3, Sf3b4, U2af1, Dhx15, Hnrnpa1, Hspa8, Sart1, Srsf3, Snrpd1, Dhx8, Prpf19, Plrg1, Isy1, Sf3b6, Lsm7, Snrnp27, Crnkl1, Sf3a1, Snrpg, Phf5a, Sf3a3, Lsm8, Sf3b1"
"RNA transport",0,0,0,147,26,"Nup107, Tpr, Tgs1, Eef1a1, Eif2b4, Eif3a, Eif4ebp1, Kpnb1, Eif3e, Nup50, Ran, Nup214, Eif2s3x, Nup98, Prmt5, Eif3b, Nxf1, Eif3g, Nup210, Eif3i, Eif3d, Eif3c, Eif3f, Pabpc6, Trnt1, Pop7"
"Ribosome",0,0,0,129,25,"Mrpl10, Rpl31, Rplp0, Fau, Rpsa, Rpl19, Rpl32, Rpl37a, Rpl7, Rps17, Rps29, Rps4x, Rps5, Rps8, Rpl13a, Uba52, Rps15a, Rpl23a, Rps3, Rpl3, Rpl11, Rps13, Mrps18a, Mrpl32, Rps27a"
"MAPK signaling pathway",0,0,0.001,246,30,"Cacna1d, Cacnb4, Fasl, Fgf10, Fgf18, Fgf8, Fos, Grb2, Hras, Hspa8, Il1r1, Mef2c, Nfatc1, Nfatc3, Nfkb1, Pdgfb, Prkca, Ppp5c, Rasgrp1, Relb, Tnf, Traf2, Trp53, Gadd45g, Map2k7, Map3k12, Map3k7, Fgf21, Cacna2d2, Tab2"
"Apoptosis",0,0,0.002,135,20,"Actg1, Bax, Bcl2a1a, Casp12, Cflar, Ctsk, Fasl, Fos, Hras, Itpr1, Mcl1, Nfkb1, Ptpn13, Tnf, Traf2, Trp53, Tuba1a, Gadd45g, Pmaip1, Htra2"
"Osteoclast differentiation",0,0.001,0.006,122,18,"Ctsk, Fos, Grb2, Ifnb1, Il1r1, Mitf, Nfatc1, Nfkb1, Tnfrsf11b, Relb, Spi1, Stat1, Tec, Tnf, Traf2, Map2k7, Map3k7, Tab2"
"NOD-like receptor signaling pathway",0,0.001,0.008,161,21,"Sharpin, Casp4, Casp12, Ifi204, Ifnb1, Itpr1, Myd88, Nfkb1, Nfkbib, Cxcl2, Stat1, Tlr4, Tnf, Traf2, Gbp7, Card6, Map3k7, Irak4, Gabarapl1, Atg12, Tab2"
"Cellular senescence",0,0.001,0.009,175,22,"Fbxw11, Cacna1d, Calm2, Cdk1, Eif4ebp1, H2-T22, Hipk2, Hras, Igfbp3, Itpr1, Mdm2, Mybl2, Nfatc1, Nfatc3, Nfkb1, Rbl2, Lin52, Trp53, Gadd45g, Nbn, Calm4, Sirt1"
"NF-kappa B signaling pathway",0,0.001,0.01,93,15,"Tirap, Bcl2a1a, Cflar, Il1r1, Myd88, Nfkb1, Relb, Cxcl2, Tlr4, Tnf, Traf2, Map3k7, Irak4, Tab2, Tnfrsf13c"
"Toll-like receptor signaling pathway",0,0.002,0.018,98,15,"Tirap, Cd80, Cd86, Ctsk, Fos, Ifnb1, Myd88, Nfkb1, Stat1, Tlr4, Tnf, Map2k7, Map3k7, Irak4, Tab2"
"Longevity regulating pathway",0,0.006,0.061,86,13,"Bax, Eif4ebp1, Hras, Nfkb1, Prkab1, Creb3l3, Stk11, Trp53, Creb3l1, Rps6kb1, Rptor, Sesn3, Sirt1"
"PI3K-Akt signaling pathway",0.001,0.016,0.197,333,30,"Cd19, Col4a4, Efna5, Eif4ebp1, Fasl, Fgf10, Fgf18, Fgf8, Gng4, Grb2, Hras, Ifnb1, Mcl1, Mdm2, Nfkb1, Pdgfb, Prkca, Rbl2, Creb3l3, Stk11, Tlr4, Hsp90b1, Trp53, Creb3l1, Tcl1b1, Lpar5, Ppp2r2d, Fgf21, Rps6kb1, Rptor"
"AMPK signaling pathway",0.001,0.017,0.225,123,15,"Acaca, Adra1a, Eif4ebp1, Fasn, Elavl1, Prkab1, Scd1, Creb3l3, Stk11, Map3k7, Creb3l1, Ppp2r2d, Rps6kb1, Rptor, Sirt1"
"Inflammatory mediator regulation of TRP channels",0.001,0.017,0.237,111,14,"Calm2, Cyp2c37, Gnas, Htr2b, Il1r1, Itpr1, P2ry2, Prkca, Src, Cyp2c70, Cyp2c44, Trpv3, Cyp2c65, Calm4"
"Platinum drug resistance",0.001,0.018,0.264,76,11,"Bax, Fasl, Gsta4, Mdm2, Mlh1, Rev3l, Slc31a1, Trp53, Xpa, Pmaip1, Polh"
"IL-17 signaling pathway",0.001,0.023,0.367,91,12,"Cebpb, Fos, Elavl1, Il17a, Il17rc, Nfkb1, Cxcl2, Tnf, Hsp90b1, Traf2, Map3k7, Tab2"
"Estrogen signaling pathway",0.002,0.024,0.404,92,12,"Calm2, Fos, Gnas, Grb2, Hras, Hspa8, Itpr1, Src, Creb3l3, Hsp90b1, Creb3l1, Calm4"
"Oxytocin signaling pathway",0.002,0.024,0.451,145,16,"Actg1, Cacna1d, Cacnb4, Calm2, Fos, Gnas, Hras, Itpr1, Mef2c, Nfatc1, Nfatc3, Prkca, Prkab1, Src, Cacna2d2, Calm4"
"cAMP signaling pathway",0.002,0.024,0.467,187,19,"Adora1, Adora2a, Atp1b3, Cacna1d, Calm2, Drd5, Fos, Gli1, Gli3, Gnas, Nfatc1, Nfkb1, Creb3l3, Tnni3, Grin3a, Hcar1, Creb3l1, Ep300, Calm4"
"B cell receptor signaling pathway",0.002,0.024,0.489,70,10,"Cd19, Fos, Grb2, Hras, Inpp5d, Inppl1, Nfatc1, Nfatc3, Nfkb1, Nfkbib"
"Relaxin signaling pathway",0.003,0.038,0.803,126,14,"Col4a4, Fos, Gnas, Gng4, Grb2, Hras, Nfkb1, Prkca, Rln1, Src, Creb3l3, Rxfp3, Map2k7, Creb3l1"
"Thyroid hormone signaling pathway",0.004,0.04,0.888,114,13,"Actg1, Atp1b3, Kat2a, Hdac2, Hras, Mdm2, Prkca, Src, Stat1, Trp53, Med17, Med14, Ep300"
"T cell receptor signaling pathway",0.004,0.042,0.971,102,12,"Fos, Grb2, Hras, Nfatc1, Nfatc3, Nfkb1, Nfkbib, Rasgrp1, Tec, Tnf, Map2k7, Map3k7"
"FoxO signaling pathway",0.004,0.045,1,130,14,"Fasl, Grb2, Hras, Mdm2, Prkab1, Rag1, Rbl2, Stk11, Gadd45g, Ep300, Foxo4, Gabarapl1, Atg12, Sirt1"
"cGMP-PKG signaling pathway",0.005,0.046,1,159,16,"Adora1, Adra1a, Atp1b3, Atp2a1, Cacna1d, Calm2, Itpr1, Mef2b, Mef2c, Nfatc1, Nfatc3, Nppb, Oprd1, Creb3l3, Creb3l1, Calm4"
"Endocytosis",0.005,0.048,1,250,22,"Ap2m1, Arf1, Capza3, Cav1, Clta, Cxcr4, Dnm2, Grk5, H2-T22, Hras, Hspa8, Mdm2, Cyth3, Src, Rab11fip3, Chmp1a, Ap2b1, Psd2, Chmp4b, Smurf1, Smap1, Arfgef2"
