"Pathway","pVal","pValFDR","pValBonferroni","Genes","HitGenes","HitGeneNames"
"Ribosome biogenesis in eukaryotes",0,0,0,78,64,"Mdn1, Imp3, Xpo1, Rexo2, Utp15, Pwp2, Pop5, Csnk2a1, Csnk2a2, Csnk2b, Drosha, Fbl, Emg1, Eif6, Ran, Utp14b, Tbl3, Bms1, Tcof1, Utp6, Utp18, Heatr1, Lsg1, Wdr36, Rpp38, Nol6, Gnl2, Nxt2, Gnl3l, Xrn1, Xrn2, Dkc1, Wdr3, Imp4, Gnl3, Nhp2, Nxf1, Rpp30, Nop58, Nxt1, Spata5, Rcl1, Pop4, Nop10, Sbds, Rexo1, Riok2, Nop56, Nvl, Nob1, Pop1, Mphosph10, Gar1, Rbm28, Gtpbp4, Riok1, Wdr43, Utp14a, Wdr75, Fcf1, Pop7, Rrp7a, Nmd3, Nat10"
"Protein processing in endoplasmic reticulum",0,0,0,165,144,"Dnajc3, Gm15266, Rpn1, Txndc5, Ssr1, Edem2, Sec13, Atxn3, Derl2, Atf4, Bag1, Bak1, Bax, Bcl2, Hyou1, Pdia4, Calr, Canx, Capn1, Capn2, Casp12, Atf6b, Cryab, Dnajc5, Dad1, Ddit3, Ddost, Dnajc1, Eif2s1, Eif2ak3, Ube2j2, Sec63, Ganab, Pdia3, Hspa5, Eif2ak1, Dnaja1, Hsph1, Hspa1b, Hspa2, Hsp90ab1, Hsp90aa1, Stt3a, Man1a, Man1a2, Ppp1r15a, Nfe2l2, Hspa4l, P4hb, Plaa, Prkcsh, Eif2ak2, Edem1, Rad23a, Rad23b, Rnf185, Hspa1a, Rpn2, Sar1a, Sec23a, Sec61g, Sel1l, Ssr4, Skp1a, Ube2d1, Ckap4, Os9, Nploc4, Sec24c, Hsp90b1, Traf2, Ube2g2, Wfs1, Xbp1, Yod1, Atf6, Man1b1, Man1c1, Amfr, Map2k7, Map3k5, Mapk10, Mapk8, Mapk9, Vcp, Cul1, Sec23b, Bcap31, Mbtps2, Eif2ak4, Uggt1, Nsfl1c, Ero1l, Fbxo6, Preb, Sec61a1, Rnf5, Ubqln2, Ubqln1, Ube2j1, Stub1, Rbx1, Dnaja2, Mbtps1, Dnajb12, Dnajb2, Mogs, Sec61a2, Ngly1, Ube4b, Herpud1, Ube2d3, Sec61b, Hspbp1, Ssr2, Sar1b, Ubxn6, Erlec1, Dnajc10, Lman2, Edem3, Ube2g1, Erp29, Ssr3, Ero1lb, Derl1, Dnajb11, Stt3b, Sec31a, Sec62, Sec24d, Lman1, Pdia6, Tram1, Syvn1, Svip, Sec24a, Ern1, Tusc3, Dnajb1, Sil1, Rrbp1, Ubqln4, Sec24b"
"Osteoclast differentiation",0,0,0,124,101,"Acp5, Akt1, Akt2, Calcr, Camk4, Chuk, Socs3, Socs1, Creb1, Csf1, Csf1r, Ctsk, Cyba, Fcgr1, Fcgr2b, Fcgr3, Fhl2, Fos, Fosb, Fosl2, Fyn, Gab2, Grb2, Ifnar1, Ifnar2, Ifng, Ifngr1, Ifngr2, Ikbkb, Ikbkg, Il1a, Il1b, Il1r1, Irf9, Itgb3, Jak1, Jun, Junb, Jund, Lck, Lcp2, Blnk, Mitf, Ncf1, Ncf2, Ncf4, Nfatc1, Nfatc2, Nfkb1, Nfkb2, Nfkbia, Sqstm1, Pik3ca, Pik3cd, Pik3r1, Pik3r2, Pik3r3, Pira2, Lilra6, Pparg, Ppp3ca, Ppp3cb, Ppp3cc, Ppp3r1, Mapk11, Sirpa, Rac1, Rela, Relb, Stat1, Stat2, Tec, Tgfb1, Tgfb2, Tgfbr1, Tgfbr2, Tnfrsf1a, Traf2, Traf6, Tyrobp, Lilra5, Plcg2, Akt3, Fcgr4, Map2k1, Map2k6, Map2k7, Map3k7, Mapk1, Mapk10, Mapk14, Mapk3, Mapk8, Mapk9, Mapk12, Map3k14, Tyk2, Tab1, Tab2, Cyld, Pik3cb"
"Metabolic pathways",0,0,0,1307,932,"Pafah2, H6pd, Psph, Acacb, Ugt2b34, Chpf2, Inpp5f, Hsd3b7, Xylb, Alg9, Rdh9, Upb1, Mgat4b, Pnpo, Nt5m, Rpn1, Gck, Synj1, Cyp27a1, Acly, Ndufb11, Ces1d, Dgkz, Pld4, Aldh6a1, Adi1, Thtpa, Ppcs, Cyp2c50, Psat1, Acaca, Eprs, Nt5c3, Pi4kb, Uap1, Haao, Cth, Mthfs, Mgat5, Shmt2, B3gnt5, Atic, Galnt2, Galnt7, Mthfd1, Mat2b, Atp6v1h, Gpt2, Sephs1, Ampd2, Hyal3, Maob, Blvra, Cbr3, Asl, Gusb, Dut, Pygb, Pygl, Mpi, Fdps, Pgd, Cox6b1, Qdpr, Pigh, Acat1, Acat2, Dgkq, Prps2, Aldh7a1, Pcca, Cds2, Hlcs, Acadl, Acadm, Acadvl, Acaa1a, Acads, Atp6v0b, Slc33a1, Aco1, Aco2, Acox1, Acp1, Acp2, Acp5, Impa2, Aspa, Ada, Adh1, Adh5, Adk, Adsl, Adssl1, Adss, Agxt, Gm4737, Ak1, Ak2, Ak4, Alpl, Alas1, Alas2, Aldh1a1, Aldh2, Aldh3a2, Aldoa, Aldoc, Alox12, Alox12e, Pnpla3, Acsm1, Ampd3, Mat1a, Amy1, Prdx6, Aox1, Aprt, Arg1, Arsb, Asah1, Ass1, Atp5a1, Atp5b, Atp5c1, Atp5f1, Atp5g1, Atp5j, Atp5k, Atp6v1a, Atp6v1b2, Atp6v0d1, Atp6v1e1, Atp6v0e, Atp6v0a1, Atp6v0c, Auh, Baat, Bcat2, Bckdha, Bckdhb, Glb1, Bhmt, Bst1, Bpgm, Cbr1, Cbs, Cd38, Cdo1, Cel, Chkb, Chka, Ckb, Cmas, Comt, Coq7, Cox17, Cox4i1, Cox5a, Cox5b, Cox6a1, Cox6c, Cox7c, Cox8a, Cpox, Cs, Pcyt1a, Cycs, Cyp1a2, Cyp2a12, Cyp2a4, Cyp2a5, Cyp2b10, Cyp2c29, Cyp2c37, Cyp2c38, Cyp2e1, Cyp2j5, Cyp2j6, Cyp3a11, Cyp3a13, Cyp4a10, Cyp4a12b, Cyp4a14, Cyp51, Cyp7a1, Cyp8b1, Dad1, Dgka, Dbt, Dck, Ddost, Degs1, Dgat1, Dhcr7, Dhfr, Dld, Dnmt1, Dnmt3a, Dnmt3b, Dpagt1, Dpm1, Dpm2, Ebp, Eno1, Eno3, Ephx2, Ces1c, Ces1e, Ext1, Ext2, Man2a2, Acsl1, Fah, Fasn, Fbp1, Fdft1, Fech, Akr1b8, Fh1, Lpin1, Fpgs, Ftcd, Fut1, Ganab, G6pc, G6pdx, Gaa, Galc, B4galnt1, Galnt1, Galnt4, Galt, Gamt, Gapdh, Gart, Gba, Gch1, Gcnt2, Gda, Gfpt1, Gfpt2, Ggps1, B4galt1, Gclc, Gclm, Galk1, Glul, Gls, Glud1, Got1, Got2, Gpaa1, Gpam, Gpi1, Pigq, Gss, Gstz1, Guk1, Gys1, Hadh, Hsd17b10, Hal, Hao1, Hdc, Hexa, Hexb, Hgd, Hk1, Hk2, Hmbs, Hmgcl, Hmgcr, Hmgcs2, Hmox1, Hmox2, Hpse, Hpd, Lipc, Hprt, Hsd11b1, Hsd17b2, Hsd17b4, Hsd17b7, Hsd3b5, Ndst1, Hyal1, Hyal2, Idh1, Idh3g, Ids, Idua, Inpp1, Inpp5b, Stt3a, Itpa, Khk, Lama3, Lama5, Anpep, Ldha, Ldhb, Lipg, Lss, Lta4h, Ltc4s, Alad, Cyp4f13, Idh3b, Mtmr4, Acot8, Acer1, Amacr, Acot2, Galnt10, Acot3, Acot4, Man1a, Man1a2, Nme7, Man2a1, Rdh11, Mgat1, Minpp1, Ndst2, Mocs2, Me1, Mdh2, Mdh1, Mthfr, Mtm1, Mut, Mvk, Ndufa2, Ndufa4, Ndufs4, Ndufv1, Nfs1, Nme1, Nme2, Nnmt, Nnt, Nos3, Nsdhl, Oat, Odc1, Ogdh, Otc, P4ha1, P4ha2, Pafah1b1, Pafah1b2, Pafah1b3, Pah, Pck1, Pcx, Pdha1, Enpp1, Pemt, Pfkl, Pfkm, Pgam1, Pgk1, Pigf, Pik3c2a, Pip5k1c, Pip5k1a, Pklr, Pla2g1b, Pla2g4a, Plcb1, Plcb2, Plcb3, Plcb4, Plcd1, Plcg1, Pld1, Pld2, Pld3, Pnp, Pola1, Pola2, Pold1, Pold2, Polg, Ppox, Inpp5k, Ppt1, Prim1, Prim2, Prodh, Prps1, Pipox, Ptdss1, Mvd, Sardh, Nadk, Ptgs1, Pts, Rdh16, Rev3l, Rgn, Rpia, Rpn2, Polr1c, Polr1b, Polr1d, Polr1a, Polr2a, Polr2c, Polr2j, Rrm1, Rrm2, Dhrs3, Acsm3, Sat1, Scp2, Sord, Sgpl1, Shmt1, St6gal1, St3gal3, St3gal1, St3gal4, St3gal2, St6galnac4, St3gal5, Smpd1, Smpd2, Sms, Spr, Sephs2, Sptlc2, Sqle, Galnt6, Alg11, Srm, Alg1, Sgms1, Alg3, Akr1d1, Sucla2, Suclg2, Ido2, Synj2, Lpcat1, Pank3, Suox, Pla2g4b, Ado, Inpp5a, Aldh4a1, Chpt1, Dse, Taldo1, Etnk2, Aldh5a1, Pdxk, Gls2, Ugp2, Xylt2, Nags, Mgat2, Coq6, Pomt2, Itpk1, Gmds, B4galt7, Atp6v0a2, Tk1, Tkt, Polr3a, Chdh, Mtmr6, Dtymk, Tpi1, Tst, Tsta3, Cmpk2, Tyms, Ugcg, Ugdh, Ugt2b5, Uck1, Umps, Uox, Upp1, Uqcrq, Uqcrc1, Urod, Uros, Mcat, Alg12, Pi4ka, Xdh, Lclat1, Pik3c3, Pla2g16, Ndufs8, Cyp2c70, Cox15, Nmnat2, Ndufs2, Hibch, Ndufs1, Cps1, Dgkd, Man1b1, Uap1l1, Dolk, Atp5g3, Agps, Pigu, Gmps, Ahcyl1, Coq3, Ndufb6, Gba2, Aldob, Acer2, Pigv, Man1c1, Galnt11, Hadhb, Ppat, Ugt2b36, Sds, Mat2a, Cyp26b1, Gys2, Mgam, Itpkc, Blvrb, Csgalnact1, Inpp4b, Tat, Plcg2, Sc5d, Dlat, Glyctk, Acaa1b, Pfas, Phospho1, Aoc2, Hexdc, Bpnt1, Mtr, Impdh1, Impdh2, Aadat, Mgll, Nt5e, Papss1, Papss2, Pik3c2b, Pgap1, Dhrs9, Impad1, Ugt2b35, Uroc1, Fkrp, Cyp2r1, Polr2h, Fktn, Mpst, Csad, Sdsl, Aldh1a7, Btd, Gnpda1, Slc27a5, Gphn, Sptlc1, Gulo, Adh4, B3galt1, B3galt2, Agxt2, Abat, Acot1, Inpp4a, Mgat4a, Mecr, Ahcy, Pank4, Chsy1, Idh2, Gcdh, Lpcat2, Sgsh, Asns, Tcirg1, Mthfd1l, Galnt13, Pla2g7, Acsm5, Gyg, Srr, Dguok, Ptdss2, Hsd17b6, Pdhx, Naglu, Atp5l, Pigs, Cyp4a12a, B3gat2, Twistnb, Atp5o, Agpat3, Dhrs4, Tpk1, Pmm1, Aass, Galm, Flad1, Glt28d2, Itpkb, Alg6, Ocrl, Pisd, Pigl, Prps1l3, Pigk, Gmppb, Uprt, Cox6b2, Dgkh, Alg10b, Alg8, Rrm2b, Gatc, Ugt1a1, Cyp2c54, Ndufs6, Ndufa4l2, Cyp2c68, Acsl5, Nt5c, Polg2, Acsl4, Gne, Scly, Galns, St6galnac6, Ctps, Coq5, Hgsnat, Agpat5, Acaa2, Cdipt, Mtmr1, Pla2g6, Fut8, B3gnt2, Pmm2, B3galt4, Nme6, Rfk, Ppt2, Ndufa1, Atp6ap1, Asah2, Hpgds, St3gal6, Extl3, Ctps2, Agpat1, Impa1, Dgke, Nagk, Pigp, Prodh2, Hsd17b12, Ptges3, Ivd, Apip, B4galt4, B4galt6, Cyp3a25, Pfkp, Suclg1, Sphk2, Mlycd, Tdo2, Alg2, Mocs1, Dhodh, Aldh9a1, Aldh1a3, B4galt3, Mogs, Atp5j2, Tk2, Extl2, Hibadh, Pole3, Nampt, C1galt1c1, Ndufs5, Acss2, Cyp4f14, Polr1e, Inpp5e, Dpys, Lpin2, Lpin3, Bhmt2, Atp5d, Ndufb5, Sdhc, Cndp2, Ndufa3, Ndufa9, Znrd1, Cox7b, Atp6v1f, Uqcr10, Pgls, Pycrl, Ndufb9, Atp6v1g2, Alg5, Pigyl, Atp6v1g1, Atp6v1c1, Pla2g12a, Ndufc1, Ndufa12, Ndufa7, Polr2e, Dctpp1, Cyc1, Nmnat1, Polr2l, Ndufb3, Ntpcr, Uqcrh, Crls1, Cmpk1, Uqcr11, Cyp4a31, Rpe, Pgm1, Uqcrfs1, Pnp2, Alg14, Ppcdc, Pnpla2, Acadsb, Mtap, Pccb, Ndufb7, Sdhd, Sdha, Acad8, Trit1, Pole4, Lap3, Uqcrc2, Polr3k, Paics, Polr3d, Pi4k2b, Pgp, Gatm, Atp5e, Ndufa6, Ndufa13, Mboat2, Ndufb8, Ndufa10, Pigc, Qprt, Ears2, Hoga1, Polr3g, Agpat2, Uqcrb, Pigm, Alg13, Sdhb, Aldh3b1, Polr2g, Dgat2, Idh3a, Akr1b10, Enoph1, Mri1, Dcxr, Uxs1, Atp5g2, Pold3, Gnpda2, Nudt12, Hyi, Ndufb4, Ndufc2, Ndufb2, Ndufa5, Agpat4, Pdhb, Pomgnt1, Stt3b, Ndufb10, Ndufs3, Ndufa8, G6pc3, Uckl1, Dpm3, Pmvk, Cryl1, Fahd1, Pcyt2, Acss1, Ak8, Pycr2, Gmppa, Sat2, Polr2d, Cmbl, Ipmk, Cad, Pold4, Bdh2, Cox11, Polr2f, Polr3gl, Ndufa11, Cyp2c66, Polr2i, Agk, Degs2, Ndufab1, Cox10, Polr3f, Polr3b, Kdsr, Kynu, Trak2, Afmid, Atp5h, Galnt14, Aox3, Coasy, Amdhd1, Ugt2b1, Tha1, Csl, Coq2, Mccc1, Cyp4f18, Pigx, Ugt2a3, Adpgk, Pgm2, Cda, B3gnt3, Plcd3, Aldh1b1, B3gat3, Ndufv2, Tm7sf2, Phospho2, Mcee, Atp6v1d, Nmnat3, Dmgdh, Ehhadh, Gbe1, Acsl3, Chpf, Gale, Mtmr3, Ahcyl2, Polr3c, Sgms2, Pank2, Pgs1, Cyp2j9, Pck2, Dhcr24, Etnk1, Ndufs7, Fpgt, Gns, Ippk, Pank1, Ispd, Agmat, Ganc, Grhpr, Atp6v0e2, Gpt, Qrsl1, Upp2, Nt5c2, Mtmr2, Agl, Smpd4, Mmab, Mccc2, Cox7b2, Ndufv3, Csgalnact2, Nadsyn1, Dlst, Pigt, Nme3, Lias, Tusc3, Acox3, Uck2, Sacm1l, Pi4k2a, Glce, Acox2, Echs1, Nans, C1galt1, Ugt1a6a, Ptges2, Hadha, Mtmr14, Qars, B3galnt2, Kmo, Rdh10, Lpcat4, Pomt1, Dpyd, Cept1"
"mRNA surveillance pathway",0,0,0,93,73,"Smg6, Pelo, Cstf2, Gspt1, Magoh, Msi1, Pabpc1, Papola, Pnn, Ppp1ca, Ppp1cb, Ppp1cc, Ppp2ca, Ppp2cb, Casc3, Eif4a3, Upf1, Rnps1, Sap18, Papolg, Ppp2r5d, Etf1, Ppp2r5b, Smg7, Ppp2r5a, Cstf3, Smg5, Pabpc4, Smg1, Ppp2r3a, Nxt2, Rngtt, Pabpc4l, Cpsf7, Ppp2r5c, Ppp2r5e, Upf2, Cpsf6, Ncbp1, Cpsf2, Ppp2r1a, Srrm1, Ppp2r2d, Nxf1, Ddx39b, Cpsf4, Pabpn1, Cpsf3, Acin1, Hbs1l, Nxt1, Ppp2r3c, Rbm8a, Magohb, Fip1l1, Upf3a, Cstf1, Rnmt, Ncbp2, Upf3b, Sympk, Nudt21, Ssu72, Dazap1, Ppp2r2a, Ppp2r1b, Wdr33, Pcf11, Msi2, Wdr82, Cstf2t, Cpsf1, Clp1"
"Sphingolipid signaling pathway",0,0,0,121,92,"Raf1, Adora1, Akt1, Akt2, Rhoa, Asah1, Bax, Bcl2, Bid, Ctsd, Degs1, S1pr1, S1pr3, Fcer1g, Fyn, Gab2, Gna12, Gna13, Gnai1, Gnai2, Gnai3, Gnaq, S1pr2, Kras, Acer1, Abcc1, Nfkb1, Nos3, Nras, Nsmaf, Pdpk1, Pik3ca, Pik3cd, Pik3r1, Pik3r2, Pik3r3, Prkcb, Prkce, Plcb1, Plcb2, Plcb3, Plcb4, Pld1, Pld2, Ppp2ca, Ppp2cb, Mapk11, Pten, Rac1, Rac2, Rela, Rock1, Rock2, Sgpl1, Smpd1, Smpd2, Sptlc2, Sgms1, Ppp2r5d, Tnfrsf1a, Traf2, Trp53, Ppp2r5b, Ppp2r5a, Acer2, Ppp2r3a, Akt3, Map2k1, Map2k2, Map3k5, Mapk1, Mapk10, Mapk14, Mapk3, Mapk8, Mapk9, Sptlc1, Ppp2r5c, Ppp2r5e, Mapk12, Ppp2r1a, Ppp2r2d, Asah2, Sphk2, Ppp2r3c, Degs2, Tradd, Ppp2r2a, Ppp2r1b, Sgms2, Pik3cb, Sgpp1"
"PI3K-Akt signaling pathway",0,0,0,342,229,"Itga9, Pik3r6, Prkaa1, Prkaa2, Pkn2, Itga1, Raf1, Angpt2, Akt1, Akt2, Atf2, Atf4, Bad, Bcl2, Bcl2l1, Bcl2l11, Casp9, Ccnd1, Ccnd2, Ccnd3, Ccne1, Ccne2, Cd19, Cdc37, Cdk2, Cdk4, Cdk6, Cdkn1a, Cdkn1b, Chuk, Col4a1, Col4a2, Col4a3, Col6a1, Col6a2, Col6a3, Col1a1, Col1a2, Creb1, Creb3, Atf6b, Csf1, Csf1r, Csf3r, Efna1, Egfr, Eif4e, Eif4ebp1, Epha2, Epor, F2r, Ptk2, Fasl, Fgf1, Fgf11, Fgf14, Fgfr1, Fgfr2, Fgfr3, Flt1, Flt4, Fn1, G6pc, Ghr, Gnb1, Gnb2, Gnb4, Gnb5, Gng10, Gng12, Gng2, Gng5, Gngt2, Lpar1, Grb2, Gys1, Hgf, Nr4a1, Hsp90ab1, Hsp90aa1, Ifnar1, Ifnar2, Igf1, Igf1r, Ikbkb, Ikbkg, Il2ra, Il2rb, Il2rg, Il3ra, Il4, Il4ra, Il6ra, Il7r, Insr, Irs1, Itga2, Itga2b, Itga3, Itga4, Itga5, Itga6, Itgav, Itgb1, Itgb3, Itgb5, Itgb7, Jak1, Jak2, Jak3, Kit, Kras, Lama3, Lama4, Lama5, Lamb1, Lamb2, Lamb3, Sgk3, Mcl1, Mdm2, Met, Kitl, Mtcp1, Myc, Nfkb1, Nos3, Nras, Osmr, Pck1, Pdgfa, Pdgfb, Pdgfra, Pdgfrb, Pdpk1, Pik3ca, Pik3cd, Pik3r1, Pik3r2, Pik3r3, Ppp2ca, Ppp2cb, Prlr, Pten, Itgb4, Rac1, Rbl2, Rela, Reln, Rheb, Rps6, Rxra, Sgk1, Sos1, Sos2, Creb3l2, Creb3l3, Stk11, Itga10, Tek, Ppp2r5d, Thbs2, Tlr4, Tnr, Hsp90b1, Trp53, Tsc2, Vegfa, Vegfb, Vegfc, Vtn, Vwf, Ppp2r5b, Ywhae, Ywhag, Ywhah, Ywhaq, Ywhaz, Lamc1, Ppp2r5a, Gys2, Ppp2r3a, Akt3, Tlr2, Itga8, Phlpp2, Pkn3, Map2k1, Map2k2, Mapk1, Mapk3, Creb3l1, Ppp2r5c, Ppp2r5e, Eif4e2, Sgk2, Pik3cg, Itga11, Pik3r5, Pkn1, Ppp2r1a, Ppp2r2d, Lpar2, Ywhab, Foxo3, Gsk3b, Mlst8, Mtor, Rps6kb2, Ppp2r3c, Tsc1, Gng11, Lpar6, G6pc3, Pdgfd, Ppp2r2a, Rps6kb1, Ppp2r1b, Crtc2, Rptor, Pck2, Ddit4, Pik3cb, Eif4b, Them4, Lpar4, Tnxb, Pik3ap1, Phlpp1"
"AMPK signaling pathway",0,0,0,125,102,"Acacb, Prkaa1, Acaca, Prkaa2, Prkab2, Prkag2, Adra1a, Akt1, Akt2, Cab39, Ccna2, Ccnd1, Cd36, Cpt1a, Cpt1b, Creb1, Creb3, Eef2, Eef2k, Eif4ebp1, Fasn, Fbp1, G6pc, Gys1, Hmgcr, Hnf4a, Elavl1, Igf1, Igf1r, Insr, Irs1, Lepr, Lipe, Pfkfb3, Rab8a, Pck1, Pdpk1, Pfkfb2, Pfkl, Pfkm, Pik3ca, Pik3cd, Pik3r1, Pik3r2, Pik3r3, Pparg, Ppargc1a, Ppp2ca, Ppp2cb, Prkab1, Prkag1, Rab10, Rab11b, Rheb, Scd1, Scd2, Camkk2, Srebf1, Creb3l2, Creb3l3, Stk11, Ppp2r5d, Tsc2, Ulk1, Ppp2r5b, Ppp2r5a, Stradb, Gys2, Ppp2r3a, Akt3, Map3k7, Creb3l1, Ppp2r5c, Ppp2r5e, Irs2, Ppp2r1a, Ppp2r2d, Pfkp, Foxo1, Foxo3, Mlycd, Mtor, Tbc1d1, Rps6kb2, Rab2a, Ppp2r3c, Tsc1, Akt1s1, Rab14, G6pc3, Adipor2, Cab39l, Ppp2r2a, Strada, Rps6kb1, Adipor1, Ppp2r1b, Crtc2, Rptor, Pck2, Pik3cb, Sirt1"
"RNA transport",0,0,0,166,134,"Nup107, Xpo1, Thoc5, Pom121, Eif2b3, Eif4ebp3, Tpr, Sec13, Elac1, Tgs1, Pop5, Clns1a, Eef1a1, Eif1a, Eif2s1, Eif2b4, Eif3a, Eif4a1, Eif4a2, Eif4e, Eif4ebp1, Eif4ebp2, Eif4g2, Fmr1, Fxr1, Kpnb1, Eif3e, Nup155, Sumo2, Magoh, Nup50, Nup62, Pabpc1, Pnn, Nup88, Casc3, Eif4a3, Ran, Ranbp2, Rangap1, Upf1, Rnps1, Sap18, Cyfip1, Smn1, Sumo3, Eif4g1, Strap, Eif1, Eif2b1, Tacc3, Gemin5, Eif2b2, Eif5, Nup153, Paip1, Ube2i, Sumo1, Aaas, Eif2b5, Thoc1, Eif5b, Rpp38, Nup188, Nup214, Pabpc4, Eif4g3, Nupl2, Nup133, Nxt2, Gemin8, Fxr2, Pabpc4l, Eif2s3x, Eif2s3y, Nup54, Eif4e2, Nup98, Prmt5, Gemin4, Eif3b, Upf2, Thoc2, Ncbp1, Nup85, Srrm1, Nxf1, Eif3g, Ddx39b, Ddx20, Rpp30, Nup210, Eif3i, Eif3d, Acin1, Eif3c, Nxt1, Phax, Nup160, Rbm8a, Snupn, Eif3f, Pop4, Thoc7, Eif1ax, Magohb, Rae1, Upf3a, Rpp14, Eif2s2, Rpp21, Pop1, Ncbp2, Upf3b, Eif3h, Elac2, Eif1b, Nup35, Gemin7, Nup37, Nup43, Trnt1, Nup205, Nup93, Nupl1, Seh1l, Xpo5, Xpot, Thoc3, Pop7, Eif4b, Senp2, Cyfip2, Nmd3"
"EGFR tyrosine kinase inhibitor resistance",0,0,0,79,63,"Braf, Raf1, Akt1, Akt2, Araf, Bad, Bax, Bcl2, Bcl2l1, Bcl2l11, Egfr, Eif4e, Eif4ebp1, Erbb2, Erbb3, Fgfr2, Fgfr3, Gab1, Gas6, Grb2, Hgf, Igf1, Igf1r, Il6ra, Jak1, Jak2, Kras, Met, Nf1, Nras, Pdgfa, Pdgfb, Pdgfra, Pdgfrb, Pik3ca, Pik3cd, Pik3r1, Pik3r2, Pik3r3, Prkcb, Plcg1, Pten, Rps6, Shc1, Sos1, Sos2, Stat3, Vegfa, Plcg2, Akt3, Axl, Map2k1, Map2k2, Mapk1, Mapk3, Eif4e2, Foxo3, Gsk3b, Mtor, Rps6kb2, Pdgfd, Rps6kb1, Pik3cb"
