"Pathway","pVal","pValFDR","pValBonferroni","Genes","HitGenes","HitGeneNames"
"Cytokine-cytokine receptor interaction",0,0,0,263,9,"EPOR, AMHR2, XCR1, IFNA16, IL1R1, IL5, NGFR, IL17RC, TNFRSF8"
"NF-kappa B signaling pathway",0,0,0,92,7,"BLNK, BIRC2, ICAM1, IL1R1, LCK, BCL2, ZAP70"
"Natural killer cell mediated cytotoxicity",0,0,0.001,125,6,"PTK2B, ICAM1, IFNA16, LCK, SHC4, ZAP70"
"Th1 and Th2 cell differentiation",0,0.001,0.003,90,5,"FOS, IL5, LCK, ZAP70, CD4"
"T cell receptor signaling pathway",0,0.001,0.005,100,5,"FOS, IL5, LCK, ZAP70, CD4"
"Th17 cell differentiation",0,0.001,0.007,105,5,"FOS, IL1R1, LCK, ZAP70, CD4"
"Apoptosis - multiple species",0,0.006,0.041,31,3,"BIRC2, NGFR, BCL2"
"Hematopoietic cell lineage",0,0.008,0.066,91,4,"EPOR, IL1R1, IL5, CD4"
"Osteoclast differentiation",0.001,0.025,0.222,125,4,"FOS, BLNK, IL1R1, LCK"
"Jak-STAT signaling pathway",0.002,0.046,0.46,152,4,"EPOR, IFNA16, IL5, BCL2"
"IL-17 signaling pathway",0.004,0.089,0.975,91,3,"FOS, IL5, IL17RC"
"Endocrine resistance",0.004,0.092,1,95,3,"FOS, SHC4, BCL2"
"Toll-like receptor signaling pathway",0.005,0.096,1,102,3,"FOS, IFNA16, CD86"
"RNA polymerase",0.005,0.096,1,31,2,"TWISTNB, POLR3K"
"PI3K-Akt signaling pathway",0.006,0.097,1,337,5,"EFNA5, EPOR, IFNA16, NGFR, BCL2"
"TNF signaling pathway",0.006,0.098,1,108,3,"FOS, BIRC2, ICAM1"
"Ras signaling pathway",0.007,0.104,1,221,4,"EFNA5, SHC4, NGFR, ZAP70"
"Neurotrophin signaling pathway",0.008,0.112,1,118,3,"SHC4, NGFR, BCL2"
"Intestinal immune network for IgA production",0.011,0.144,1,45,2,"IL5, CD86"
"Cell adhesion molecules (CAMs)",0.012,0.144,1,137,3,"ICAM1, CD4, CD86"
"Apoptosis",0.012,0.144,1,135,3,"FOS, BIRC2, BCL2"
"Necroptosis",0.019,0.209,1,162,3,"BIRC2, IFNA16, BCL2"
"NOD-like receptor signaling pathway",0.02,0.209,1,164,3,"BIRC2, IFNA16, BCL2"
"Cytosolic DNA-sensing pathway",0.02,0.209,1,62,2,"IFNA16, POLR3K"
"Chemokine signaling pathway",0.025,0.235,1,181,3,"PTK2B, XCR1, SHC4"
"B cell receptor signaling pathway",0.025,0.235,1,70,2,"FOS, BLNK"
"Prolactin signaling pathway",0.025,0.235,1,70,2,"FOS, SHC4"
"Platinum drug resistance",0.027,0.244,1,73,2,"BIRC2, BCL2"
"Focal adhesion",0.031,0.263,1,196,3,"BIRC2, SHC4, BCL2"
"EGFR tyrosine kinase inhibitor resistance",0.032,0.263,1,79,2,"SHC4, BCL2"
"AGE-RAGE signaling pathway in diabetic complications",0.046,0.365,1,97,2,"ICAM1, BCL2"
"Estrogen signaling pathway",0.047,0.365,1,98,2,"FOS, SHC4"
"Pyrimidine metabolism",0.05,0.374,1,101,2,"TWISTNB, POLR3K"
"Leukocyte transendothelial migration",0.058,0.423,1,110,2,"PTK2B, ICAM1"
"Cholinergic synapse",0.06,0.424,1,112,2,"FOS, BCL2"
"Relaxin signaling pathway",0.076,0.528,1,129,2,"FOS, SHC4"
"Phospholipase D signaling pathway",0.088,0.592,1,140,2,"PTK2B, SHC4"
"Purine metabolism",0.122,0.798,1,170,2,"TWISTNB, POLR3K"
"Type I diabetes mellitus",0.137,0.872,1,41,1,"CD86"
"Hedgehog signaling pathway",0.146,0.908,1,44,1,"BCL2"
"Rap1 signaling pathway",0.167,1,1,207,2,"EFNA5, NGFR"
"Fc epsilon RI signaling pathway",0.211,1,1,66,1,"IL5"
"RIG-I-like receptor signaling pathway",0.217,1,1,68,1,"IFNA16"
"Antigen processing and presentation",0.217,1,1,68,1,"CD4"
"MAPK signaling pathway",0.227,1,1,253,2,"FOS, IL1R1"
"TGF-beta signaling pathway",0.258,1,1,83,1,"AMHR2"
"ErbB signaling pathway",0.261,1,1,84,1,"SHC4"
"GnRH signaling pathway",0.279,1,1,91,1,"PTK2B"
"Inflammatory mediator regulation of TRP channels",0.292,1,1,96,1,"IL1R1"
"Circadian entrainment",0.292,1,1,96,1,"FOS"
"HIF-1 signaling pathway",0.295,1,1,97,1,"BCL2"
"Sphingolipid signaling pathway",0.342,1,1,116,1,"BCL2"
"Autophagy - animal",0.358,1,1,123,1,"BCL2"
"Dopaminergic synapse",0.37,1,1,128,1,"FOS"
"Ubiquitin mediated proteolysis",0.383,1,1,134,1,"BIRC2"
"Insulin signaling pathway",0.392,1,1,138,1,"SHC4"
"Adrenergic signaling in cardiomyocytes",0.401,1,1,142,1,"BCL2"
"Oxytocin signaling pathway",0.42,1,1,151,1,"FOS"
"Hippo signaling pathway",0.42,1,1,151,1,"BIRC2"
"Protein processing in endoplasmic reticulum",0.437,1,1,159,1,"BCL2"
"Axon guidance",0.463,1,1,172,1,"EFNA5"
"Calcium signaling pathway",0.479,1,1,180,1,"PTK2B"
"cAMP signaling pathway",0.51,1,1,197,1,"FOS"
"Metabolic pathways",0.947,1,1,1212,2,"TWISTNB, POLR3K"
"Caffeine metabolism",1,1,1,5,0,""
"Drug metabolism - other enzymes",1,1,1,39,0,""
"cGMP-PKG signaling pathway",1,1,1,161,0,""
"FoxO signaling pathway",1,1,1,130,0,""
"mTOR signaling pathway",1,1,1,150,0,""
"AMPK signaling pathway",1,1,1,118,0,""
"Longevity regulating pathway",1,1,1,88,0,""
"Longevity regulating pathway - multiple species",1,1,1,62,0,""
"Cellular senescence",1,1,1,155,0,""
"VEGF signaling pathway",1,1,1,58,0,""
"Apelin signaling pathway",1,1,1,135,0,""
"Signaling pathways regulating pluripotency of stem cells",1,1,1,139,0,""
"Platelet activation",1,1,1,122,0,""
"Fc gamma R-mediated phagocytosis",1,1,1,87,0,""
"Progesterone-mediated oocyte maturation",1,1,1,94,0,""
"Thyroid hormone signaling pathway",1,1,1,116,0,""
"Adipocytokine signaling pathway",1,1,1,69,0,""
"Glucagon signaling pathway",1,1,1,100,0,""
"Regulation of lipolysis in adipocytes",1,1,1,54,0,""
"Insulin resistance",1,1,1,106,0,""
"Non-alcoholic fatty liver disease (NAFLD)",1,1,1,144,0,""
"Carbohydrate digestion and absorption",1,1,1,43,0,""
"Primary bile acid biosynthesis",1,1,1,17,0,""
"Peroxisome",1,1,1,83,0,""
"Amino sugar and nucleotide sugar metabolism",1,1,1,47,0,""
"Protein digestion and absorption",1,1,1,88,0,""
"RNA transport",1,1,1,161,0,""
"Tight junction",1,1,1,167,0,""
"Glycerophospholipid metabolism",1,1,1,87,0,""
"Ether lipid metabolism",1,1,1,39,0,""
"Arachidonic acid metabolism",1,1,1,60,0,""
"Linoleic acid metabolism",1,1,1,27,0,""
"alpha-Linolenic acid metabolism",1,1,1,23,0,""
"Vascular smooth muscle contraction",1,1,1,119,0,""
"Glutamatergic synapse",1,1,1,109,0,""
"Serotonergic synapse",1,1,1,111,0,""
