"Pathway","pVal","pValFDR","pValBonferroni","Genes","HitGenes","HitGeneNames"
"NF-kappa B signaling pathway",0,0.007,0.008,92,7,"BLNK, BIRC2, ICAM1, IL1R1, LCK, BCL2, ZAP70"
"Cell adhesion molecules (CAMs)",0,0.007,0.015,137,8,"CLDN4, ICAM1, ITGB1, NCAM1, CLDN25, CLDN2, CD4, CD86"
"Platinum drug resistance",0,0.007,0.021,73,6,"ERCC1, GSTA5, BIRC2, MDM2, BAX, BCL2"
"Neurotrophin signaling pathway",0,0.01,0.041,118,7,"SHC4, MATK, NGFR, BAX, BCL2, BDNF, CALML4"
"Apoptosis - multiple species",0,0.012,0.06,31,4,"BIRC2, NGFR, BAX, BCL2"
"Ras signaling pathway",0,0.014,0.082,221,9,"EFNA5, GNB3, GRIN1, SHC4, NGFR, ZAP70, FGF23, RASAL1, CALML4"
"Apoptosis",0,0.014,0.095,135,7,"ENDOG, FOS, BIRC2, BAX, BCL2, TUBA4A, TUBA1A"
"T cell receptor signaling pathway",0,0.015,0.117,100,6,"MAP3K8, FOS, IL5, LCK, ZAP70, CD4"
"Leukocyte transendothelial migration",0.001,0.022,0.194,110,6,"CLDN4, PTK2B, ICAM1, ITGB1, CLDN25, CLDN2"
"Cytokine-cytokine receptor interaction",0.001,0.029,0.29,263,9,"EPOR, AMHR2, XCR1, IFNA16, IL1R1, IL5, NGFR, IL17RC, TNFRSF8"
"Osteoclast differentiation",0.002,0.032,0.378,125,6,"LILRB4, SIRPA, FOS, BLNK, IL1R1, LCK"
"Natural killer cell mediated cytotoxicity",0.002,0.032,0.378,125,6,"PTK2B, ICAM1, IFNA16, LCK, SHC4, ZAP70"
"PI3K-Akt signaling pathway",0.002,0.035,0.45,337,10,"COL6A2, EFNA5, EPOR, GNB3, IFNA16, ITGB1, MDM2, NGFR, BCL2, FGF23"
"Th1 and Th2 cell differentiation",0.002,0.035,0.502,90,5,"FOS, IL5, LCK, ZAP70, CD4"
"Hematopoietic cell lineage",0.002,0.035,0.527,91,5,"EPOR, IL1R1, IL5, CD4, CD9"
"Endocrine resistance",0.003,0.04,0.637,95,5,"FOS, SHC4, MDM2, BAX, BCL2"
"Th17 cell differentiation",0.004,0.056,0.983,105,5,"FOS, IL1R1, LCK, ZAP70, CD4"
"Jak-STAT signaling pathway",0.004,0.056,1,152,6,"EP300, EPOR, IFNA16, IL5, PTPN2, BCL2"
"Tight junction",0.006,0.084,1,167,6,"CLDN4, ITGB1, CLDN25, TUBA4A, TUBA1A, CLDN2"
"EGFR tyrosine kinase inhibitor resistance",0.008,0.1,1,79,4,"NRG1, SHC4, BAX, BCL2"
"cAMP signaling pathway",0.014,0.165,1,197,6,"EP300, FOS, GRIN1, ACOX1, BDNF, CALML4"
"AGE-RAGE signaling pathway in diabetic complications",0.016,0.175,1,97,4,"ICAM1, NOX4, BAX, BCL2"
"Circadian entrainment",0.016,0.175,1,96,4,"FOS, GNB3, GRIN1, CALML4"
"Rap1 signaling pathway",0.017,0.18,1,207,6,"EFNA5, GRIN1, ITGB1, NGFR, FGF23, CALML4"
"Toll-like receptor signaling pathway",0.019,0.19,1,102,4,"MAP3K8, FOS, IFNA16, CD86"
"TNF signaling pathway",0.023,0.213,1,108,4,"MAP3K8, FOS, BIRC2, ICAM1"
"Necroptosis",0.023,0.213,1,162,5,"H2AFX, BIRC2, IFNA16, BAX, BCL2"
"NOD-like receptor signaling pathway",0.024,0.215,1,164,5,"NLRP7, BIRC2, IFNA16, BCL2, TRIP6"
"Long-term potentiation",0.03,0.254,1,67,3,"EP300, GRIN1, CALML4"
"Prolactin signaling pathway",0.033,0.275,1,70,3,"FOS, GCK, SHC4"
"RNA polymerase",0.039,0.309,1,31,2,"TWISTNB, POLR3K"
"Focal adhesion",0.047,0.362,1,196,5,"COL6A2, BIRC2, ITGB1, SHC4, BCL2"
"ECM-receptor interaction",0.049,0.362,1,82,3,"COL6A2, ITGB1, AGRN"
"Neomycin, kanamycin and gentamicin biosynthesis",0.049,0.362,1,5,1,"GCK"
"IL-17 signaling pathway",0.063,0.441,1,91,3,"FOS, IL5, IL17RC"
"Type I diabetes mellitus",0.064,0.441,1,41,2,"HSPD1, CD86"
"Intestinal immune network for IgA production",0.075,0.495,1,45,2,"IL5, CD86"
"Estrogen signaling pathway",0.076,0.495,1,98,3,"FOS, SHC4, CALML4"
"Glucagon signaling pathway",0.079,0.505,1,100,3,"EP300, GCK, CALML4"
"Pyrimidine metabolism",0.081,0.505,1,101,3,"TWISTNB, POLR3K, CDA"
"Cholinergic synapse",0.103,0.624,1,112,3,"FOS, GNB3, BCL2"
"Chemokine signaling pathway",0.109,0.629,1,181,4,"PTK2B, GNB3, XCR1, SHC4"
"MAPK signaling pathway",0.11,0.629,1,253,5,"MAP3K8, FOS, IL1R1, BDNF, FGF23"
"Thyroid hormone signaling pathway",0.111,0.629,1,116,3,"EP300, MDM2, MED14"
"Cytosolic DNA-sensing pathway",0.129,0.712,1,62,2,"IFNA16, POLR3K"
"Dopaminergic synapse",0.138,0.739,1,128,3,"FOS, GNB3, CALML4"
"Relaxin signaling pathway",0.14,0.739,1,129,3,"FOS, GNB3, SHC4"
"p53 signaling pathway",0.142,0.739,1,66,2,"MDM2, BAX"
"Antigen processing and presentation",0.149,0.759,1,68,2,"CIITA, CD4"
"Apelin signaling pathway",0.154,0.764,1,135,3,"GNB3, MEF2D, CALML4"
