"Pathway","pVal","pValFDR","pValBonferroni","Genes","HitGenes","HitGeneNames"
"Endocytosis",0,0,0,238,61,"Arap3, Vps37c, Ap2a1, Arf1, Arf5, Rhoa, Capza1, Cdc42, Epn1, Acap3, Grk4, Grk5, H2-L, Il2ra, Il2rg, Kif5a, Kif5b, Rab8a, Pip5k1c, Pip5k1b, Pld1, Pld2, Cyth1, Rab10, Rab5b, Hspa1a, Src, Cblb, Arfgef1, Arrb2, Tgfbr1, Snx32, Sh3glb2, Zfyve9, Iqsec2, Ehd2, Git2, Snf8, Bin1, Zfyve27, Vps37b, Agap1, Pard6a, Pard6b, Smurf2, Chmp1b, Ccdc53, Rnf41, Arpc5, Chmp2a, Stambp, Ap2b1, Snx6, Mvb12b, Wasl, Rab11fip2, Rab11fip1, Arpc2, Chmp5, Rbsn, Arfgef2"
"Ribosome biogenesis in eukaryotes",0,0,0,75,26,"Mdn1, Utp15, Pwp2, Csnk2a1, Csnk2b, Eif6, Utp6, Utp18, Cirh1a, Heatr1, Nol6, Gnl2, Dkc1, Wdr3, Gnl3, 2610020H08Rik, Nop58, Nxt1, Pop4, Nob1, Mphosph10, Gar1, Utp14a, Wdr75, Rrp7a, Nat10"
"MAPK signaling pathway",0,0,0,211,49,"Akt1, Akt2, Cacnb1, Cdc42, Crk, Gadd45a, Egf, Elk1, Jun, Jund, Kras, Rac3, Mapkapk2, Mef2c, Nfatc3, Nfkb1, Nfkb2, Nras, Prkaca, Ppm1b, Ppp3ca, Ppp3cb, Ppp3r1, Mapk8ip1, Hspa1a, Rasgrp2, Rela, Rras, Sos1, Sos2, Arrb2, Tgfbr1, Rasa1, Tnf, Mapk7, Dusp5, Map2k7, Map3k11, Map3k2, Map3k7, Mapk14, Mapk8, Mapk8ip3, Cacna2d4, Stk3, Dusp10, Tab1, Dusp6, Dusp9"
"Ras signaling pathway",0,0,0,178,40,"Angpt1, Akt1, Akt2, Rhoa, Cdc42, Egf, Elk1, Flt1, Flt4, Gab1, Gnb1, Gnb5, Htr7, Kras, Rac3, Met, Kitl, Nfkb1, Nras, Pik3ca, Pik3r1, Prkaca, Pld1, Pld2, Rab5b, Rasgrp2, Rel, Rela, Rras, Sos1, Sos2, Rasa1, Tiam1, Ets1, Mapk8, Rasal3, Shoc2, Exoc2, Pak4, Brap"
"Autophagy - animal",0,0,0,122,42,"Atg14, Akt1, Akt2, Atg5, Bnip3, Rb1cc1, Dapk3, Hif1a, Kras, Mtmr4, Nras, Igbp1, Pdpk1, Pik3ca, Pik3r1, Prkaca, Ppp2ca, Rras, Camkk2, Stk11, Zfyve1, Pik3c3, Ambra1, Atg4d, Map3k7, Mapk8, Atg13, Rragd, Wipi1, Rragc, Becn1, Mlst8, Gabarapl1, Tsc1, Snap29, Stx17, Atg3, Atg101, Trp53inp2, Atg16l2, Atg7, Ern1"
"Cellular senescence",0,0,0,159,40,"Traf3ip2, Akt1, Akt2, Atm, Capn2, Ccna2, Ccnd2, Cdc25a, Gadd45a, E2f5, Foxm1, H2-L, Hus1, Il6, Itpr2, Kras, Mapkapk2, Nfatc3, Nfkb1, Nras, Pik3ca, Pik3r1, Ppp3ca, Ppp3cb, Ppp3r1, Rad1, Rad9a, Rb1, Rela, Rras, Mcu, Lin52, Tgfbr1, Vdac3, Ets1, Mapk14, Foxo1, Tsc1, Ppid, Sirt1"
"AMPK signaling pathway",0,0,0,108,30,"Prkab2, Akt1, Akt2, Cab39, Ccna2, Cpt1a, Creb3, Fasn, Lipe, Rab8a, Pdpk1, Pik3ca, Pik3r1, Ppp2ca, Prkab1, Prkag1, Rab10, Camkk2, Creb3l2, Stk11, Ppp2r5d, Stradb, Map3k7, Foxo1, Mlycd, Tsc1, Adipor2, Adipor1, Pck2, Sirt1"
"Mitophagy - animal",0,0,0,61,25,"Usp30, Atg5, Bnip3, Bnip3l, Csnk2a1, Csnk2b, Hif1a, Jun, Kras, Mitf, Cited2, Nras, Rela, Rras, Sp1, Src, Rhot2, Ambra1, Mapk8, Becn1, Gabarapl1, Rhot1, Fis1, Pink1, Optn"
"Longevity regulating pathway",0,0,0,81,28,"Prkab2, Adcy7, Akt1, Akt2, Atg5, Rb1cc1, Creb3, Kras, Nfkb1, Nras, Pik3ca, Pik3r1, Prkaca, Prkab1, Prkag1, Rela, Camkk2, Creb3l2, Stk11, Sesn2, Atg13, Foxo1, Tsc1, Atg101, Adipor2, Adipor1, Sesn3, Sirt1"
"FoxO signaling pathway",0,0,0,120,36,"Prkab2, Akt1, Akt2, Atm, Bnip3, Ccnd2, Ccng2, Cdkn1b, Cdkn2d, Plk3, Gadd45a, Egf, Il10, Il6, Il7r, Kras, Smad4, Nras, Pdpk1, Pik3ca, Pik3r1, Plk1, Prkab1, Prkag1, Sos1, Sos2, Stk11, Tgfbr1, Usp7, Mapk14, Mapk8, Foxo1, Gabarapl1, Setd7, Pck2, Sirt1"
"Neurotrophin signaling pathway",0,0,0,107,31,"Irak2, Akt1, Akt2, Rhoa, Cdc42, Crk, Gab1, Jun, Kras, Sh2b3, Zfp369, Mapkapk2, Nfkb1, Nras, Pdpk1, Pik3ca, Pik3r1, Arhgdia, Rela, Sh2b1, Sort1, Sos1, Sos2, Ywhae, Mapk7, Map2k7, Mapk14, Mapk8, Frs2, Zfp110, Prdm4"
"T cell receptor signaling pathway",0,0,0,94,30,"Akt1, Akt2, Rhoa, Cdc42, Dlg1, Il10, Jun, Kras, Lck, Nfatc3, Nfkb1, Nras, Pdcd1, Pdpk1, Pik3ca, Pik3r1, Ppp3ca, Ppp3cb, Ppp3r1, Ptprc, Rela, Sos1, Sos2, Cblb, Tnf, Malt1, Map2k7, Map3k7, Mapk14, Pak4"
"RNA polymerase",0,0,0,28,13,"Polr1b, Polr1a, Polr2c, Polr2h, Polr3e, Twistnb, Polr1e, Znrd1, Polr2e, Polr3k, Polr3d, Polr2d, Polr3h"
"Adipocytokine signaling pathway",0,0,0.001,59,19,"Prkab2, Npy, Akt1, Akt2, Cpt1a, Acsl1, Nfkb1, Prkab1, Prkag1, Rela, Rxrb, Camkk2, Stk11, Tnf, Tnfrsf1b, Mapk8, Adipor2, Adipor1, Pck2"
"Autophagy - other",0,0,0.001,31,13,"Atg5, Igbp1, Ppp2ca, Pik3c3, Atg4d, Atg13, Wipi1, Becn1, Mlst8, Gabarapl1, Atg3, Atg101, Atg7"
"Sphingolipid signaling pathway",0,0,0.002,107,27,"Akt1, Akt2, Rhoa, Fcer1g, S1pr2, Kras, Rac3, Nfkb1, Nras, Pdpk1, Pik3ca, Pik3r1, Pld1, Pld2, Ppp2ca, Rela, Rock2, Smpd2, Ppp2r5d, Tnf, Acer2, Cers6, Mapk14, Mapk8, Asah2, Cers4, Cers5"
"GnRH signaling pathway",0,0,0.004,75,21,"Adcy7, Cdc42, Elk1, Gna11, Itpr2, Jun, Kras, Mmp14, Mmp2, Nras, Prkaca, Pld1, Pld2, Sos1, Sos2, Src, Mapk7, Map2k7, Map3k2, Mapk14, Mapk8"
"B cell receptor signaling pathway",0,0,0.004,69,20,"Akt1, Akt2, Btk, Cd79b, Inpp5d, Jun, Kras, Rac3, Nfatc3, Nfkb1, Nras, Pik3ca, Pik3r1, Ppp3ca, Ppp3cb, Ppp3r1, Rela, Sos1, Sos2, Malt1"
"Chemokine signaling pathway",0,0,0.005,155,34,"Adcy7, Akt1, Akt2, Rhoa, Cdc42, Cxcr3, Ccr1, Ccr1l1, Ccr7, Crk, Elmo1, Gnb1, Gnb5, Grk4, Grk5, Kras, Nfkb1, Nras, Pik3ca, Pik3r1, Prkaca, Rasgrp2, Rela, Rock2, Ccl4, Ccl9, Sos1, Sos2, Src, Stat5b, Arrb2, Tiam1, Wasl, Cxcr6"
"Cell cycle",0,0,0.008,120,28,"Cdc20, Atm, Bub1b, Ccna2, Ccnd2, Cdc25a, Cdc7, Cdk7, Cdkn1b, Cdkn2c, Cdkn2d, Smc3, Gadd45a, E2f5, Smad4, Orc1, Orc2, Plk1, Prkdc, Rb1, Ywhae, Ywhag, Orc4, Orc5, Anapc5, Ccnh, Anapc10, Mad2l2"
"AGE-RAGE signaling pathway in diabetic complications",0,0.001,0.011,91,23,"Akt1, Akt2, Cdc42, Cdkn1b, Cybb, Edn1, Il6, Jun, Kras, Smad4, Mmp2, Nfkb1, Nras, Pik3ca, Pik3r1, Rela, Stat5b, Tgfbr1, Tnf, Mapk14, Mapk8, Foxo1, Plcd3"
"Endocrine resistance",0,0.001,0.013,86,22,"Adcy7, Akt1, Akt2, Cdkn1b, Cdkn2c, Jun, Kras, Mmp2, Ncoa3, Notch1, Nras, Pik3ca, Pik3r1, Prkaca, Med1, Rb1, Sos1, Sos2, Sp1, Src, Mapk14, Mapk8"
"Ubiquitin mediated proteolysis",0,0.001,0.019,132,29,"Ube3c, Fbxo4, Cdc20, Birc3, Xiap, Mgrn1, Cblb, Cdc34, Ube2m, Ube2l3, Uba1, Ube2g2, Ube2h, Uba6, Herc1, AA414768, Ube2z, Ube2k, Pias1, Anapc5, Ube2d3, Smurf2, Ube2r2, Rchy1, Trim37, Anapc10, Trim32, Syvn1, Cul4a"
"ErbB signaling pathway",0,0.001,0.022,77,20,"Akt1, Akt2, Cdkn1b, Crk, Egf, Elk1, Gab1, Jun, Kras, Nras, Pik3ca, Pik3r1, Sos1, Sos2, Src, Stat5b, Cblb, Map2k7, Mapk8, Pak4"
"Fc epsilon RI signaling pathway",0,0.001,0.023,60,17,"Akt1, Akt2, Btk, Fcer1g, Inpp5d, Kras, Rac3, Nras, Pdpk1, Pik3ca, Pik3r1, Sos1, Sos2, Tnf, Map2k7, Mapk14, Mapk8"
"Regulation of actin cytoskeleton",0,0.001,0.028,175,35,"Pip4k2b, Pip4k2c, Apc, Rhoa, Cdc42, Crk, Egf, Itga6, Itgb3, Kras, Limk2, Rac3, Myh9, Ppp1r12a, Nras, Pik3ca, Pik3r1, Pikfyve, Pip5k1c, Pip5k1b, Rock2, Rras, Sos1, Sos2, Src, Tiam1, Spata13, Iqgap1, Itgb8, Arhgef7, Arpc5, Arhgef12, Pak4, Wasl, Arpc2"
"PI3K-Akt signaling pathway",0,0.001,0.032,269,48,"Angpt1, Akt1, Akt2, Casp9, Ccnd2, Cdkn1b, Creb3, Csf3r, Egf, Flt1, Flt4, Gnb1, Gnb5, Lpar1, Ifnar2, Il2ra, Il2rg, Il3ra, Il6, Il7r, Itga6, Itgb3, Jak1, Kras, Met, Kitl, Mtcp1, Nfkb1, Nras, Osm, Pdpk1, Pik3ca, Pik3r1, Ppp2ca, Rela, Sos1, Sos2, Creb3l2, Stk11, Ppp2r5d, Ywhae, Ywhag, Pkn3, Pik3r5, Itgb8, Mlst8, Tsc1, Pck2"
"Prolactin signaling pathway",0,0.001,0.034,56,16,"Akt1, Akt2, Ccnd2, Kras, Nfkb1, Nras, Pik3ca, Pik3r1, Rela, Sos1, Sos2, Src, Stat5b, Mapk14, Mapk8, Socs5"
"Relaxin signaling pathway",0,0.002,0.053,113,25,"Adcy7, Akt1, Akt2, Creb3, Edn1, Gnb1, Gnb5, Jun, Kras, Mmp2, Nfkb1, Nras, Pik3ca, Pik3r1, Prkaca, Rela, Sos1, Sos2, Src, Creb3l2, Arrb2, Tgfbr1, Map2k7, Mapk14, Mapk8"
"Selenocompound metabolism",0,0.002,0.06,14,7,"Sephs1, Sephs2, Sepsecs, Mars2, Pstk, Txnrd3, Txnrd1"
"Oxytocin signaling pathway",0,0.003,0.093,117,25,"Prkab2, Adcy7, Rhoa, Cacnb1, Elk1, Itpr2, Jun, Kras, Mef2c, Ppp1r12a, Nfatc3, Nras, Prkaca, Ppp3ca, Ppp3cb, Ppp3r1, Prkab1, Prkag1, Rgs2, Rock2, Camkk2, Src, Mapk7, Cacna2d4, Pik3r5"
"Glucagon signaling pathway",0,0.003,0.095,85,20,"Smek2, Prkab2, Akt1, Akt2, Cpt1a, Creb3, Itpr2, Pde3b, Prkaca, Ppp3ca, Ppp3cb, Ppp3r1, Prkab1, Prkag1, Creb3l2, Ppp4c, Foxo1, Smek1, Pck2, Sirt1"
"VEGF signaling pathway",0,0.003,0.095,55,15,"Akt1, Akt2, Casp9, Cdc42, Kras, Rac3, Mapkapk2, Nras, Pik3ca, Pik3r1, Ppp3ca, Ppp3cb, Ppp3r1, Src, Mapk14"
"Longevity regulating pathway - multiple species",0,0.003,0.095,55,15,"Prkab2, Adcy7, Akt1, Akt2, Atg5, Kras, Nras, Pik3ca, Pik3r1, Prkaca, Prkab1, Prkag1, Hspa1a, Foxo1, Sirt1"
"Osteoclast differentiation",0,0.003,0.122,119,25,"Akt1, Akt2, Btk, Ifnar2, Itgb3, Jak1, Jun, Jund, Lck, Mitf, Nfkb1, Nfkb2, Pik3ca, Pik3r1, Ppp3ca, Ppp3cb, Ppp3r1, Rela, Tgfbr1, Tnf, Map2k7, Map3k7, Mapk14, Mapk8, Tab1"
"TNF signaling pathway",0.001,0.003,0.126,106,23,"Akt1, Akt2, Birc3, Bcl3, Creb3, Edn1, Fadd, Il6, Jun, Mmp14, Nfkb1, Pik3ca, Pik3r1, Rela, Creb3l2, Tnf, Tnfrsf1b, Traf3, Map2k7, Map3k7, Mapk14, Mapk8, Tab1"
"Phospholipase D signaling pathway",0.001,0.004,0.159,121,25,"Adcy7, Akt1, Akt2, Arf1, Rhoa, Egf, Fcer1g, Gab1, Lpar1, Kras, Kitl, Nras, Pik3ca, Pik3r1, Pip5k1c, Pip5k1b, Pld1, Pld2, Cyth1, Rras, Sos1, Sos2, Rapgef3, Pik3r5, Tsc1"
"Sphingolipid metabolism",0.001,0.005,0.202,36,11,"Gla, Galc, Neu1, Smpd2, Ugcg, Acer2, Cers6, Neu3, Asah2, Cers4, Cers5"
"Focal adhesion",0.001,0.005,0.208,172,32,"Akt1, Akt2, Birc3, Xiap, Rhoa, Arhgap5, Capn2, Ccnd2, Cdc42, Crk, Egf, Elk1, Flt1, Flt4, Ilk, Itga6, Itgb3, Jun, Rac3, Met, Ppp1r12a, Pdpk1, Pik3ca, Pik3r1, Pip5k1c, Rock2, Sos1, Sos2, Src, Mapk8, Itgb8, Pak4"
"cAMP signaling pathway",0.001,0.005,0.212,137,27,"Arap3, Npy, Adcy7, Akt1, Akt2, Rhoa, Creb3, Jun, Lipe, Rac3, Ppp1r12a, Nfkb1, Pde3b, Pde4b, Pik3ca, Pik3r1, Prkaca, Pld1, Pld2, Ptger2, Rela, Rock2, Rras, Creb3l2, Tiam1, Rapgef3, Mapk8"
"Toll-like receptor signaling pathway",0.001,0.006,0.26,85,19,"Akt1, Akt2, Cd86, Fadd, Ifnar2, Il6, Jun, Nfkb1, Pik3ca, Pik3r1, Rela, Ccl4, Tnf, Traf3, Map2k7, Map3k7, Mapk14, Mapk8, Tab1"
"Apoptosis",0.001,0.006,0.262,125,25,"Parp1, Akt1, Akt2, Birc3, Xiap, Atm, Capn2, Casp9, Gadd45a, Fadd, Il3ra, Itpr2, Jun, Kras, Lmnb2, Nfkb1, Nras, Pdpk1, Pik3ca, Pik3r1, Rela, Spta1, Tnf, Mapk8, Ern1"
"Apelin signaling pathway",0.001,0.007,0.29,119,24,"Prkab2, Adcy7, Akt1, Akt2, Gnb1, Gnb5, Itpr2, Kras, Lipe, Smad4, Mef2c, Mef2d, Nras, Pde3b, Prkaca, Prkab1, Prkag1, Rras, Slc8a1, Tgfbr1, Pik3c3, Pik3r5, Becn1, Gabarapl1"
"Th17 cell differentiation",0.001,0.007,0.323,93,20,"Hif1a, Il12rb1, Il2ra, Il2rg, Il6, Jak1, Jun, Lck, Smad4, Nfatc3, Nfkb1, Ppp3ca, Ppp3cb, Ppp3r1, Rela, Rxrb, Stat5b, Tgfbr1, Mapk14, Mapk8"
"Thyroid hormone signaling pathway",0.001,0.008,0.34,100,21,"Akt1, Akt2, Casp9, Hif1a, Itgb3, Kras, Ncoa3, Notch1, Nras, Pdpk1, Pik3ca, Pik3r1, Prkaca, Med1, Rxrb, Src, Tbc1d4, Thra, Foxo1, Med27, Plcd3"
"Progesterone-mediated oocyte maturation",0.002,0.012,0.543,77,17,"Adcy7, Akt1, Akt2, Ccna2, Cdc25a, Cpeb1, Kras, Pde3b, Pik3ca, Pik3r1, Prkaca, Plk1, Mapk14, Mapk8, Anapc5, Anapc10, Mad2l2"
"Estrogen signaling pathway",0.002,0.012,0.58,84,18,"Adcy7, Akt1, Akt2, Creb3, Itpr2, Jun, Kras, Mmp2, Nras, Pik3ca, Pik3r1, Prkaca, Hspa1a, Sos1, Sos2, Sp1, Src, Creb3l2"
"Platelet activation",0.003,0.015,0.726,106,21,"Adcy7, Akt1, Akt2, Rhoa, Btk, Fcer1g, Itgb3, Itpr2, Ppp1r12a, Pik3ca, Pik3r1, Prkaca, Rasgrp2, Rock2, Snap23, Src, Stim1, Mapk14, Pik3r5, Apbb1ip, Arhgef12"
"Insulin signaling pathway",0.003,0.017,0.818,121,23,"Prkab2, Akt1, Akt2, Crk, Elk1, Fasn, Kras, Lipe, Nras, Pde3b, Pdpk1, Pik3ca, Pik3r1, Prkaca, Prkab1, Prkag1, Sos1, Sos2, Cblb, Mapk8, Foxo1, Tsc1, Pck2"
"Fc gamma R-mediated phagocytosis",0.003,0.017,0.833,80,17,"Akt1, Akt2, Cdc42, Crk, Inpp5d, Limk2, Pik3ca, Pik3r1, Pip5k1c, Pip5k1b, Pld1, Pld2, Ptprc, Bin1, Arpc5, Wasl, Arpc2"
"Rap1 signaling pathway",0.004,0.018,0.924,173,30,"Arap3, Adcy7, Angpt1, Akt1, Akt2, Rhoa, Cdc42, Crk, Egf, Flt1, Flt4, Lpar1, Itgb3, Kras, Rac3, Met, Kitl, Nras, Pik3ca, Pik3r1, Rasgrp2, Rras, Src, Tiam1, Rapgef3, Mapk14, Magi2, Apbb1ip, Pard6a, Pard6b"
