"Pathway","pVal","pValFDR","pValBonferroni","Genes","HitGenes","HitGeneNames"
"Spliceosome",0,0,0,133,14,"ISY1-RAB43, SF3A1, SF3B1, HSPA8, SF3B6, SNRPA1, SNRPB, SNRPD1, SNRPD3, SNRPE, DDX39B, SF3B5, PHF5A, RBM8A"
"Proteasome",0,0,0,45,14,"POMP, PSMA2, PSMA3, PSMA6, PSMB1, PSMB2, PSMB3, PSMC1, PSMC3, PSMC4, PSMC5, PSMC6, PSMD2, PSMD6"
"RNA transport",0.003,0.271,0.814,166,7,"NXF1, RNPS1, NUP62, RAN, DDX39B, SEH1L, RBM8A"
"RNA polymerase",0.006,0.348,1,31,3,"POLR2A, POLR2B, POLR2D"
"mRNA surveillance pathway",0.021,1,1,90,4,"NXF1, RNPS1, DDX39B, RBM8A"
"Pyrimidine metabolism",0.029,1,1,99,4,"CANT1, POLR2A, POLR2B, POLR2D"
"Protein export",0.03,1,1,23,2,"SEC61A1, SRP68"
"Ribosome biogenesis in eukaryotes",0.062,1,1,77,3,"NXF1, GAR1, RAN"
"Ferroptosis",0.08,1,1,40,2,"SLC39A14, FTL"
"NF-kappa B signaling pathway",0.097,1,1,93,3,"TIRAP, IRAK4, IKBKG"
"Toll-like receptor signaling pathway",0.119,1,1,102,3,"TIRAP, IRAK4, IKBKG"
"Protein processing in endoplasmic reticulum",0.132,1,1,166,4,"SEC61A1, HSPA8, UFD1L, VCP"
"TNF signaling pathway",0.134,1,1,108,3,"CEBPB, TNFRSF1B, IKBKG"
"Purine metabolism",0.142,1,1,171,4,"CANT1, POLR2A, POLR2B, POLR2D"
"Adipocytokine signaling pathway",0.195,1,1,69,2,"TNFRSF1B, IKBKG"
"Glycosaminoglycan degradation",0.202,1,1,19,1,"HGSNAT"
"Oxidative phosphorylation",0.204,1,1,132,3,"NDUFA7, ATP5D, NDUFB11"
"Other types of O-glycan biosynthesis",0.23,1,1,22,1,"POFUT1"
"Glyoxylate and dicarboxylate metabolism",0.283,1,1,28,1,"GCSH"
"Phototransduction",0.283,1,1,28,1,"RCVRN"
"IL-17 signaling pathway",0.3,1,1,93,2,"CEBPB, IKBKG"
"Pentose phosphate pathway",0.3,1,1,30,1,"ALDOA"
"Antifolate resistance",0.308,1,1,31,1,"IKBKG"
"NOD-like receptor signaling pathway",0.318,1,1,168,3,"IRAK4, GSDMD, IKBKG"
"Endocytosis",0.322,1,1,243,4,"SNF8, GIT1, HSPA8, CAPZA1"
"Fructose and mannose metabolism",0.325,1,1,33,1,"ALDOA"
"Glycine, serine and threonine metabolism",0.379,1,1,40,1,"GCSH"
"Homologous recombination",0.386,1,1,41,1,"FAM175A"
"Carbon metabolism",0.395,1,1,115,2,"ALDOA, GCSH"
"Neurotrophin signaling pathway",0.411,1,1,119,2,"IRAK2, IRAK4"
"Cysteine and methionine metabolism",0.415,1,1,45,1,"DNMT3A"
"Osteoclast differentiation",0.44,1,1,126,2,"SPI1, IKBKG"
"Mineral absorption",0.455,1,1,51,1,"FTL"
"Glutathione metabolism",0.468,1,1,53,1,"TXNDC12"
"Lysine degradation",0.505,1,1,59,1,"EZH2"
"Retrograde endocannabinoid signaling",0.521,1,1,147,2,"NDUFA7, NDUFB11"
"Longevity regulating pathway - multiple species",0.522,1,1,62,1,"HSPA8"
"Cytosolic DNA-sensing pathway",0.522,1,1,62,1,"IKBKG"
"Non-alcoholic fatty liver disease (NAFLD)",0.525,1,1,148,2,"NDUFA7, NDUFB11"
"Olfactory transduction",0.545,1,1,414,5,"OR8K3, OR10A3, OR52N4, OR11H12, OR4C15"
"Glycolysis / Gluconeogenesis",0.55,1,1,67,1,"ALDOA"
"Antigen processing and presentation",0.561,1,1,69,1,"HSPA8"
"B cell receptor signaling pathway",0.566,1,1,70,1,"IKBKG"
"RIG-I-like receptor signaling pathway",0.566,1,1,70,1,"IKBKG"
"Biosynthesis of amino acids",0.576,1,1,72,1,"ALDOA"
"Calcium signaling pathway",0.635,1,1,181,2,"ADRA1B, TBXA2R"
"Th1 and Th2 cell differentiation",0.659,1,1,90,1,"IKBKG"
"Salivary secretion",0.659,1,1,90,1,"ADRA1B"
"Hematopoietic cell lineage",0.675,1,1,94,1,"CD37"
"Estrogen signaling pathway",0.69,1,1,98,1,"HSPA8"
"HIF-1 signaling pathway",0.694,1,1,99,1,"ALDOA"
"T cell receptor signaling pathway",0.705,1,1,102,1,"IKBKG"
"Th17 cell differentiation",0.715,1,1,105,1,"IKBKG"
"Ras signaling pathway",0.75,1,1,225,2,"FOXO4, IKBKG"
"Vascular smooth muscle contraction",0.762,1,1,120,1,"ADRA1B"
"Oocyte meiosis",0.765,1,1,121,1,"SMC3"
"Platelet activation",0.768,1,1,122,1,"TBXA2R"
"Lysosome",0.771,1,1,123,1,"HGSNAT"
"Cell cycle",0.773,1,1,124,1,"SMC3"
"FoxO signaling pathway",0.792,1,1,131,1,"FOXO4"
"MAPK signaling pathway",0.808,1,1,254,2,"HSPA8, IKBKG"
"Apoptosis",0.809,1,1,138,1,"IKBKG"
"Adrenergic signaling in cardiomyocytes",0.822,1,1,144,1,"ADRA1B"
"Phagosome",0.833,1,1,149,1,"SEC61A1"
"mTOR signaling pathway",0.835,1,1,150,1,"SEH1L"
"Neuroactive ligand-receptor interaction",0.845,1,1,277,2,"ADRA1B, TBXA2R"
"cGMP-PKG signaling pathway",0.857,1,1,162,1,"ADRA1B"
"Necroptosis",0.857,1,1,162,1,"FTL"
"Tight junction",0.87,1,1,170,1,"ACTR3"
"Chemokine signaling pathway",0.889,1,1,183,1,"IKBKG"
"Regulation of actin cytoskeleton",0.921,1,1,211,1,"GIT1"
"Metabolic pathways",0.944,1,1,1254,10,"HGSNAT, DNMT3A, ALDOA, GCSH, NDUFA7, ATP5D, POLR2A, POLR2B, POLR2D, NDUFB11"
"Cytokine-cytokine receptor interaction",0.961,1,1,268,1,"TNFRSF1B"
"PI3K-Akt signaling pathway",0.984,1,1,341,1,"IKBKG"
"Caffeine metabolism",1,1,1,5,0,""
"Drug metabolism - other enzymes",1,1,1,39,0,""
"Cell adhesion molecules (CAMs)",1,1,1,142,0,""
"EGFR tyrosine kinase inhibitor resistance",1,1,1,79,0,""
"Endocrine resistance",1,1,1,95,0,""
"Platinum drug resistance",1,1,1,72,0,""
"ErbB signaling pathway",1,1,1,85,0,""
"Rap1 signaling pathway",1,1,1,210,0,""
"cAMP signaling pathway",1,1,1,198,0,""
"Sphingolipid signaling pathway",1,1,1,118,0,""
"Phospholipase D signaling pathway",1,1,1,144,0,""
"Autophagy - animal",1,1,1,128,0,""
