"Pathway","pVal","pValFDR","pValBonferroni","Genes","HitGenes","HitGeneNames"
"RNA transport",0,0,0,166,17,"NXF1, RNPS1, RPP25L, EIF4G2, CASC3, NUP62, KPNB1, MAGOH, NUP98, NXF2, NUP107, RAN, XPO1, DDX39B, SEH1L, EIF3F, RBM8A"
"Spliceosome",0,0,0,133,26,"ISY1-RAB43, SF3A1, SF3A3, SF3B2, DHX8, HNRNPA3, SNRNP200, SF3B3, SF3B1, LSM5, HSPA8, MAGOH, SF3B6, PLRG1, SRSF3, SNRPA1, SNRPB, SNRPC, SNRPD1, SNRPD3, SNRPE, SNRPG, DDX39B, SF3B5, PHF5A, RBM8A"
"Proteasome",0,0,0,45,22,"PSMD14, POMP, PSMA1, PSMA2, PSMA3, PSMA4, PSMA6, PSMA7, PSMB1, PSMB2, PSMB3, PSMB4, PSMB6, PSMC1, PSMC3, PSMC4, PSMC5, PSMC6, PSMD2, PSMD3, PSMD11, PSMD6"
"Pyrimidine metabolism",0,0,0.001,99,11,"NME6, CANT1, NME3, NME4, POLR2A, POLR2B, POLR2D, POLR2G, POLR2K, TK1, UCK2"
"mRNA surveillance pathway",0,0.004,0.019,90,9,"NXF1, RNPS1, CASC3, MAGOH, NXF2, DDX39B, CPSF7, PABPN1, RBM8A"
"Ribosome biogenesis in eukaryotes",0,0.006,0.037,77,8,"NXF1, RPP25L, GAR1, IMP3, NXF2, RAN, XPO1, UTP15"
"Purine metabolism",0,0.006,0.041,171,12,"NME6, CANT1, AK8, NME3, NME4, POLR2A, POLR2B, POLR2D, POLR2G, POLR2K, PPAT, ALLC"
"RNA polymerase",0,0.011,0.088,31,5,"POLR2A, POLR2B, POLR2D, POLR2G, POLR2K"
"Protein processing in endoplasmic reticulum",0.001,0.014,0.127,166,11,"PPP1R15A, SEC61A1, HSPA8, DNAJB1, DNAJB11, SEC61A2, NPLOC4, RPN2, HSP90B1, UFD1L, VCP"
"Protein export",0.001,0.026,0.263,23,4,"SEC11A, SEC61A1, SEC61A2, SRP68"
"Estrogen signaling pathway",0.014,0.322,1,98,6,"CREB3L4, HSPA8, NOS3, PRKACA, HSP90B1, CREB3L3"
