"Pathway","pVal","pValFDR","pValBonferroni","Genes","HitGenes","HitGeneNames"
"NOD-like receptor signaling pathway",0,0,0,166,12,"NAMPT, GABARAP, CTSB, GBP1, GBP2, IL1B, NFKB1, OAS2, OAS3, CCL5, STAT1, TXN"
"NF-kappa B signaling pathway",0,0,0,93,9,"DDX58, ICAM1, IL1B, CCL4L1, NFKB1, NFKB2, PTGS2, TRAF1, CD40"
"Hematopoietic cell lineage",0,0,0,94,9,"IL1A, IL1B, ITGAM, TFRC, CD1A, CD1C, CD9, CD36, CD44"
"Ferroptosis",0,0,0.001,40,6,"ACSL1, ACSL4, FTH1, FTL, HMOX1, TFRC"
"Osteoclast differentiation",0,0,0.002,127,9,"IL1A, IL1B, LCP2, NCF2, NFKB1, NFKB2, ACP5, STAT1, SQSTM1"
"Necroptosis",0,0,0.002,162,10,"FTH1, FTL, IL1A, IL1B, PLA2G4A, EIF2AK2, STAT1, STAT5A, CAMK2D, SQSTM1"
"Toll-like receptor signaling pathway",0,0.001,0.004,104,8,"IL1B, IRF5, CCL4L1, NFKB1, CCL3, CCL5, STAT1, CD40"
"TNF signaling pathway",0,0.005,0.04,108,7,"ICAM1, IL1B, NFKB1, PTGS2, CCL5, CCL20, TRAF1"
"Cytosolic DNA-sensing pathway",0.001,0.016,0.146,63,5,"DDX58, IL1B, CCL4L1, NFKB1, CCL5"
"HIF-1 signaling pathway",0.001,0.016,0.165,98,6,"HK2, HMOX1, NFKB1, PFKFB3, TFRC, CAMK2D"
"AGE-RAGE signaling pathway in diabetic complications",0.001,0.016,0.174,99,6,"ICAM1, IL1A, IL1B, NFKB1, STAT1, STAT5A"
"Tryptophan metabolism",0.001,0.017,0.203,39,4,"IL4I1, IDO1, KMO, KYNU"
"Phagosome",0.001,0.019,0.263,147,7,"HLA-A, HLA-B, ITGAM, ITGB2, NCF2, TFRC, CD36"
"PPAR signaling pathway",0.001,0.019,0.27,72,5,"FABP4, FABP5, ACSL1, ACSL4, CD36"
"Type I diabetes mellitus",0.001,0.02,0.294,43,4,"HLA-A, HLA-B, IL1A, IL1B"
"Mineral absorption",0.002,0.033,0.558,51,4,"FTH1, FTL, HMOX1, MT2A"
"Natural killer cell mediated cytotoxicity",0.002,0.033,0.561,124,6,"FCER1G, HLA-A, HLA-B, ICAM1, ITGB2, LCP2"
"Cell adhesion molecules (CAMs)",0.004,0.051,0.923,137,6,"HLA-A, HLA-B, ICAM1, ITGAM, ITGB2, CD40"
"Antifolate resistance",0.005,0.06,1,31,3,"IL1B, NFKB1, GGH"
"Fructose and mannose metabolism",0.005,0.068,1,33,3,"HK2, PFKFB3, FBP2"
"Alanine, aspartate and glutamate metabolism",0.006,0.076,1,35,3,"IL4I1, GFPT1, GLS"
"Adipocytokine signaling pathway",0.007,0.076,1,69,4,"ACSL1, ACSL4, NFKB1, CD36"
"RIG-I-like receptor signaling pathway",0.007,0.076,1,70,4,"DDX58, NFKB1, IFIH1, ISG15"
"Fatty acid biosynthesis",0.009,0.089,1,13,2,"ACSL1, ACSL4"
"Chemokine signaling pathway",0.015,0.146,1,183,6,"CCL4L1, NFKB1, CCL3, CCL5, CCL20, STAT1"
"IL-17 signaling pathway",0.017,0.159,1,90,4,"IL1B, NFKB1, PTGS2, CCL20"
"Non-alcoholic fatty liver disease (NAFLD)",0.019,0.173,1,141,5,"IL1A, IL1B, NDUFA4, NDUFA10, NFKB1"
