"","name","imports","weights","datasource","Confidence"
"1","NF-kappa B signaling pathway.BCL2L1","Novel.STAT1",900,"database","High"
"2","NF-kappa B signaling pathway.BCL2L1","Novel.PRKAR2B",900,"database","High"
"3","NF-kappa B signaling pathway.BCL2L1","Novel.NMI",900,"database","High"
"4","NF-kappa B signaling pathway.BCL2L1","Novel.DIABLO",900,"database","High"
"5","NF-kappa B signaling pathway.BCL2L1","Novel.PMAIP1",900,"database","High"
"6","NF-kappa B signaling pathway.CD14","Novel.DNM1",900,"database","High"
"7","NF-kappa B signaling pathway.CD14","Novel.TLR2",900,"database","High"
"8","NF-kappa B signaling pathway.CD14","Novel.EIF2AK2",900,"database","High"
"9","NF-kappa B signaling pathway.CD14","Novel.RPS27A",900,"database","High"
"10","NF-kappa B signaling pathway.CD14","Novel.UBB",900,"database","High"
"11","NF-kappa B signaling pathway.CD14","Novel.ITGB1",900,"database","High"
"12","NF-kappa B signaling pathway.CD14","Novel.NDUFS4",774,"experimental","High"
"13","NF-kappa B signaling pathway.CD14","Novel.ITGAM",900,"database","High"
"14","NF-kappa B signaling pathway.CD14","Novel.TOLLIP",900,"database","High"
"15","NF-kappa B signaling pathway.CD14","Novel.UBC",900,"database","High"
"16","NF-kappa B signaling pathway.CFLAR","Novel.PLIN5",601,"experimental","High"
"17","NF-kappa B signaling pathway.CFLAR","Novel.MAX",900,"database","High"
"18","NF-kappa B signaling pathway.CSNK2A2","Novel.TOP2A",503,"experimental","High"
"19","NF-kappa B signaling pathway.CSNK2A2","Novel.HCFC1",800,"database","High"
"20","NF-kappa B signaling pathway.CSNK2A2","Novel.NCAPD2",900,"database","High"
"21","NF-kappa B signaling pathway.CSNK2A2","Novel.NOP2",417,"experimental","High"
"22","NF-kappa B signaling pathway.CSNK2A2","RNA transport.EIF3J",594,"experimental","High"
"23","NF-kappa B signaling pathway.CSNK2A2","Novel.SIN3A",774,"experimental","High"
"24","NF-kappa B signaling pathway.CSNK2A2","Novel.BHLHE40",599,"experimental","High"
"25","NF-kappa B signaling pathway.CXCL8","Novel.DNM1",900,"database","Medium"
"26","NF-kappa B signaling pathway.CXCL8","Novel.CXCR5",900,"database","Medium"
"27","NF-kappa B signaling pathway.CXCL8","Novel.CHRM2",900,"database","Medium"
"28","NF-kappa B signaling pathway.CXCL8","Novel.CCR8",900,"database","Medium"
"29","NF-kappa B signaling pathway.CXCL8","Novel.CXCR3",900,"database","Medium"
"30","NF-kappa B signaling pathway.CXCL8","Novel.CXCR4",900,"database","Medium"
"31","NF-kappa B signaling pathway.CXCL8","Novel.BDKRB1",900,"database","Medium"
"32","NF-kappa B signaling pathway.CXCL8","Novel.TAS2R7",900,"database","Medium"
"33","NF-kappa B signaling pathway.CXCL8","Novel.NPY",900,"database","Medium"
"34","NF-kappa B signaling pathway.CXCL8","Novel.SSTR4",900,"database","Medium"
"35","NF-kappa B signaling pathway.CXCL8","Novel.NMUR2",900,"database","Medium"
"36","NF-kappa B signaling pathway.CXCL8","Novel.CX3CR1",800,"database","Medium"
"37","NF-kappa B signaling pathway.CXCL8","Novel.MTNR1B",900,"database","Medium"
"38","NF-kappa B signaling pathway.CXCL8","Novel.CXCL13",900,"database","Medium"
"39","NF-kappa B signaling pathway.CXCL8","Novel.PF4",900,"database","Medium"
"40","NF-kappa B signaling pathway.CXCL8","Novel.PNOC",900,"database","Medium"
"41","NF-kappa B signaling pathway.CXCL8","Novel.CXCL11",900,"database","Medium"
"42","NF-kappa B signaling pathway.CXCL8","Novel.HTR1A",900,"database","Medium"
"43","NF-kappa B signaling pathway.CXCL8","Novel.PTGDR2",900,"database","Medium"
"44","NF-kappa B signaling pathway.CXCL8","Novel.FPR3",900,"database","Medium"
"45","NF-kappa B signaling pathway.CXCL8","Novel.NPBWR2",900,"database","Medium"
"46","NF-kappa B signaling pathway.CXCL8","Novel.NMS",900,"database","Medium"
"47","NF-kappa B signaling pathway.CXCL8","Novel.HCAR2",900,"database","Medium"
"48","NF-kappa B signaling pathway.CXCL8","Novel.OPRM1",900,"database","Medium"
