"Pathway","pVal","pValFDR","pValBonferroni","Genes","HitGenes","HitGeneNames"
"RNA transport",0,0,0,139,17,"NXF1, RNPS1, RPP25L, EIF4G2, CASC3, NUP62, KPNB1, MAGOH, NUP98, NXF2, NUP107, RAN, XPO1, DDX39B, SEH1L, EIF3F, RBM8A"
"Spliceosome",0,0,0,114,26,"ISY1-RAB43, SF3A1, SF3A3, SF3B2, DHX8, HNRNPA3, SNRNP200, SF3B3, SF3B1, LSM5, HSPA8, MAGOH, SF3B6, PLRG1, SRSF3, SNRPA1, SNRPB, SNRPC, SNRPD1, SNRPD3, SNRPE, SNRPG, DDX39B, SF3B5, PHF5A, RBM8A"
"Proteasome",0,0,0,42,22,"PSMD14, POMP, PSMA1, PSMA2, PSMA3, PSMA4, PSMA6, PSMA7, PSMB1, PSMB2, PSMB3, PSMB4, PSMB6, PSMC1, PSMC3, PSMC4, PSMC5, PSMC6, PSMD2, PSMD3, PSMD11, PSMD6"
"Pyrimidine metabolism",0,0,0,82,11,"NME6, CANT1, NME3, NME4, POLR2A, POLR2B, POLR2D, POLR2G, POLR2K, TK1, UCK2"
"mRNA surveillance pathway",0,0,0.001,66,9,"NXF1, RNPS1, CASC3, MAGOH, NXF2, DDX39B, CPSF7, PABPN1, RBM8A"
"RNA polymerase",0,0.001,0.009,21,5,"POLR2A, POLR2B, POLR2D, POLR2G, POLR2K"
"Purine metabolism",0,0.014,0.1,146,10,"NME6, CANT1, AK8, NME3, NME4, POLR2A, POLR2B, POLR2D, POLR2G, POLR2K"
"Protein export",0.001,0.018,0.142,21,4,"SEC11A, SEC61A1, SEC61A2, SRP68"
"Ribosome biogenesis in eukaryotes",0.007,0.193,1,64,5,"NXF1, RPP25L, NXF2, RAN, XPO1"
"Protein processing in endoplasmic reticulum",0.063,1,1,149,6,"SEC61A1, HSPA8, DNAJB1, SEC61A2, RPN2, VCP"
"Cell cycle",0.07,1,1,117,5,"EP300, PLK1, RAD21, WEE1, SMC3"
"Drug metabolism - other enzymes",0.129,1,1,33,2,"TK1, UCK2"
"Ribosome",0.181,1,1,117,4,"RPSA, RPL26, RPS3A, RPS28"
"Notch signaling pathway",0.203,1,1,44,2,"DVL2, EP300"
"Thiamine metabolism",0.205,1,1,12,1,"AK8"
"FoxO signaling pathway",0.216,1,1,126,4,"EP300, FOXO3, FOXO4, PLK1"
"Antigen processing and presentation",0.231,1,1,48,2,"HSPA8, CIITA"
"Longevity regulating pathway - multiple species",0.294,1,1,57,2,"FOXO3, HSPA8"
"RNA degradation",0.336,1,1,63,2,"PATL1, LSM5"
"Ferroptosis",0.499,1,1,36,1,"FTL"
"Mineral absorption",0.499,1,1,36,1,"FTL"
"Homologous recombination",0.508,1,1,37,1,"BABAM1"
"Melanogenesis",0.518,1,1,91,2,"DVL2, EP300"
"N-Glycan biosynthesis",0.545,1,1,41,1,"RPN2"
"Cytosolic DNA-sensing pathway",0.545,1,1,41,1,"POLR2K"
"Oocyte meiosis",0.58,1,1,102,2,"PLK1, SMC3"
"Mitophagy - animal",0.659,1,1,56,1,"FOXO3"
"Long-term potentiation",0.685,1,1,60,1,"EP300"
"Phagosome",0.695,1,1,126,2,"SEC61A1, SEC61A2"
"Wnt signaling pathway",0.708,1,1,129,2,"DVL2, EP300"
"Adherens junction",0.719,1,1,66,1,"EP300"
"Prolactin signaling pathway",0.725,1,1,67,1,"FOXO3"
"mTOR signaling pathway",0.746,1,1,139,2,"DVL2, SEH1L"
"Endocytosis",0.759,1,1,207,3,"ARPC1A, HSPA8, CAPZA1"
"EGFR tyrosine kinase inhibitor resistance",0.76,1,1,74,1,"FOXO3"
"Progesterone-mediated oocyte maturation",0.782,1,1,79,1,"PLK1"
"TGF-beta signaling pathway",0.786,1,1,80,1,"EP300"
"Fc gamma R-mediated phagocytosis",0.79,1,1,81,1,"ARPC1A"
"Longevity regulating pathway",0.802,1,1,84,1,"FOXO3"
"Estrogen signaling pathway",0.813,1,1,87,1,"HSPA8"
"Glucagon signaling pathway",0.82,1,1,89,1,"EP300"
"HIF-1 signaling pathway",0.827,1,1,91,1,"EP300"
"Platelet activation",0.873,1,1,107,1,"TBXA2R"
"AMPK signaling pathway",0.881,1,1,110,1,"FOXO3"
"Neurotrophin signaling pathway",0.881,1,1,110,1,"FOXO3"
"Thyroid hormone signaling pathway",0.883,1,1,111,1,"EP300"
"Apoptosis",0.9,1,1,119,1,"CASP6"
"Necroptosis",0.9,1,1,119,1,"FTL"
"Ubiquitin mediated proteolysis",0.909,1,1,124,1,"UBE2C"
"Signaling pathways regulating pluripotency of stem cells",0.918,1,1,129,1,"DVL2"
"Jak-STAT signaling pathway",0.919,1,1,130,1,"EP300"
"NOD-like receptor signaling pathway",0.928,1,1,136,1,"CASP4"
"Hippo signaling pathway",0.931,1,1,138,1,"DVL2"
"Tight junction",0.934,1,1,140,1,"ACTR3"
"Cellular senescence",0.939,1,1,144,1,"FOXO3"
"Calcium signaling pathway",0.955,1,1,160,1,"TBXA2R"
"Chemokine signaling pathway",0.957,1,1,162,1,"FOXO3"
"cAMP signaling pathway",0.964,1,1,171,1,"EP300"
"Regulation of actin cytoskeleton",0.973,1,1,186,1,"ARPC1A"
"Ras signaling pathway",0.983,1,1,208,1,"FOXO4"
"Metabolic pathways",0.989,1,1,1069,12,"NME6, AK8, NME3, NME4, POLR2A, POLR2B, POLR2D, POLR2G, POLR2K, RPN2, TK1, UCK2"
"MAPK signaling pathway",0.99,1,1,234,1,"HSPA8"
"Neuroactive ligand-receptor interaction",0.991,1,1,241,1,"TBXA2R"
"PI3K-Akt signaling pathway",0.997,1,1,303,1,"FOXO3"
"Caffeine metabolism",1,1,1,5,0,""
"Cell adhesion molecules (CAMs)",1,1,1,121,0,""
"Endocrine resistance",1,1,1,88,0,""
"Platinum drug resistance",1,1,1,67,0,""
"ErbB signaling pathway",1,1,1,77,0,""
"Rap1 signaling pathway",1,1,1,191,0,""
"cGMP-PKG signaling pathway",1,1,1,142,0,""
"Sphingolipid signaling pathway",1,1,1,111,0,""
"Phospholipase D signaling pathway",1,1,1,125,0,""
"Autophagy - animal",1,1,1,112,0,""
"Adrenergic signaling in cardiomyocytes",1,1,1,126,0,""
"VEGF signaling pathway",1,1,1,54,0,""
"Apelin signaling pathway",1,1,1,125,0,""
"Osteoclast differentiation",1,1,1,115,0,""
"Focal adhesion",1,1,1,172,0,""
"Toll-like receptor signaling pathway",1,1,1,87,0,""
"T cell receptor signaling pathway",1,1,1,97,0,""
"B cell receptor signaling pathway",1,1,1,69,0,""
"Fc epsilon RI signaling pathway",1,1,1,60,0,""
"TNF signaling pathway",1,1,1,100,0,""
"Cholinergic synapse",1,1,1,105,0,""
"Dopaminergic synapse",1,1,1,118,0,""
"Insulin signaling pathway",1,1,1,125,0,""
"Adipocytokine signaling pathway",1,1,1,64,0,""
"Regulation of lipolysis in adipocytes",1,1,1,47,0,""
"Relaxin signaling pathway",1,1,1,120,0,""
"Insulin resistance",1,1,1,101,0,""
"Non-alcoholic fatty liver disease (NAFLD)",1,1,1,128,0,""
"AGE-RAGE signaling pathway in diabetic complications",1,1,1,97,0,""
"Carbohydrate digestion and absorption",1,1,1,33,0,""
"Primary bile acid biosynthesis",1,1,1,17,0,""
"Peroxisome",1,1,1,80,0,""
"Amino sugar and nucleotide sugar metabolism",1,1,1,44,0,""
"Protein digestion and absorption",1,1,1,74,0,""
"RIG-I-like receptor signaling pathway",1,1,1,54,0,""
"Hematopoietic cell lineage",1,1,1,79,0,""
"Glycerophospholipid metabolism",1,1,1,75,0,""
