"Pathway","pVal","pValFDR","pValBonferroni","Genes","HitGenes","HitGeneNames"
"NOD-like receptor signaling pathway",0,0.001,0.002,177,12,"NAMPT, GABARAP, CTSB, GBP1, GBP2, IL1B, NFKB1, OAS2, OAS3, CCL5, STAT1, TXN"
"Hematopoietic cell lineage",0,0.001,0.002,94,9,"IL1A, IL1B, ITGAM, TFRC, CD1A, CD1C, CD9, CD36, CD44"
"Lysosome",0,0.001,0.003,127,10,"NPC2, CLTA, CTSB, CTSH, CTSZ, GM2A, IGF2R, ATP6AP1, ACP5, PPT1"
"NF-kappa B signaling pathway",0,0.001,0.003,102,9,"DDX58, ICAM1, IL1B, CCL4L1, NFKB1, NFKB2, PTGS2, TRAF1, CD40"
"C-type lectin receptor signaling pathway",0,0.001,0.004,104,9,"FCER1G, CD209, IL1B, LSP1, NFKB1, NFKB2, PTGS2, SRC, STAT1"
"Ferroptosis",0,0.001,0.005,40,6,"ACSL1, ACSL4, FTH1, FTL, HMOX1, TFRC"
"Osteoclast differentiation",0,0.002,0.019,127,9,"IL1A, IL1B, LCP2, NCF2, NFKB1, NFKB2, ACP5, STAT1, SQSTM1"
"Necroptosis",0,0.002,0.019,157,10,"FTH1, FTL, IL1A, IL1B, PLA2G4A, EIF2AK2, STAT1, STAT5A, CAMK2D, SQSTM1"
"Toll-like receptor signaling pathway",0,0.003,0.028,104,8,"IL1B, IRF5, CCL4L1, NFKB1, CCL3, CCL5, STAT1, CD40"
"PPAR signaling pathway",0.001,0.016,0.159,74,6,"FABP4, FABP5, ACSL1, ACSL4, HMGCS1, CD36"
"TNF signaling pathway",0.001,0.024,0.27,112,7,"ICAM1, IL1B, NFKB1, PTGS2, CCL5, CCL20, TRAF1"
"Phagosome",0.001,0.024,0.293,147,8,"CD209, HLA-A, HLA-B, ITGAM, NCF2, ATP6AP1, TFRC, CD36"
"Mineral absorption",0.001,0.029,0.378,59,5,"FTH1, FTL, HMOX1, MT2A, ATP2B4"
"Cytosolic DNA-sensing pathway",0.002,0.036,0.507,63,5,"DDX58, IL1B, CCL4L1, NFKB1, CCL5"
"Tryptophan metabolism",0.003,0.046,0.685,41,4,"IL4I1, IDO1, KMO, KYNU"
"AGE-RAGE signaling pathway in diabetic complications",0.003,0.048,0.762,100,6,"ICAM1, IL1A, IL1B, NFKB1, STAT1, STAT5A"
