"Pathway","pVal","pValFDR","pValBonferroni","Genes","HitGenes","HitGeneNames"
"NF-kappa B signaling pathway",0,0,0,102,8,"ICAM1, IL1B, CCL4L1, NFKB1, NFKB2, PTGS2, TRAF1, CD40"
"Ferroptosis",0,0.002,0.005,40,5,"ACSL1, ACSL4, FTH1, HMOX1, TFRC"
"TNF signaling pathway",0,0.003,0.01,112,7,"ICAM1, IL1B, NFKB1, PTGS2, CCL5, CCL20, TRAF1"
"AGE-RAGE signaling pathway in diabetic complications",0.001,0.079,0.371,100,5,"ICAM1, IL1A, IL1B, NFKB1, STAT5A"
"Toll-like receptor signaling pathway",0.002,0.079,0.441,104,5,"IL1B, CCL4L1, NFKB1, CCL5, CD40"
"Cytosolic DNA-sensing pathway",0.002,0.079,0.477,63,4,"IL1B, CCL4L1, NFKB1, CCL5"
"Adipocytokine signaling pathway",0.003,0.092,0.667,69,4,"ACSL1, ACSL4, NFKB1, CD36"
"PPAR signaling pathway",0.003,0.092,0.86,74,4,"FABP5, ACSL1, ACSL4, CD36"
"NOD-like receptor signaling pathway",0.003,0.092,0.899,177,6,"NAMPT, GBP1, IL1B, NFKB1, CCL5, TXN"
"Alanine, aspartate and glutamate metabolism",0.004,0.092,0.923,37,3,"IL4I1, GFPT1, GLS"
"Osteoclast differentiation",0.004,0.096,1,127,5,"IL1A, IL1B, NFKB1, NFKB2, ACP5"
"Tryptophan metabolism",0.005,0.103,1,41,3,"IL4I1, IDO1, KYNU"
"IL-17 signaling pathway",0.007,0.138,1,91,4,"IL1B, NFKB1, PTGS2, CCL20"
"Hematopoietic cell lineage",0.008,0.144,1,94,4,"IL1A, IL1B, TFRC, CD36"
"Fatty acid biosynthesis",0.009,0.15,1,17,2,"ACSL1, ACSL4"
"Cytokine-cytokine receptor interaction",0.01,0.159,1,288,7,"IL1A, IL1B, IL1RN, CCL4L1, CCL5, CCL20, CD40"
"C-type lectin receptor signaling pathway",0.011,0.168,1,104,4,"IL1B, NFKB1, NFKB2, PTGS2"
"HIF-1 signaling pathway",0.012,0.175,1,107,4,"HMOX1, NFKB1, PFKFB3, TFRC"
"Mineral absorption",0.013,0.179,1,59,3,"FTH1, HMOX1, MT2A"
"RIG-I-like receptor signaling pathway",0.021,0.268,1,70,3,"NFKB1, IFIH1, ISG15"
"Antifolate resistance",0.028,0.335,1,31,2,"IL1B, NFKB1"
"Peroxisome",0.03,0.335,1,81,3,"ACSL1, ACSL4, SOD2"
"Non-alcoholic fatty liver disease",0.031,0.335,1,142,4,"IL1A, IL1B, NDUFA4, NFKB1"
"Fructose and mannose metabolism",0.031,0.335,1,33,2,"PFKFB3, FBP2"
"D-Glutamine and D-glutamate metabolism",0.041,0.421,1,5,1,"GLS"
"Necroptosis",0.042,0.421,1,157,4,"FTH1, IL1A, IL1B, STAT5A"
"Fatty acid degradation",0.048,0.434,1,42,2,"ACSL1, ACSL4"
"Viral protein interaction with cytokine and cytokine receptor",0.049,0.434,1,98,3,"CCL4L1, CCL5, CCL20"
"Phenylalanine, tyrosine and tryptophan biosynthesis",0.049,0.434,1,6,1,"IL4I1"
"Type I diabetes mellitus",0.05,0.434,1,43,2,"IL1A, IL1B"
"Insulin resistance",0.06,0.489,1,107,3,"GFPT1, NFKB1, CD36"
"Th17 cell differentiation",0.06,0.489,1,107,3,"IL1B, NFKB1, STAT5A"
"Riboflavin metabolism",0.065,0.501,1,8,1,"ACP5"
"Cholesterol metabolism",0.066,0.501,1,50,2,"LIPA, CD36"
"Chemokine signaling pathway",0.074,0.552,1,190,4,"CCL4L1, NFKB1, CCL5, CCL20"
"AMPK signaling pathway",0.079,0.561,1,120,3,"PFKFB3, FBP2, CD36"
"Fatty acid metabolism",0.08,0.561,1,56,2,"ACSL1, ACSL4"
"Cell adhesion molecules",0.112,0.769,1,140,3,"CD274, ICAM1, CD40"
"Prolactin signaling pathway",0.116,0.776,1,70,2,"NFKB1, STAT5A"
"Phagosome",0.125,0.813,1,147,3,"MRC1, TFRC, CD36"
"Phenylalanine metabolism",0.134,0.847,1,17,1,"IL4I1"
"Metabolic pathways",0.138,0.855,1,1447,16,"ADA, NAMPT, ACSL1, ACSL4, PLD3, IL4I1, GFPT1, GLS, HMOX1, IDO1, NDUFA4, PFKFB3, ACP5, PTGS2, FBP2, KYNU"
"Complement and coagulation cascades",0.153,0.917,1,83,2,"SERPINB2, PLAUR"
"Steroid biosynthesis",0.155,0.917,1,20,1,"LIPA"
"Arginine biosynthesis",0.162,0.937,1,21,1,"GLS"
"Longevity regulating pathway",0.168,0.937,1,88,2,"NFKB1, SOD2"
"Protein export",0.176,0.937,1,23,1,"SRP14"
"Proximal tubule bicarbonate reclamation",0.176,0.937,1,23,1,"GLS"
"Th1 and Th2 cell differentiation",0.18,0.937,1,92,2,"NFKB1, STAT5A"
"Salivary secretion",0.18,0.937,1,92,2,"CST3, LYZ"
"Pentose phosphate pathway",0.217,1,1,29,1,"FBP2"
