"Pathway","pVal","pValFDR","pValBonferroni","Genes","HitGenes","HitGeneNames"
"Spliceosome",0,0,0,117,27,"Sf3b3, Sf3b4, U2af1, Dhx15, Hnrnpa1, Hspa8, Sart1, Srsf3, Eftud2, Snrpd1, Alyref, Dhx8, Thoc1, Prpf19, Sf3b2, Plrg1, Isy1, Sf3b6, Lsm7, Snrnp27, Crnkl1, Sf3a1, Snrpg, Phf5a, Sf3a3, Lsm8, Sf3b1"
"RNA transport",0,0,0,141,30,"Nup107, Tpr, Tgs1, Eef1a1, Eif2b4, Eif3a, Eif4ebp1, Kpnb1, Eif3e, Nup50, Ran, Alyref, Thoc1, Nup214, Eif2s3x, Nup98, Prmt5, Eif3b, Nxf1, Eif3g, Nup210, Eif3i, Eif3d, Eif3c, Eif3f, Gemin2, Pabpc6, Trnt1, Pop7, Nmd3"
"MAPK signaling pathway",0,0,0,242,33,"Cacna1d, Cacna1s, Cacna2d1, Cacnb4, Fasl, Fgf10, Fgf18, Fgf8, Fos, Grb2, Hras, Hspa8, Il1r1, Mef2c, Nfatc1, Nfatc3, Nfkb1, Pdgfb, Prkca, Ppp5c, Rasgrp1, Relb, Tnf, Traf2, Trp53, Gadd45g, Map2k7, Map3k12, Map3k7, Fgf21, Cacna2d2, Tab2, Rapgef2"
"NF-kappa B signaling pathway",0,0,0,87,17,"Tirap, Bcl2a1a, Cflar, Il1r1, Ly96, Myd88, Nfkb1, Ptgs2, Relb, Cxcl2, Tlr4, Tnf, Traf2, Map3k7, Irak4, Tab2, Tnfrsf13c"
"Ribosome",0,0,0,122,29,"Mrpl10, Rpl31, Rplp0, Fau, Rpsa, Rpl19, Rpl32, Rpl37a, Rpl7, Rps17, Rps24, Rps29, Rps4x, Rps5, Rps7, Rps8, Rpl13a, Uba52, Rps15a, Rpl23a, Rps3, Rps11, Rpl3, Rpl11, Rpl4, Rps13, Mrps18a, Mrpl32, Rps27a"
"Apoptosis",0,0,0,130,22,"Actg1, Bax, Bcl2a1a, Casp12, Cflar, Ctsk, Fasl, Fos, Hras, Itpr1, Mcl1, Nfkb1, Ptpn13, Tnf, Traf2, Trp53, Tuba1a, Parp3, Gadd45g, Ctsf, Pmaip1, Htra2"
"Cellular senescence",0,0.001,0.005,170,23,"Fbxw11, Cacna1d, Calm2, Cdk1, Eif4ebp1, H2-T22, Hipk2, Hras, Hus1, Igfbp3, Itpr1, Mdm2, Mybl2, Nfatc1, Nfatc3, Nfkb1, Rbl2, Lin52, Trp53, Gadd45g, Nbn, Calm4, Sirt1"
"Toll-like receptor signaling pathway",0,0.001,0.007,96,16,"Tirap, Cd80, Cd86, Ctsk, Fos, Ifnb1, Ly96, Myd88, Nfkb1, Stat1, Tlr4, Tnf, Map2k7, Map3k7, Irak4, Tab2"
"Oxytocin signaling pathway",0,0.001,0.008,141,20,"Actg1, Cacna1d, Cacna1s, Cacna2d1, Cacnb4, Calm2, Fos, Gnas, Hras, Itpr1, Mef2c, Nfatc1, Nfatc3, Prkca, Prkab1, Ptgs2, Src, Mylk3, Cacna2d2, Calm4"
"Osteoclast differentiation",0,0.001,0.008,119,18,"Ctsk, Fos, Grb2, Ifnb1, Il1r1, Mitf, Nfatc1, Nfkb1, Tnfrsf11b, Relb, Spi1, Stat1, Tec, Tnf, Traf2, Map2k7, Map3k7, Tab2"
"NOD-like receptor signaling pathway",0,0.001,0.01,155,21,"Sharpin, Casp4, Casp12, Ifi204, Ifnb1, Itpr1, Myd88, Nfkb1, Nfkbib, Cxcl2, Stat1, Tlr4, Tnf, Traf2, Gbp7, Card6, Map3k7, Irak4, Gabarapl1, Atg12, Tab2"
"Longevity regulating pathway",0,0.009,0.105,86,13,"Bax, Eif4ebp1, Hras, Nfkb1, Prkab1, Creb3l3, Stk11, Trp53, Creb3l1, Rps6kb1, Rptor, Sesn3, Sirt1"
"Endocytosis",0,0.009,0.122,237,25,"Ap2m1, Arf1, Capza3, Cav1, Clta, Cxcr4, Dnm2, Grk5, H2-T22, Hras, Hspa8, Mdm2, Cyth3, Src, Rab11fip3, Tsg101, Chmp1a, Snf8, Vps28, Ap2b1, Psd2, Chmp4b, Smurf1, Smap1, Arfgef2"
"AMPK signaling pathway",0.001,0.015,0.215,116,15,"Acaca, Adra1a, Eif4ebp1, Fasn, Elavl1, Prkab1, Scd1, Creb3l3, Stk11, Map3k7, Creb3l1, Ppp2r2d, Rps6kb1, Rptor, Sirt1"
"Necroptosis",0.002,0.025,0.378,135,16,"Sharpin, Bax, Cflar, Fasl, Glul, Ifnb1, Stat1, Tlr4, Tnf, Traf2, Chmp1a, Parp3, Usp21, Hist3h2a, H2afz, Chmp4b"
"IL-17 signaling pathway",0.002,0.026,0.439,88,12,"Cebpb, Fos, Elavl1, Il17a, Nfkb1, Ptgs2, Cxcl2, Tnf, Hsp90b1, Traf2, Map3k7, Tab2"
"Thyroid hormone signaling pathway",0.002,0.026,0.442,112,14,"Actg1, Atp1b3, Crebbp, Kat2a, Hdac2, Hras, Mdm2, Prkca, Src, Stat1, Trp53, Med17, Med14, Ep300"
"Estrogen signaling pathway",0.002,0.027,0.485,89,12,"Calm2, Fos, Gnas, Grb2, Hras, Hspa8, Itpr1, Src, Creb3l3, Hsp90b1, Creb3l1, Calm4"
"GnRH signaling pathway",0.002,0.029,0.57,79,11,"Cacna1d, Cacna1s, Calm2, Gnas, Grb2, Hras, Itpr1, Prkca, Src, Map2k7, Calm4"
"TNF signaling pathway",0.002,0.029,0.585,103,13,"Cebpb, Cflar, Fos, Nfkb1, Ptgs2, Cxcl2, Creb3l3, Tnf, Traf2, Map2k7, Map3k7, Creb3l1, Tab2"
"Fatty acid metabolism",0.003,0.03,0.626,47,8,"Acaca, Acaa1a, Fasn, Hadh, Scd1, Acaa1b, Fads2, Acsl3"
"B cell receptor signaling pathway",0.003,0.03,0.661,69,10,"Cd19, Fos, Grb2, Hras, Inpp5d, Inppl1, Nfatc1, Nfatc3, Nfkb1, Nfkbib"
"Adrenergic signaling in cardiomyocytes",0.003,0.03,0.685,130,15,"Adra1a, Atp1b3, Cacna1d, Cacna1s, Cacna2d1, Cacnb4, Calm2, Gnas, Prkca, Creb3l3, Tnni3, Creb3l1, Ppp2r2d, Cacna2d2, Calm4"
"Inflammatory mediator regulation of TRP channels",0.003,0.034,0.822,107,13,"Calm2, Cyp2c37, Gnas, Htr2b, Il1r1, Itpr1, P2ry2, Prkca, Src, Cyp2c70, Cyp2c44, Cyp2c65, Calm4"
