"Pathway","pVal","pValFDR","pValBonferroni","Genes","HitGenes","HitGeneNames"
"RNA transport",0,0,0,141,17,"Tpr, Tgs1, Eif2b4, Kpnb1, Ran, Nup214, Eif2s3x, Nup98, Eif3b, Nxf1, Eif3g, Nup210, Eif3i, Eif3c, Pabpc6, Trnt1, Pop7"
"Ribosome",0,0,0,122,16,"Rplp0, Fau, Rpsa, Rpl37a, Rps17, Rps29, Rps4x, Rpl13a, Uba52, Rpl23a, Rps3, Rpl3, Rpl11, Rps13, Mrps18a, Rps27a"
"Osteoclast differentiation",0,0.003,0.01,119,13,"Ctsk, Grb2, Ifnb1, Il1r1, Nfatc1, Nfkb1, Relb, Spi1, Stat1, Tec, Traf2, Map3k7, Tab2"
"Spliceosome",0,0.009,0.036,117,12,"Hnrnpa1, Hspa8, Sart1, Srsf3, Snrpd1, Dhx8, Prpf19, Isy1, Sf3a1, Sf3a3, Lsm8, Sf3b1"
"NF-kappa B signaling pathway",0.001,0.046,0.232,87,9,"Il1r1, Myd88, Nfkb1, Relb, Tlr4, Traf2, Map3k7, Irak4, Tab2"
"Fatty acid biosynthesis",0.002,0.067,0.453,9,3,"Acaca, Fasn, Acsl3"
"Toll-like receptor signaling pathway",0.002,0.067,0.468,96,9,"Ctsk, Ifnb1, Myd88, Nfkb1, Stat1, Tlr4, Map3k7, Irak4, Tab2"
"B cell receptor signaling pathway",0.004,0.116,0.954,69,7,"Grb2, Hras, Inpp5d, Inppl1, Nfatc1, Nfatc3, Nfkb1"
"Estrogen signaling pathway",0.004,0.116,1,89,8,"Calm2, Gnas, Grb2, Hras, Hspa8, Src, Creb3l3, Creb3l1"
"Glucagon signaling pathway",0.005,0.116,1,92,8,"Acaca, Calm2, Gnas, Prkab1, Creb3l3, Creb3l1, Ep300, Sirt1"
"Thyroid hormone signaling pathway",0.005,0.116,1,112,9,"Atp1b3, Kat2a, Hdac2, Hras, Mdm2, Src, Stat1, Med14, Ep300"
"NOD-like receptor signaling pathway",0.006,0.116,1,155,11,"Ifi204, Ifnb1, Myd88, Nfkb1, Stat1, Tlr4, Traf2, Card6, Map3k7, Irak4, Tab2"
"AMPK signaling pathway",0.007,0.128,1,116,9,"Acaca, Fasn, Elavl1, Prkab1, Creb3l3, Map3k7, Creb3l1, Ppp2r2d, Sirt1"
"Endocytosis",0.009,0.167,1,237,14,"Ap2m1, Dnm2, Grk5, Hras, Hspa8, Mdm2, Cyth3, Src, Rab11fip3, Chmp1a, Ap2b1, Chmp4b, Smurf1, Arfgef2"
"Pyrimidine metabolism",0.01,0.174,1,83,7,"Polr2a, Rrm1, Rrm2, Pole3, Polr2g, Pold3, Polr2d"
"Longevity regulating pathway",0.013,0.196,1,86,7,"Bax, Hras, Nfkb1, Prkab1, Creb3l3, Creb3l1, Sirt1"
"Insulin signaling pathway",0.014,0.198,1,131,9,"Acaca, Calm2, Fasn, Grb2, Hras, Inppl1, Prkab1, Prkar1a, Exoc7"
"Endocrine and other factor-regulated calcium reabsorption",0.014,0.198,1,49,5,"Ap2m1, Atp1b3, Dnm2, Gnas, Ap2b1"
"RNA polymerase",0.022,0.291,1,21,3,"Polr2a, Polr2g, Polr2d"
"MAPK signaling pathway",0.025,0.292,1,242,13,"Grb2, Hras, Hspa8, Il1r1, Nfatc1, Nfatc3, Nfkb1, Pdgfb, Ppp5c, Relb, Traf2, Map3k7, Tab2"
"Cellular senescence",0.027,0.292,1,170,10,"Calm2, Hipk2, Hras, Igfbp3, Mdm2, Mybl2, Nfatc1, Nfatc3, Nfkb1, Sirt1"
"Longevity regulating pathway - multiple species",0.027,0.292,1,58,5,"Hdac2, Hras, Hspa8, Prkab1, Sirt1"
"T cell receptor signaling pathway",0.027,0.292,1,100,7,"Grb2, Hras, Nfatc1, Nfatc3, Nfkb1, Tec, Map3k7"
"Insulin resistance",0.029,0.293,1,102,7,"Ogt, Nfkb1, Prkab1, Creb3l3, Nr1h3, Nr1h2, Creb3l1"
"Gap junction",0.029,0.293,1,80,6,"Gnas, Grb2, Hras, Htr2b, Pdgfb, Src"
