"Pathway","pVal","pValFDR","pValBonferroni","Genes","HitGenes","HitGeneNames"
"Autophagy - animal",0.004,0.518,0.951,122,27,"Atg14, Akt1, Akt2, Bnip3, Dapk3, Kras, Nras, Igbp1, Pdpk1, Pik3ca, Prkaca, Rras, Camkk2, Pik3c3, Ambra1, Atg4d, Atg13, Rragd, Rragc, Mlst8, Tsc1, Snap29, Atg3, Trp53inp2, Atg16l2, Atg7, Ern1"
"Longevity regulating pathway",0.007,0.518,1,81,19,"Adcy7, Akt1, Akt2, Kras, Nfkb1, Nras, Pik3ca, Prkaca, Prkag1, Camkk2, Creb3l2, Sesn2, Atg13, Foxo1, Tsc1, Adipor2, Adipor1, Sesn3, Sirt1"
"Neurotrophin signaling pathway",0.01,0.518,1,107,23,"Irak2, Akt1, Akt2, Cdc42, Crk, Gab1, Jun, Kras, Sh2b3, Zfp369, Mapkapk2, Nfkb1, Nras, Pdpk1, Pik3ca, Sh2b1, Sort1, Sos1, Ywhae, Mapk7, Map2k7, Mapk14, Zfp110"
"Mitophagy - animal",0.011,0.518,1,61,15,"Bnip3, Bnip3l, Csnk2b, Jun, Kras, Mitf, Cited2, Nras, Rras, Sp1, Src, Rhot2, Ambra1, Rhot1, Optn"
"Cellular senescence",0.014,0.518,1,159,31,"Traf3ip2, Akt1, Akt2, Atm, Ccnd2, Cdc25a, Gadd45a, Foxm1, H2-L, Hus1, Il6, Itpr2, Kras, Mapkapk2, Nfkb1, Nras, Pik3ca, Ppp3cb, Rad1, Rad9a, Rb1, Rras, Mcu, Lin52, Tgfbr1, Vdac3, Ets1, Mapk14, Foxo1, Tsc1, Sirt1"
"Endocytosis",0.016,0.518,1,238,43,"Arap3, Vps37c, Arf1, Arf5, Capza1, Cdc42, Epn1, Acap3, Grk4, H2-L, Il2ra, Il2rg, Kif5a, Kif5b, Rab8a, Pip5k1c, Pld1, Cyth1, Rab10, Rab5b, Hspa1a, Src, Cblb, Arfgef1, Arrb2, Tgfbr1, Snx32, Iqsec2, Ehd2, Bin1, Vps37b, Agap1, Smurf2, Chmp1b, Arpc5, Chmp2a, Ap2b1, Mvb12b, Wasl, Rab11fip2, Rab11fip1, Chmp5, Rbsn"
"Ribosome biogenesis in eukaryotes",0.016,0.518,1,75,17,"Utp15, Pwp2, Csnk2b, Utp6, Cirh1a, Heatr1, Nol6, Dkc1, Wdr3, 2610020H08Rik, Nxt1, Pop4, Mphosph10, Utp14a, Wdr75, Rrp7a, Nat10"
"T cell receptor signaling pathway",0.018,0.518,1,94,20,"Akt1, Akt2, Cdc42, Il10, Jun, Kras, Lck, Nfkb1, Nras, Pdpk1, Pik3ca, Ppp3cb, Ptprc, Sos1, Cblb, Tnf, Malt1, Map2k7, Mapk14, Pak4"
"FoxO signaling pathway",0.021,0.518,1,120,24,"Akt1, Akt2, Atm, Bnip3, Ccnd2, Cdkn1b, Cdkn2d, Gadd45a, Il10, Il6, Kras, Smad4, Nras, Pdpk1, Pik3ca, Plk1, Prkag1, Sos1, Tgfbr1, Usp7, Mapk14, Foxo1, Setd7, Sirt1"
"Prolactin signaling pathway",0.027,0.518,1,56,13,"Akt1, Akt2, Ccnd2, Kras, Nfkb1, Nras, Pik3ca, Sos1, Src, Stat5a, Mapk14, Socs6, Socs5"
