"Pathway","pVal","pValFDR","pValBonferroni","Genes","HitGenes","HitGeneNames"
"MAPK signaling pathway",0,0,0,211,56,"Akt1, Akt2, Cacna1a, Cacnb1, Cdc42, Crk, Gadd45a, Egf, Elk1, Fos, Jun, Jund, Kras, Rac3, Mapkapk2, Mef2c, Nfatc3, Nfkb1, Nfkb2, Nras, Prkaca, Ppm1b, Ppp3ca, Ppp3cb, Ppp3r1, Ppp5c, Mapk8ip1, Hspa1a, Rasgrp2, Rela, Rras, Sos1, Sos2, Arrb2, Tgfbr1, Rasa1, Tnf, Map4k3, Mapk7, Cacna1i, Dusp5, Map2k7, Map3k11, Map3k2, Map3k7, Mapk14, Mapk8, Ecsit, Mapk8ip3, Cacna2d4, Stk3, Dusp10, Tab1, Dusp6, Flnc, Dusp9"
"Autophagy - animal",0,0,0,122,43,"Atg14, Akt1, Akt2, Atg5, Bnip3, Rb1cc1, Dapk3, Hif1a, Kras, Mtmr4, Nras, Igbp1, Pdpk1, Pik3ca, Pik3r1, Prkaca, Ppp2ca, Rab33b, Rras, Camkk2, Stk11, Zfyve1, Pik3c3, Ambra1, Atg4d, Map3k7, Mapk8, Atg13, Rragd, Wipi1, Rragc, Becn1, Mlst8, Gabarapl1, Tsc1, Snap29, Stx17, Atg3, Atg101, Trp53inp2, Atg16l2, Atg7, Ern1"
"Mitophagy - animal",0,0,0,61,25,"Usp30, Atg5, Bnip3, Bnip3l, Csnk2a1, Csnk2b, Hif1a, Jun, Kras, Mitf, Cited2, Nras, Rela, Rras, Sp1, Src, Rhot2, Ambra1, Mapk8, Becn1, Gabarapl1, Rhot1, Fis1, Pink1, Optn"
"Endocytosis",0,0,0.001,238,61,"Arap3, Vps37c, Ap2a1, Arf1, Arf5, Rhoa, Capza1, Cdc42, Epn1, Acap3, Grk4, Grk5, H2-L, Il2ra, Il2rg, Kif5a, Kif5b, Rab8a, Pip5k1c, Pip5k1b, Pld1, Pld2, Cyth1, Rab10, Rab5b, Hspa1a, Src, Cblb, Arfgef1, Arrb2, Tgfbr1, Snx32, Sh3glb2, Zfyve9, Iqsec2, Ehd2, Git2, Snf8, Bin1, Zfyve27, Vps37b, Agap1, Pard6a, Pard6b, Smurf2, Chmp1b, Ccdc53, Rnf41, Arpc5, Chmp2a, Stambp, Ap2b1, Snx6, Mvb12b, Wasl, Rab11fip2, Rab11fip1, Arpc2, Chmp5, Rbsn, Arfgef2"
"Ribosome biogenesis in eukaryotes",0,0,0.001,75,27,"Mdn1, Utp15, Pwp2, Csnk2a1, Csnk2b, Eif6, Utp6, Utp18, Cirh1a, Heatr1, Nol6, Gnl2, Dkc1, Wdr3, Imp4, Gnl3, 2610020H08Rik, Nop58, Nxt1, Pop4, Nob1, Mphosph10, Gar1, Utp14a, Wdr75, Rrp7a, Nat10"
"Longevity regulating pathway",0,0,0.001,81,28,"Prkab2, Adcy7, Akt1, Akt2, Atg5, Rb1cc1, Creb3, Kras, Nfkb1, Nras, Pik3ca, Pik3r1, Prkaca, Prkab1, Prkag1, Rela, Camkk2, Creb3l2, Stk11, Sesn2, Atg13, Foxo1, Tsc1, Atg101, Adipor2, Adipor1, Sesn3, Sirt1"
"FoxO signaling pathway",0,0,0.001,120,37,"Prkab2, Akt1, Akt2, Araf, Atm, Bnip3, Ccnd2, Ccng2, Cdkn1b, Cdkn2d, Plk3, Gadd45a, Egf, Il10, Il6, Il7r, Kras, Smad4, Nras, Pdpk1, Pik3ca, Pik3r1, Plk1, Prkab1, Prkag1, Sos1, Sos2, Stk11, Tgfbr1, Usp7, Mapk14, Mapk8, Foxo1, Gabarapl1, Setd7, Pck2, Sirt1"
"T cell receptor signaling pathway",0,0,0.001,94,31,"Akt1, Akt2, Rhoa, Cdc42, Dlg1, Fos, Il10, Jun, Kras, Lck, Nfatc3, Nfkb1, Nras, Pdcd1, Pdpk1, Pik3ca, Pik3r1, Ppp3ca, Ppp3cb, Ppp3r1, Ptprc, Rela, Sos1, Sos2, Cblb, Tnf, Malt1, Map2k7, Map3k7, Mapk14, Pak4"
"RNA polymerase",0,0,0.002,28,14,"Polr1b, Polr1a, Polr2a, Polr2c, Polr2h, Polr3e, Twistnb, Polr1e, Znrd1, Polr2e, Polr3k, Polr3d, Polr2d, Polr3h"
"B cell receptor signaling pathway",0,0,0.004,69,24,"Akt1, Akt2, Btk, Cr2, Fos, Cd79b, Inpp5d, Jun, Kras, Rac3, Nfatc3, Nfkb1, Nras, Pik3ca, Pik3r1, Pirb, Ppp3ca, Ppp3cb, Ppp3r1, Rela, Sos1, Sos2, Malt1, Ifitm1"
