"Pathway","pVal","pValFDR","pValBonferroni","Genes","HitGenes","HitGeneNames"
"Protein digestion and absorption",0,0,0,86,7,"Col12a1, Col14a1, Col3a1, Col5a1, Col5a2, Col1a1, Eln"
"ECM-receptor interaction",0,0.001,0.001,79,6,"Col1a1, Lamb1, Thbs2, Thbs4, Itga11, Tnn"
"Focal adhesion",0,0.007,0.021,186,7,"Col1a1, Igf1, Lamb1, Thbs2, Thbs4, Itga11, Tnn"
"PI3K-Akt signaling pathway",0.001,0.034,0.136,332,8,"Col1a1, Igf1, Il4ra, Lamb1, Thbs2, Thbs4, Itga11, Tnn"
"Relaxin signaling pathway",0.001,0.04,0.202,128,5,"Col3a1, Col1a1, Mmp13, Mmp2, Nos2"
"Complement and coagulation cascades",0.001,0.062,0.37,86,4,"Bdkrb1, Cfi, Masp1, Kng2"
"IL-17 signaling pathway",0.002,0.065,0.456,91,4,"Cxcl10, Mmp13, Mmp3, Cxcl5"
"HIF-1 signaling pathway",0.002,0.072,0.621,99,4,"Hif1a, Igf1, Nos2, Timp1"
"AGE-RAGE signaling pathway in diabetic complications",0.003,0.072,0.644,100,4,"Col3a1, Col1a1, Mmp2, Nox4"
"Cytokine-cytokine receptor interaction",0.003,0.076,0.756,251,6,"Ccr5, Cxcl10, Il11, Il4ra, Ccl8, Cxcl5"
"TNF signaling pathway",0.003,0.077,0.851,108,4,"Bcl3, Cxcl10, Mmp14, Mmp3"
"Cytosolic DNA-sensing pathway",0.005,0.103,1,60,3,"Cxcl10, Zbp1, Il33"
"Chemokine signaling pathway",0.018,0.342,1,174,4,"Ccr5, Cxcl10, Ccl8, Cxcl5"
"Valine, leucine and isoleucine biosynthesis",0.023,0.41,1,4,1,"Bcat1"
"Arginine and proline metabolism",0.031,0.523,1,48,2,"Nos2, P4ha3"
"Caffeine metabolism",0.034,0.536,1,6,1,"Uox"
"Jak-STAT signaling pathway",0.059,0.86,1,153,3,"Socs1, Il11, Il4ra"
"EGFR tyrosine kinase inhibitor resistance",0.07,0.972,1,75,2,"Gas6, Igf1"
"Calcium signaling pathway",0.083,1,1,177,3,"Bdkrb1, Nos2, Tacr1"
"GnRH signaling pathway",0.094,1,1,89,2,"Mmp14, Mmp2"
"Hematopoietic cell lineage",0.094,1,1,89,2,"Il11, Il4ra"
"Endocrine resistance",0.098,1,1,91,2,"Igf1, Mmp2"
