"Pathway","pVal","pValFDR","pValBonferroni","Genes","HitGenes","HitGeneNames"
"Platinum drug resistance",0,0,0,73,9,"APAF1, FAS, PIK3R1, PMAIP1, BAK1, BID, CASP3, CASP8, FADD"
"Apoptosis",0,0,0,135,15,"APAF1, FAS, NFKBIA, PIK3R1, PMAIP1, DIABLO, BAK1, ACTB, BID, CASP3, CASP8, TUBA1C, IKBKG, TRADD, FADD"
"TNF signaling pathway",0,0,0,108,10,"DNM1L, ATF2, FAS, NFKBIA, PIK3R1, CASP3, CASP8, IKBKG, TRADD, FADD"
"Non-alcoholic fatty liver disease (NAFLD)",0,0,0,144,10,"COX6B1, COX7B2, FAS, NDUFV3, PIK3R1, PRKAG3, BID, MLX, CASP3, CASP8"
"Apoptosis - multiple species",0,0,0,31,8,"APAF1, PMAIP1, DIABLO, BAK1, BID, CASP3, CASP8, FADD"
"Natural killer cell mediated cytotoxicity",0,0,0,125,9,"KLRK1, LAT, HLA-A, HLA-C, FAS, PIK3R1, PPP3R2, BID, CASP3"
"p53 signaling pathway",0,0,0,66,8,"APAF1, FAS, PMAIP1, BID, CASP3, CASP8, CCND3, CDK1"
"Glutathione metabolism",0,0,0,54,7,"GGT1, GCLM, GPX1, GPX4, GSS, SRM, NAT8"
"Necroptosis",0,0,0.004,162,9,"DNM1L, CHMP4B, FAS, BID, SLC25A31, CASP8, TRADD, FADD, CHMP4C"
"IL-17 signaling pathway",0,0,0.005,91,7,"IL17C, NFKBIA, CASP3, CASP8, IKBKG, TRADD, FADD"
"Ferroptosis",0,0.001,0.007,40,5,"GCLM, GPX4, GSS, SLC11A2, ACSL5"
"Phagosome",0,0.001,0.013,146,8,"DYNC1LI2, FCGR2A, HLA-A, HLA-C, ITGA2, ITGA5, ACTB, TUBA1C"
"RIG-I-like receptor signaling pathway",0,0.007,0.097,68,5,"NFKBIA, CASP8, IKBKG, TRADD, FADD"
"Adipocytokine signaling pathway",0,0.007,0.104,69,5,"NFKBIA, ACSL5, PRKAG3, IKBKG, TRADD"
"Cellular senescence",0.001,0.009,0.133,155,7,"HLA-A, HLA-C, PIK3R1, PPP3R2, SLC25A31, CCND3, CDK1"
"Cell adhesion molecules (CAMs)",0.002,0.025,0.399,137,6,"CLDN14, NEGR1, HLA-A, HLA-C, CD2, CD34"
"T cell receptor signaling pathway",0.002,0.033,0.56,100,5,"LAT, NFKBIA, PIK3R1, PPP3R2, IKBKG"
"Toll-like receptor signaling pathway",0.002,0.034,0.61,102,5,"NFKBIA, PIK3R1, CASP8, IKBKG, FADD"
"B cell receptor signaling pathway",0.004,0.051,0.976,70,4,"NFKBIA, PIK3R1, PPP3R2, IKBKG"
"Osteoclast differentiation",0.006,0.073,1,125,5,"FCGR2A, NFKBIA, PIK3R1, PPP3R2, IKBKG"
"Type I diabetes mellitus",0.006,0.075,1,41,3,"HLA-A, HLA-C, FAS"
"Cysteine and methionine metabolism",0.008,0.087,1,44,3,"GCLM, GSS, SRM"
"Fc gamma R-mediated phagocytosis",0.008,0.091,1,87,4,"ARPC1B, FCGR2A, LAT, PIK3R1"
"Longevity regulating pathway",0.009,0.091,1,88,4,"ATF2, EIF4E, PIK3R1, PRKAG3"
"Hematopoietic cell lineage",0.01,0.095,1,91,4,"ITGA2, ITGA5, CD2, CD34"
"NF-kappa B signaling pathway",0.01,0.095,1,92,4,"LAT, NFKBIA, IKBKG, TRADD"
"Th1 and Th2 cell differentiation",0.01,0.095,1,90,4,"LAT, NFKBIA, PPP3R2, IKBKG"
"Regulation of actin cytoskeleton",0.013,0.114,1,210,6,"ARPC1B, ITGA2, ITGA5, MYH10, PIK3R1, ACTB"
"Glucagon signaling pathway",0.014,0.117,1,100,4,"ATF2, CREBBP, PRKAG3, PPP3R2"
"Th17 cell differentiation",0.016,0.133,1,105,4,"LAT, NFKBIA, PPP3R2, IKBKG"
"Insulin resistance",0.017,0.133,1,106,4,"NFKBIA, PIK3R1, PRKAG3, MLX"
"NOD-like receptor signaling pathway",0.018,0.138,1,164,5,"DNM1L, NFKBIA, CASP8, IKBKG, FADD"
"Tight junction",0.019,0.143,1,167,5,"CLDN14, MYH10, PRKAG3, ACTB, TUBA1C"
"Endocytosis",0.02,0.15,1,233,6,"ARPC1B, CHMP4B, HLA-A, HLA-C, TSG101, CHMP4C"
"Platelet activation",0.026,0.187,1,122,4,"FCGR2A, ITGA2, PIK3R1, ACTB"
"MAPK signaling pathway",0.029,0.202,1,253,6,"ATF2, FAS, MAP3K3, PPP3R2, CASP3, IKBKG"
"Focal adhesion",0.035,0.233,1,196,5,"ITGA2, ITGA5, PIK3R1, ACTB, CCND3"
"PI3K-Akt signaling pathway",0.036,0.233,1,337,7,"ATF2, EIF4E, ITGA2, ITGA5, PIK3R1, IKBKG, CCND3"
"HIF-1 signaling pathway",0.061,0.389,1,97,3,"CREBBP, EIF4E, PIK3R1"
"Sulfur relay system",0.072,0.448,1,8,1,"URM1"
"Leukocyte transendothelial migration",0.082,0.498,1,110,3,"CLDN14, PIK3R1, ACTB"
"Sphingolipid signaling pathway",0.093,0.535,1,116,3,"PIK3R1, BID, TRADD"
"Thyroid hormone signaling pathway",0.093,0.535,1,116,3,"CREBBP, PIK3R1, ACTB"
"Neurotrophin signaling pathway",0.096,0.535,1,118,3,"MAP3K3, NFKBIA, PIK3R1"
"Taurine and hypotaurine metabolism",0.098,0.535,1,11,1,"GGT1"
"Oxidative phosphorylation",0.1,0.535,1,120,3,"COX6B1, COX7B2, NDUFV3"
"VEGF signaling pathway",0.101,0.535,1,58,2,"PIK3R1, PPP3R2"
"Arachidonic acid metabolism",0.107,0.548,1,60,2,"GGT1, GPX1"
"Cell cycle",0.108,0.548,1,124,3,"CREBBP, CCND3, CDK1"
"Longevity regulating pathway - multiple species",0.113,0.548,1,62,2,"PIK3R1, PRKAG3"
"Cytosolic DNA-sensing pathway",0.113,0.548,1,62,2,"NFKBIA, IKBKG"
"Fatty acid biosynthesis",0.114,0.548,1,13,1,"ACSL5"
"Relaxin signaling pathway",0.118,0.552,1,129,3,"ATF2, NFKBIA, PIK3R1"
"FoxO signaling pathway",0.12,0.552,1,130,3,"CREBBP, PIK3R1, PRKAG3"
"Fc epsilon RI signaling pathway",0.125,0.56,1,66,2,"LAT, PIK3R1"
"Adherens junction",0.128,0.56,1,67,2,"CREBBP, ACTB"
