"Pathway","pVal","pValFDR","pValBonferroni","Genes","HitGenes","HitGeneNames"
"Apoptosis",0,0,0,135,15,"APAF1, FAS, NFKBIA, PIK3R1, PMAIP1, DIABLO, BAK1, ACTB, BID, CASP3, CASP8, TUBA1C, IKBKG, TRADD, FADD"
"Apoptosis - multiple species",0,0,0,31,8,"APAF1, PMAIP1, DIABLO, BAK1, BID, CASP3, CASP8, FADD"
"Phagosome",0,0,0,146,15,"CYBA, DYNC1LI2, FCGR2A, STX12, HLA-A, HLA-C, ITGA2, ITGA5, LAMP1, NOS1, ATP6V0A4, ACTB, COLEC11, TUBA1C, ATP6V0D1"
"Platinum drug resistance",0,0.002,0.006,73,9,"APAF1, FAS, PIK3R1, PMAIP1, BAK1, BID, CASP3, CASP8, FADD"
"p53 signaling pathway",0,0.004,0.02,66,8,"APAF1, FAS, PMAIP1, BID, CASP3, CASP8, CCND3, CDK1"
"TNF signaling pathway",0,0.004,0.026,108,10,"DNM1L, ATF2, FAS, NFKBIA, PIK3R1, CASP3, CASP8, IKBKG, TRADD, FADD"
"Glutathione metabolism",0,0.005,0.037,54,7,"GGT1, GCLM, GPX1, GPX4, GSS, SRM, NAT8"
"NOD-like receptor signaling pathway",0,0.007,0.053,164,12,"DNM1L, GBP4, CYBA, GABARAPL1, PYDC1, NFKBIA, TRPV2, MFN1, CASP5, CASP8, IKBKG, FADD"
"MAPK signaling pathway",0,0.01,0.088,253,15,"ATF2, DUSP4, FGF3, MAPK8IP2, FAS, MAP3K3, MYC, PPM1A, PPP3R2, RASGRF2, SRF, CASP3, IKBKG, CDC25B, FGF19"
"Wnt signaling pathway",0.001,0.024,0.242,142,10,"CREBBP, DVL2, MYC, PPP3R2, CHD8, SFRP5, WNT1, FZD5, CCND3, CER1"
"Non-alcoholic fatty liver disease (NAFLD)",0.001,0.024,0.269,144,10,"COX6B1, COX7B2, FAS, NDUFV3, PIK3R1, PRKAG3, BID, MLX, CASP3, CASP8"
"Cell cycle",0.001,0.027,0.351,124,9,"CREBBP, ORC3, MYC, ANAPC7, TTK, CDC45, CCND3, CDK1, CDC25B"
"Natural killer cell mediated cytotoxicity",0.001,0.027,0.371,125,9,"KLRK1, LAT, HLA-A, HLA-C, FAS, PIK3R1, PPP3R2, BID, CASP3"
"Hippo signaling pathway",0.002,0.027,0.386,151,10,"CTGF, DLG1, DVL2, MYC, PPP2CA, ACTB, TP53BP2, WNT1, FZD5, CCND3"
"Ferroptosis",0.002,0.027,0.398,40,5,"GCLM, GPX4, GSS, SLC11A2, ACSL5"
"Regulation of actin cytoskeleton",0.002,0.03,0.478,210,12,"ARPC1B, CHRM5, FGF3, FN1, INSRR, ITGA2, ITGA5, MYH10, PIK3R1, SSH3, ACTB, FGF19"
"Fatty acid degradation",0.002,0.032,0.552,43,5,"CPT1B, CPT2, CYP4A11, ALDH7A1, ACSL5"
"Cysteine and methionine metabolism",0.002,0.034,0.612,44,5,"GCLM, GSS, ADI1, SRM, CBS"
"IL-17 signaling pathway",0.003,0.045,0.86,91,7,"IL17C, NFKBIA, CASP3, CASP8, IKBKG, TRADD, FADD"
"Adipocytokine signaling pathway",0.004,0.046,0.91,69,6,"CPT1B, NFKBIA, ACSL5, PRKAG3, IKBKG, TRADD"
"Endocytosis",0.005,0.054,1,233,12,"ARPC1B, CHMP4B, HLA-A, HLA-C, CXCR2, RAB8A, ARFGAP1, TSG101, CXCR4, RABEP1, CHMP4C, IST1"
"PI3K-Akt signaling pathway",0.006,0.069,1,337,15,"ATF2, EIF4E, FGF3, FN1, ITGA2, ITGA5, MYC, PIK3R1, PPP2CA, SPP1, TNR, VWF, IKBKG, CCND3, FGF19"
"RNA transport",0.008,0.085,1,161,9,"NUP50, POP4, EIF4E, NUP205, FMR1, SUMO2, EIF2B3, EIF4A3, NUP153"
"Necroptosis",0.008,0.085,1,162,9,"DNM1L, CHMP4B, FAS, BID, SLC25A31, CASP8, TRADD, FADD, CHMP4C"
"ECM-receptor interaction",0.008,0.085,1,82,6,"FN1, ITGA2, ITGA5, SPP1, TNR, VWF"
"Tight junction",0.01,0.097,1,167,9,"DLG1, CLDN14, RAB8A, MYH10, PRKAG3, PPP2CA, RAB13, ACTB, TUBA1C"
