"Pathway","pVal","pValFDR","pValBonferroni","Genes","HitGenes","HitGeneNames"
"NOD-like receptor signaling pathway",0,0,0,166,12,"NAMPT, GABARAP, CTSB, GBP1, GBP2, IL1B, NFKB1, OAS2, OAS3, CCL5, STAT1, TXN"
"NF-kappa B signaling pathway",0,0,0,93,9,"DDX58, ICAM1, IL1B, CCL4L1, NFKB1, NFKB2, PTGS2, TRAF1, CD40"
"Hematopoietic cell lineage",0,0,0,94,9,"IL1A, IL1B, ITGAM, TFRC, CD1A, CD1C, CD9, CD36, CD44"
"Osteoclast differentiation",0,0,0.001,127,9,"IL1A, IL1B, LCP2, NCF2, NFKB1, NFKB2, ACP5, STAT1, SQSTM1"
"Necroptosis",0,0,0.001,162,10,"FTH1, FTL, IL1A, IL1B, PLA2G4A, EIF2AK2, STAT1, STAT5A, CAMK2D, SQSTM1"
"Ferroptosis",0,0,0.001,40,6,"ACSL1, ACSL4, FTH1, FTL, HMOX1, TFRC"
"Toll-like receptor signaling pathway",0,0,0.002,104,8,"IL1B, IRF5, CCL4L1, NFKB1, CCL3, CCL5, STAT1, CD40"
"TNF signaling pathway",0,0.003,0.028,108,7,"ICAM1, IL1B, NFKB1, PTGS2, CCL5, CCL20, TRAF1"
"Cytosolic DNA-sensing pathway",0,0.012,0.112,63,5,"DDX58, IL1B, CCL4L1, NFKB1, CCL5"
"HIF-1 signaling pathway",0,0.012,0.121,98,6,"HK2, HMOX1, NFKB1, PFKFB3, TFRC, CAMK2D"
"AGE-RAGE signaling pathway in diabetic complications",0.001,0.012,0.128,99,6,"ICAM1, IL1A, IL1B, NFKB1, STAT1, STAT5A"
"Tryptophan metabolism",0.001,0.014,0.163,39,4,"IL4I1, IDO1, KMO, KYNU"
"PPAR signaling pathway",0.001,0.016,0.207,72,5,"FABP4, FABP5, ACSL1, ACSL4, CD36"
"Type I diabetes mellitus",0.001,0.017,0.236,43,4,"HLA-A, HLA-B, IL1A, IL1B"
"Mineral absorption",0.002,0.03,0.45,51,4,"FTH1, FTL, HMOX1, MT2A"
"Antifolate resistance",0.004,0.058,0.96,31,3,"IL1B, NFKB1, GGH"
"Phagosome",0.004,0.058,0.978,147,6,"HLA-A, HLA-B, ITGAM, NCF2, TFRC, CD36"
"Fructose and mannose metabolism",0.005,0.064,1,33,3,"HK2, PFKFB3, FBP2"
"Adipocytokine signaling pathway",0.005,0.068,1,69,4,"ACSL1, ACSL4, NFKB1, CD36"
"Alanine, aspartate and glutamate metabolism",0.005,0.068,1,35,3,"IL4I1, GFPT1, GLS"
"RIG-I-like receptor signaling pathway",0.006,0.068,1,70,4,"DDX58, NFKB1, IFIH1, ISG15"
"Fatty acid biosynthesis",0.008,0.086,1,13,2,"ACSL1, ACSL4"
"Chemokine signaling pathway",0.011,0.121,1,183,6,"CCL4L1, NFKB1, CCL3, CCL5, CCL20, STAT1"
"Cell adhesion molecules (CAMs)",0.013,0.136,1,137,5,"HLA-A, HLA-B, ICAM1, ITGAM, CD40"
"IL-17 signaling pathway",0.014,0.136,1,90,4,"IL1B, NFKB1, PTGS2, CCL20"
"Non-alcoholic fatty liver disease (NAFLD)",0.015,0.142,1,141,5,"IL1A, IL1B, NDUFA4, NDUFA10, NFKB1"
"Cytokine-cytokine receptor interaction",0.019,0.177,1,266,7,"IL1A, IL1B, CCL4L1, CCL3, CCL5, CCL20, CD40"
"Cellular senescence",0.023,0.206,1,158,5,"HLA-A, HLA-B, IL1A, NFKB1, SQSTM1"
