"Pathway","pVal","pValFDR","pValBonferroni","Genes","HitGenes","HitGeneNames"
"Malaria",0,0.017,0.021,49,5,"CD36, CD40, HBB, ICAM1, IL1B"
"Rheumatoid arthritis",0,0.017,0.048,91,6,"ACP5, ICAM1, IL1A, IL1B, CCL5, CCL20"
"African trypanosomiasis",0,0.017,0.051,32,4,"HBB, ICAM1, IL1B, IDO1"
"Tryptophan metabolism",0,0.028,0.11,39,4,"IDO1, WARS, KYNU, IL4I1"
"Cytosolic DNA-sensing pathway",0.002,0.087,0.436,56,4,"IL1B, NFKB1, CCL5, CCL4L2"
"Alanine, aspartate and glutamate metabolism",0.003,0.109,0.77,32,3,"GFPT1, GLS, IL4I1"
"Adipocytokine signaling pathway",0.004,0.109,0.887,68,4,"CD36, ACSL1, ACSL4, NFKB1"
"PPAR signaling pathway",0.004,0.109,0.985,70,4,"CD36, FABP5, ACSL1, ACSL4"
"Prion diseases",0.004,0.109,0.996,35,3,"IL1A, IL1B, CCL5"
"Leishmaniasis",0.005,0.109,1,72,4,"IL1A, IL1B, NFKB1, PTGS2"
"Osteoclast differentiation",0.007,0.146,1,127,5,"ACP5, IL1A, IL1B, NFKB1, NFKB2"
"Hematopoietic cell lineage",0.009,0.17,1,86,4,"CD36, IL1A, IL1B, TFRC"
"Toll-like receptor signaling pathway",0.016,0.268,1,102,4,"CD40, IL1B, NFKB1, CCL5"
"NOD-like receptor signaling pathway",0.017,0.268,1,57,3,"IL1B, NFKB1, CCL5"
"Amoebiasis",0.018,0.268,1,105,4,"IL1B, NFKB1, SERPINB2, SERPINB9"
"RIG-I-like receptor signaling pathway",0.029,0.412,1,70,3,"NFKB1, ISG15, IFIH1"
"Cytokine-cytokine receptor interaction",0.037,0.457,1,260,6,"CD40, IL1A, IL1B, CCL5, CCL20, CCL4L2"
"Peroxisome",0.038,0.457,1,78,3,"ACSL1, ACSL4, SOD2"
"D-Glutamine and D-glutamate metabolism",0.038,0.457,1,4,1,"GLS"
"Primary immunodeficiency",0.044,0.461,1,35,2,"ADA, CD40"
"Small cell lung cancer",0.046,0.461,1,84,3,"NFKB1, PTGS2, TRAF1"
"Fructose and mannose metabolism",0.046,0.461,1,36,2,"PFKFB3, FBP2"
"Phenylalanine, tyrosine and tryptophan biosynthesis",0.047,0.461,1,5,1,"IL4I1"
"Apoptosis",0.049,0.461,1,86,3,"IL1A, IL1B, NFKB1"
"Graft-versus-host disease",0.053,0.484,1,39,2,"IL1A, IL1B"
"Porphyrin and chlorophyll metabolism",0.058,0.508,1,41,2,"FTH1, HMOX1"
"Fatty acid metabolism",0.064,0.514,1,43,2,"ACSL1, ACSL4"
"Type I diabetes mellitus",0.064,0.514,1,43,2,"IL1A, IL1B"
"Chagas disease (American trypanosomiasis)",0.077,0.603,1,104,3,"IL1B, NFKB1, CCL5"
"Riboflavin metabolism",0.092,0.693,1,10,1,"ACP5"
"Chemokine signaling pathway",0.101,0.73,1,185,4,"NFKB1, CCL5, CCL20, CCL4L2"
"Acute myeloid leukemia",0.103,0.73,1,57,2,"NFKB1, STAT5A"
"Cell adhesion molecules (CAMs)",0.122,0.835,1,127,3,"CD40, ICAM1, CD274"
"Epithelial cell signaling in Helicobacter pylori infection",0.138,0.914,1,68,2,"NFKB1, CCL5"
"Viral myocarditis",0.142,0.914,1,69,2,"CD40, ICAM1"
"Phenylalanine metabolism",0.151,0.946,1,17,1,"IL4I1"
"Chronic myeloid leukemia",0.155,0.946,1,73,2,"NFKB1, STAT5A"
"Steroid biosynthesis",0.168,0.998,1,19,1,"LIPA"
"Phagosome",0.174,1,1,150,3,"CD36, MRC1, TFRC"
"Protein export",0.192,1,1,22,1,"SRP14"
"Alzheimer's disease",0.193,1,1,158,3,"ATP2A2, IL1B, NDUFA4"
"Nitrogen metabolism",0.199,1,1,23,1,"GLS"
"Proximal tubule bicarbonate reclamation",0.199,1,1,23,1,"GLS"
"Salivary secretion",0.207,1,1,88,2,"CST3, LYZ"
"Nicotinate and nicotinamide metabolism",0.207,1,1,24,1,"NAMPT"
"Pentose phosphate pathway",0.222,1,1,26,1,"FBP2"
"MAPK signaling pathway",0.247,1,1,264,4,"IL1A, IL1B, NFKB1, NFKB2"
"Asthma",0.252,1,1,30,1,"CD40"
"Cysteine and methionine metabolism",0.287,1,1,35,1,"IL4I1"
"SNARE interactions in vesicular transport",0.294,1,1,36,1,"STX11"
"Allograft rejection",0.301,1,1,37,1,"CD40"
"Oxidative phosphorylation",0.307,1,1,116,2,"NDUFA4, PPA1"
"Lysosome",0.321,1,1,120,2,"ACP5, LIPA"
"Tyrosine metabolism",0.321,1,1,40,1,"IL4I1"
"Aminoacyl-tRNA biosynthesis",0.328,1,1,41,1,"WARS"
"Fat digestion and absorption",0.328,1,1,41,1,"CD36"
"Valine, leucine and isoleucine degradation",0.347,1,1,44,1,"IL4I1"
"Toxoplasmosis",0.349,1,1,128,2,"CD40, NFKB1"
"Hepatitis C",0.36,1,1,131,2,"IFIT1, NFKB1"
"Intestinal immune network for IgA production",0.372,1,1,48,1,"CD40"
"Amino sugar and nucleotide sugar metabolism",0.372,1,1,48,1,"GFPT1"
"Autoimmune thyroid disease",0.396,1,1,52,1,"CD40"
"Arginine and proline metabolism",0.402,1,1,53,1,"GLS"
"Staphylococcus aureus infection",0.402,1,1,53,1,"ICAM1"
"Arachidonic acid metabolism",0.413,1,1,55,1,"PTGS2"
"Shigellosis",0.447,1,1,61,1,"NFKB1"
"Glycolysis / Gluconeogenesis",0.468,1,1,65,1,"FBP2"
"Ribosome biogenesis in eukaryotes",0.478,1,1,67,1,"UTP18"
"Complement and coagulation cascades",0.483,1,1,68,1,"PLAUR"
"Pancreatic cancer",0.488,1,1,69,1,"NFKB1"
"Cardiac muscle contraction",0.498,1,1,71,1,"ATP2A2"
"Antigen processing and presentation",0.498,1,1,71,1,"CD74"
"Huntington's disease",0.499,1,1,173,2,"NDUFA4, SOD2"
"Arrhythmogenic right ventricular cardiomyopathy (ARVC)",0.513,1,1,74,1,"ATP2A2"
"VEGF signaling pathway",0.513,1,1,74,1,"PTGS2"
"B cell receptor signaling pathway",0.517,1,1,75,1,"NFKB1"
"ECM-receptor interaction",0.549,1,1,82,1,"CD36"
"Hypertrophic cardiomyopathy (HCM)",0.554,1,1,83,1,"ATP2A2"
"ErbB signaling pathway",0.567,1,1,86,1,"STAT5A"
"Endocytosis",0.567,1,1,196,2,"TFRC, EHD1"
"Prostate cancer",0.575,1,1,88,1,"NFKB1"
"Dilated cardiomyopathy",0.583,1,1,90,1,"ATP2A2"
"Fc gamma R-mediated phagocytosis",0.583,1,1,90,1,"MARCKS"
"Pancreatic secretion",0.618,1,1,99,1,"ATP2A2"
"T cell receptor signaling pathway",0.644,1,1,106,1,"NFKB1"
"Leukocyte transendothelial migration",0.664,1,1,112,1,"ICAM1"
"Parkinson's disease",0.664,1,1,112,1,"NDUFA4"
"Tight junction",0.705,1,1,125,1,"EPB41L3"
"Neurotrophin signaling pathway",0.708,1,1,126,1,"NFKB1"
"Natural killer cell mediated cytotoxicity",0.722,1,1,131,1,"ICAM1"
"Systemic lupus erythematosus",0.724,1,1,132,1,"CD40"
"Insulin signaling pathway",0.738,1,1,137,1,"FBP2"
"Jak-STAT signaling pathway",0.778,1,1,154,1,"STAT5A"
"Protein processing in endoplasmic reticulum",0.783,1,1,156,1,"DNAJA1"
"Calcium signaling pathway",0.824,1,1,177,1,"ATP2A2"
"Caffeine metabolism",1,1,1,7,0,""
"Drug metabolism - other enzymes",1,1,1,50,0,""
"beta-Alanine metabolism",1,1,1,22,0,""
"Propanoate metabolism",1,1,1,32,0,""
"Butanoate metabolism",1,1,1,30,0,""
"ABC transporters",1,1,1,44,0,""
"Cell cycle",1,1,1,122,0,""
"Axon guidance",1,1,1,126,0,""
"Pathogenic Escherichia coli infection",1,1,1,54,0,""
"Histidine metabolism",1,1,1,28,0,""
"Glycosphingolipid biosynthesis - lacto and neolacto series",1,1,1,25,0,""
"Biosynthesis of unsaturated fatty acids",1,1,1,19,0,""
"Fatty acid biosynthesis",1,1,1,6,0,""
"Pyruvate metabolism",1,1,1,40,0,""
"Synthesis and degradation of ketone bodies",1,1,1,9,0,""
"Lysine degradation",1,1,1,38,0,""
"Glyoxylate and dicarboxylate metabolism",1,1,1,18,0,""
"Terpenoid backbone biosynthesis",1,1,1,15,0,""
"Taste transduction",1,1,1,51,0,""
"Glycerophospholipid metabolism",1,1,1,72,0,""
"Citrate cycle (TCA cycle)",1,1,1,30,0,""
"alpha-Linolenic acid metabolism",1,1,1,18,0,""
"Adherens junction",1,1,1,68,0,""
"Vascular smooth muscle contraction",1,1,1,114,0,""
"Focal adhesion",1,1,1,196,0,""
"Regulation of actin cytoskeleton",1,1,1,212,0,""
"Gastric acid secretion",1,1,1,74,0,""
"Bacterial invasion of epithelial cells",1,1,1,69,0,""
"Vibrio cholerae infection",1,1,1,53,0,""
"TGF-beta signaling pathway",1,1,1,83,0,""
"Oocyte meiosis",1,1,1,110,0,""
"Gap junction",1,1,1,89,0,""
"Long-term potentiation",1,1,1,70,0,""
"GnRH signaling pathway",1,1,1,99,0,""
"Progesterone-mediated oocyte maturation",1,1,1,85,0,""
"Melanogenesis",1,1,1,100,0,""
"Bile secretion",1,1,1,71,0,""
"Olfactory transduction",1,1,1,373,0,""
"Vasopressin-regulated water reabsorption",1,1,1,44,0,""
"Neuroactive ligand-receptor interaction",1,1,1,269,0,""
"Retinol metabolism",1,1,1,62,0,""
"Metabolism of xenobiotics by cytochrome P450",1,1,1,68,0,""
"Drug metabolism - cytochrome P450",1,1,1,70,0,""
"Base excision repair",1,1,1,32,0,""
"Other glycan degradation",1,1,1,17,0,""
"Starch and sucrose metabolism",1,1,1,52,0,""
"Notch signaling pathway",1,1,1,46,0,""
"Renin-angiotensin system",1,1,1,17,0,""
"Glycine, serine and threonine metabolism",1,1,1,32,0,""
"mTOR signaling pathway",1,1,1,50,0,""
"Fc epsilon RI signaling pathway",1,1,1,77,0,""
"Carbohydrate digestion and absorption",1,1,1,43,0,""
"Colorectal cancer",1,1,1,62,0,""
"Renal cell carcinoma",1,1,1,66,0,""
"Endometrial cancer",1,1,1,52,0,""
"Glioma",1,1,1,65,0,""
"Melanoma",1,1,1,71,0,""
"Non-small cell lung cancer",1,1,1,54,0,""
"Pentose and glucuronate interconversions",1,1,1,29,0,""
"Ascorbate and aldarate metabolism",1,1,1,24,0,""
"Glycerolipid metabolism",1,1,1,44,0,""
"Galactose metabolism",1,1,1,27,0,""
"Linoleic acid metabolism",1,1,1,28,0,""
"Folate biosynthesis",1,1,1,11,0,""
"One carbon pool by folate",1,1,1,18,0,""
"Glutathione metabolism",1,1,1,48,0,""
"Vitamin B6 metabolism",1,1,1,6,0,""
"p53 signaling pathway",1,1,1,67,0,""
"Amyotrophic lateral sclerosis (ALS)",1,1,1,53,0,""
"Pyrimidine metabolism",1,1,1,98,0,""
"Wnt signaling pathway",1,1,1,149,0,""
"Basal cell carcinoma",1,1,1,54,0,""
"Ubiquitin mediated proteolysis",1,1,1,129,0,""
"Vitamin digestion and absorption",1,1,1,24,0,""
"Long-term depression",1,1,1,68,0,""
"Bladder cancer",1,1,1,41,0,""
"Circadian rhythm - mammal",1,1,1,22,0,""
"Phototransduction",1,1,1,28,0,""
"Sphingolipid metabolism",1,1,1,37,0,""
"Glycosaminoglycan degradation",1,1,1,18,0,""
"Steroid hormone biosynthesis",1,1,1,54,0,""
"Aldosterone-regulated sodium reabsorption",1,1,1,42,0,""
"Protein digestion and absorption",1,1,1,80,0,""
"Collecting duct acid secretion",1,1,1,27,0,""
"Lysine biosynthesis",1,1,1,3,0,""
"Primary bile acid biosynthesis",1,1,1,16,0,""
"Taurine and hypotaurine metabolism",1,1,1,9,0,""
"Valine, leucine and isoleucine biosynthesis",1,1,1,11,0,""
"Pantothenate and CoA biosynthesis",1,1,1,16,0,""
"Thyroid cancer",1,1,1,29,0,""
"Homologous recombination",1,1,1,26,0,""
"Hedgehog signaling pathway",1,1,1,55,0,""
"RNA polymerase",1,1,1,28,0,""
"Biotin metabolism",1,1,1,2,0,""
"RNA degradation",1,1,1,68,0,""
"Type II diabetes mellitus",1,1,1,47,0,""
"Phosphatidylinositol signaling system",1,1,1,78,0,""
"Selenocompound metabolism",1,1,1,15,0,""
"Nucleotide excision repair",1,1,1,44,0,""
"Spliceosome",1,1,1,125,0,""
"RNA transport",1,1,1,143,0,""
"mRNA surveillance pathway",1,1,1,78,0,""
"N-Glycan biosynthesis",1,1,1,49,0,""
"D-Arginine and D-ornithine metabolism",1,1,1,1,0,""
"DNA replication",1,1,1,36,0,""
"Non-homologous end-joining",1,1,1,12,0,""
