"Pathway","pVal","pValFDR","pValBonferroni","Genes","HitGenes","HitGeneNames"
"Spliceosome",0,0,0,120,27,"Sf3b3, Snrpd2, Hspa8, Magoh, Srsf3, Snrpc, Snrpb, Snrpd1, Snrpe, Dhx8, Hnrnpa3, Sf3b2, Snrnp200, Plrg1, Ddx39b, Isy1, Rbm8a, Sf3b6, Sf3b5, Lsm5, Snrpd3, Sf3a1, Snrpg, Phf5a, Snrpa1, Sf3a3, Sf3b1"
"RNA transport",0,0,0,146,20,"Nup107, Xpo1, Eif4g2, Kpnb1, Nxf7, Magoh, Nup62, Casc3, Ran, Rasl2-9, Rnps1, Nup98, Thoc6, Nup85, Nxf1, Ddx39b, Rbm8a, Eif3f, Rpp25l, Seh1l"
"Proteasome",0,0,0,44,23,"Psma2, Psma3, Psmb1, Psmb4, Psmb6, Psmc1, Psmc3, Psmc5, Psmd2, Psmd3, Psmc4, Psma1, Psma4, Psma6, Psma7, Psmb2, Psmb3, Psmd14, Psmd6, Pomp, Psmc6, Psmd11, Psmd1"
"Pyrimidine metabolism",0,0.019,0.096,87,11,"Polr2a, Tk1, Polr2b, Nme6, Nme4, Polr2g, Polr2d, Polr2f, Cant1, Nme3, Uck2"
"Ribosome biogenesis in eukaryotes",0,0.019,0.103,74,10,"Imp3, Xpo1, Utp15, Nxf7, Ran, Rasl2-9, Fbll1, Nxf1, Gar1, Rpp25l"
"Osteoclast differentiation",0,0.019,0.115,118,13,"Acp5, Ctsk, Fyn, Ikbkg, Il1a, Jund, Pik3ca, Ppp3r1, Spi1, Oscar, Mapk13, Tab1, Pik3cb"
"AMPK signaling pathway",0.001,0.02,0.146,121,13,"Cpt1a, Ins1, Pdpk1, Pfkfb1, Pik3ca, Prkag1, Scd1, Creb3l3, Foxo3, Strada, Adipor1, Pik3cb, Creb3l4"
"PPAR signaling pathway",0.001,0.02,0.158,78,10,"Fabp4, Cpt1a, Gk, Pdpk1, Ppard, Rxrg, Scd1, Acsl6, Slc27a2, Cyp4a12a"
"mRNA surveillance pathway",0.001,0.021,0.193,80,10,"Nxf7, Magoh, Casc3, Rnps1, Cpsf7, Cpsf6, Nxf1, Ddx39b, Pabpn1, Rbm8a"
"RNA polymerase",0.001,0.028,0.282,22,5,"Polr2a, Polr2b, Polr2g, Polr2d, Polr2f"
"Longevity regulating pathway",0.002,0.036,0.407,88,10,"Ins1, Pik3ca, Prkaca, Prkag1, Creb3l3, Sesn2, Foxo3, Adipor1, Pik3cb, Creb3l4"
"Insulin resistance",0.002,0.036,0.435,104,11,"Cpt1a, Ins1, Nos3, Pdpk1, Pik3ca, Prkce, Prkag1, Creb3l3, Slc27a2, Pik3cb, Creb3l4"
"Estrogen signaling pathway",0.002,0.04,0.524,91,10,"Gnao1, Hspa8, Kcnj5, Nos3, Pik3ca, Prkaca, Creb3l3, Hsp90b1, Pik3cb, Creb3l4"
"Relaxin signaling pathway",0.003,0.045,0.627,125,12,"Gnao1, Nos1, Nos3, Pik3ca, Prkaca, Creb3l3, Vegfa, Vegfb, Insl5, Mapk13, Pik3cb, Creb3l4"
"mTOR signaling pathway",0.003,0.051,0.772,145,13,"Prr5, Dvl2, Ins1, Pdpk1, Pik3ca, Slc7a5, Wnt9b, Sesn2, Atp6v1g3, Telo2, Seh1l, Strada, Pik3cb"
"VEGF signaling pathway",0.005,0.081,1,57,7,"Nos3, Pik3ca, Ppp3r1, Vegfa, Mapk13, Pla2g4f, Pik3cb"
"Longevity regulating pathway - multiple species",0.007,0.102,1,60,7,"Hspa8, Ins1, Pik3ca, Prkaca, Prkag1, Foxo3, Pik3cb"
"Protein export",0.008,0.113,1,22,4,"Srp68, Sec61a1, Sec11a, Sec61a2"
"FoxO signaling pathway",0.009,0.113,1,128,11,"Plk3, Ins1, Pdpk1, Pik3ca, Plk1, Prkag1, Mapk13, Ep300, Foxo4, Foxo3, Pik3cb"
"Fc epsilon RI signaling pathway",0.011,0.133,1,65,7,"Fyn, Il13, Pdpk1, Pik3ca, Mapk13, Pla2g4f, Pik3cb"
"Purine metabolism",0.013,0.152,1,154,12,"Polr2a, Ppat, Polr2b, Nme6, Nme4, Polr2g, Ak8, Polr2d, Polr2f, Cant1, Nme3, Allc"
"Adipocytokine signaling pathway",0.014,0.152,1,68,7,"Cpt1a, Ikbkg, Prkag1, Rxrg, Acsl6, Tnfrsf1b, Adipor1"
"Regulation of lipolysis in adipocytes",0.014,0.152,1,53,6,"Fabp4, Ins1, Pik3ca, Prkaca, Pnpla2, Pik3cb"
"Progesterone-mediated oocyte maturation",0.016,0.169,1,87,8,"Ins1, Mad1l1, Pik3ca, Prkaca, Plk1, Cpeb2, Mapk13, Pik3cb"
"TNF signaling pathway",0.018,0.18,1,106,9,"Cebpb, Ikbkg, Pik3ca, Creb3l3, Tnfrsf1b, Mapk13, Tab1, Pik3cb, Creb3l4"
"Vasopressin-regulated water reabsorption",0.02,0.19,1,42,5,"Arhgdig, Prkaca, Creb3l3, Dync1li1, Creb3l4"
"Toll-like receptor signaling pathway",0.028,0.256,1,96,8,"Tirap, Ctsk, Ikbkg, Pik3ca, Mapk13, Irak4, Tab1, Pik3cb"
"HIF-1 signaling pathway",0.029,0.256,1,97,8,"Aldoa, Arnt, Ins1, Nos3, Pik3ca, Vegfa, Ep300, Pik3cb"
"Neurotrophin signaling pathway",0.03,0.256,1,116,9,"Irak2, Arhgdig, Ngfr, Pdpk1, Pik3ca, Mapk13, Irak4, Foxo3, Pik3cb"
"Glucagon signaling pathway",0.031,0.256,1,98,8,"Cpt1a, Pfkfb1, Prkaca, Ppp3r1, Prkag1, Creb3l3, Ep300, Creb3l4"
"AGE-RAGE signaling pathway in diabetic complications",0.034,0.275,1,100,8,"Il1a, Nos3, Pik3ca, Prkce, Vegfa, Vegfb, Mapk13, Pik3cb"
"Aldosterone-regulated sodium reabsorption",0.045,0.35,1,36,4,"Ins1, Pdpk1, Pik3ca, Pik3cb"
"Cholinergic synapse",0.055,0.415,1,110,8,"Chrm4, Fyn, Gnao1, Pik3ca, Prkaca, Creb3l3, Pik3cb, Creb3l4"
"Olfactory transduction",0.059,0.415,1,1000,47,"Gnal, Olfr78, Olfr2, Olfr31, Prkaca, Olfr1089, Olfr1028, Olfr1318, Olfr566, Olfr624, Olfr506, Olfr1412, Olfr113, Olfr518, Olfr1145, Olfr186, Olfr1350, Olfr462, Olfr887, Olfr450, Olfr694, Olfr716, Olfr972, Olfr736, Olfr1441, Olfr262, Olfr398, Olfr433, Olfr599, Olfr1408, Olfr1502, Olfr665, Olfr640, Olfr975, Olfr1341, Olfr985, Olfr898, Olfr802, Olfr352, Olfr457, Olfr394, Olfr520, Olfr549, Olfr570, Olfr670, Olfr592, Olfr480"
"Thyroid hormone signaling pathway",0.06,0.415,1,112,8,"Kat2a, Itgav, Pdpk1, Pik3ca, Prkaca, Rxrg, Ep300, Pik3cb"
"alpha-Linolenic acid metabolism",0.06,0.415,1,24,3,"Pla2g1b, Pla2g4f, Pla2g12b"
"Ras signaling pathway",0.065,0.441,1,217,13,"Fgf12, Ikbkg, Ins1, Ngfr, Pik3ca, Prkaca, Pla2g1b, Vegfa, Vegfb, Pla2g4f, Foxo4, Pla2g12b, Pik3cb"
"Vascular smooth muscle contraction",0.068,0.445,1,115,8,"Adra1b, Prkaca, Prkce, Pla2g1b, Avpr1b, Pla2g4f, Cyp4a12a, Pla2g12b"
"Platelet activation",0.071,0.451,1,116,8,"Fyn, Nos3, Pik3ca, Prkaca, Tbxa2r, Mapk13, Pla2g4f, Pik3cb"
"Melanogenesis",0.076,0.471,1,98,7,"Dvl2, Gnao1, Prkaca, Creb3l3, Wnt9b, Ep300, Creb3l4"
"T cell receptor signaling pathway",0.079,0.479,1,99,7,"Fyn, Ikbkg, Pdpk1, Pik3ca, Ppp3r1, Mapk13, Pik3cb"
"Rap1 signaling pathway",0.081,0.48,1,203,12,"Arap3, Fgf12, Gnao1, Ins1, Itgb2l, Ngfr, Pik3ca, Vegfa, Vegfb, Mapk13, Lpar3, Pik3cb"
"Linoleic acid metabolism",0.088,0.498,1,45,4,"Cyp3a13, Pla2g1b, Pla2g4f, Pla2g12b"
"Type II diabetes mellitus",0.088,0.498,1,45,4,"Ins1, Pik3ca, Prkce, Pik3cb"
"Oxytocin signaling pathway",0.09,0.498,1,143,9,"Gnao1, Kcnj5, Mef2c, Nos3, Prkaca, Ppp3r1, Prkag1, Camk1g, Pla2g4f"
"Calcium signaling pathway",0.111,0.599,1,171,10,"Adra1b, Cckbr, Gnal, Nos1, Nos3, Prkaca, Ppp3r1, Tbxa2r, Avpr1b, Cysltr1"
"IL-17 signaling pathway",0.123,0.638,1,90,6,"Cebpb, Ikbkg, Il13, Jund, Hsp90b1, Mapk13"
"Prolactin signaling pathway",0.123,0.638,1,70,5,"Ins1, Pik3ca, Mapk13, Foxo3, Pik3cb"
"Oocyte meiosis",0.129,0.652,1,112,7,"Smc3, Ins1, Prkaca, Plk1, Ppp3r1, Cpeb2, Smc1a"
"Arginine biosynthesis",0.133,0.652,1,17,2,"Nos1, Nos3"
"cGMP-PKG signaling pathway",0.134,0.652,1,156,9,"Adra1b, Adra2b, Ins1, Mef2c, Nos3, Prkce, Ppp3r1, Creb3l3, Creb3l4"
"Inflammatory mediator regulation of TRP channels",0.142,0.669,1,115,7,"Pik3ca, Prkaca, Prkce, Mapk13, Pla2g4f, Cyp4a12a, Pik3cb"
"Sphingolipid signaling pathway",0.142,0.669,1,115,7,"Fyn, Nos3, Pdpk1, Pik3ca, Prkce, Mapk13, Pik3cb"
"Wnt signaling pathway",0.153,0.704,1,139,8,"Dvl2, Prkaca, Ppard, Ppp3r1, Wnt9b, Ep300, Bambi, Nkd2"
"PI3K-Akt signaling pathway",0.156,0.704,1,322,16,"Fgf12, Ikbkg, Ins1, Itgav, Ngfr, Nos3, Pdpk1, Pik3ca, Creb3l3, Hsp90b1, Vegfa, Vegfb, Foxo3, Lpar3, Pik3cb, Creb3l4"
"Cell cycle",0.171,0.76,1,121,7,"Smc3, Mad1l1, Plk1, Rad21, Wee1, Smc1a, Ep300"
"MAPK signaling pathway",0.179,0.781,1,236,12,"Fgf12, Hspa8, Ikbkg, Il1a, Jund, Mef2c, Prkaca, Ppp3r1, Ptprr, Mapk13, Pla2g4f, Tab1"
"Chemokine signaling pathway",0.195,0.816,1,171,9,"Cxcr4, Ikbkg, Xcl1, Pik3ca, Prkaca, Prex1, Foxo3, Ppbp, Pik3cb"
"Aldosterone synthesis and secretion",0.196,0.816,1,82,5,"Prkaca, Prkce, Creb3l3, Camk1g, Creb3l4"
"Dopaminergic synapse",0.197,0.816,1,126,7,"Gnal, Gnao1, Kcnj5, Prkaca, Creb3l3, Mapk13, Creb3l4"
"Fatty acid degradation",0.219,0.896,1,43,3,"Cpt1a, Acsl6, Cyp4a12a"
"Ether lipid metabolism",0.229,0.908,1,44,3,"Pla2g1b, Pla2g4f, Pla2g12b"
"Glycerophospholipid metabolism",0.23,0.908,1,87,5,"Pla2g1b, Ptdss1, Pla2g4f, Pla2g12b, Mboat7"
"Phagosome",0.255,0.975,1,160,8,"C3, Itgav, Itgb2l, Nos1, Dync1li1, Atp6v1g3, Sec61a1, Sec61a2"
"B cell receptor signaling pathway",0.262,0.975,1,69,4,"Ikbkg, Pik3ca, Ppp3r1, Pik3cb"
"Phospholipase D signaling pathway",0.264,0.975,1,138,7,"Fyn, Ins1, Pik3ca, Avpr1b, Pla2g4f, Lpar3, Pik3cb"
"Riboflavin metabolism",0.265,0.975,1,8,1,"Acp5"
"Notch signaling pathway",0.27,0.975,1,48,3,"Dvl2, Kat2a, Ep300"
"Thyroid hormone synthesis",0.27,0.975,1,70,4,"Prkaca, Creb3l3, Hsp90b1, Creb3l4"
"Drug metabolism - other enzymes",0.281,0.998,1,49,3,"Tk1, Ugt1a9, Uck2"
"Fatty acid metabolism",0.291,1,1,50,3,"Cpt1a, Scd1, Acsl6"
"Cellular senescence",0.299,1,1,168,8,"Foxm1, Il1a, Mre11a, Pik3ca, Ppp3r1, Mapk13, Foxo3, Pik3cb"
"EGFR tyrosine kinase inhibitor resistance",0.304,1,1,74,4,"Pik3ca, Vegfa, Foxo3, Pik3cb"
"Pentose phosphate pathway",0.313,1,1,30,2,"Aldoa, G6pdx"
"Fructose and mannose metabolism",0.327,1,1,31,2,"Aldoa, Pfkfb1"
"Ovarian steroidogenesis",0.333,1,1,54,3,"Ins1, Prkaca, Pla2g4f"
"Arachidonic acid metabolism",0.347,1,1,79,4,"Pla2g1b, Pla2g4f, Cyp4a12a, Pla2g12b"
"Carbohydrate digestion and absorption",0.355,1,1,33,2,"Pik3ca, Pik3cb"
"Focal adhesion",0.362,1,1,179,8,"Cav3, Fyn, Itgav, Pdpk1, Pik3ca, Vegfa, Vegfb, Pik3cb"
"Long-term depression",0.364,1,1,57,3,"Gnao1, Nos1, Pla2g4f"
"Insulin signaling pathway",0.365,1,1,130,6,"Ins1, Pdpk1, Pik3ca, Prkaca, Prkag1, Pik3cb"
"Fatty acid biosynthesis",0.369,1,1,12,1,"Acsl6"
"Leukocyte transendothelial migration",0.37,1,1,106,5,"Cxcr4, Itgb2l, Pik3ca, Mapk13, Pik3cb"
"Insulin secretion",0.373,1,1,82,4,"Ins1, Prkaca, Creb3l3, Creb3l4"
"Natural killer cell mediated cytotoxicity",0.377,1,1,107,5,"Fyn, Itgb2l, Pik3ca, Ppp3r1, Pik3cb"
"Apelin signaling pathway",0.386,1,1,133,6,"Mef2c, Nos1, Nos3, Prkaca, Prkce, Prkag1"
"Thiamine metabolism",0.393,1,1,13,1,"Ak8"
"Non-homologous end-joining",0.393,1,1,13,1,"Mre11a"
"Th1 and Th2 cell differentiation",0.399,1,1,85,4,"Ikbkg, Il13, Ppp3r1, Mapk13"
"Non-alcoholic fatty liver disease (NAFLD)",0.413,1,1,137,6,"Il1a, Ins1, Pik3ca, Prkag1, Adipor1, Pik3cb"
"Basal transcription factors",0.422,1,1,38,2,"Taf5l, Taf6l"
"Ferroptosis",0.422,1,1,38,2,"Ftl1, Acsl6"
"NF-kappa B signaling pathway",0.425,1,1,88,4,"Tirap, Ikbkg, Irak4, Tab1"
"Endocrine resistance",0.433,1,1,89,4,"Pik3ca, Prkaca, Mapk13, Pik3cb"
"Fat digestion and absorption",0.435,1,1,39,2,"Pla2g1b, Pla2g12b"
"Long-term potentiation",0.436,1,1,64,3,"Prkaca, Ppp3r1, Ep300"
"Circadian entrainment",0.458,1,1,92,4,"Gnao1, Kcnj5, Nos1, Prkaca"
"Regulation of actin cytoskeleton",0.46,1,1,196,8,"Chrm4, Fgf12, Ins1, Itgav, Itgb2l, Pik3ca, Arhgef7, Pik3cb"
"Autophagy - animal",0.503,1,1,124,5,"Ins1, Pdpk1, Pik3ca, Prkaca, Pik3cb"
"Arginine and proline metabolism",0.522,1,1,46,2,"Nos1, Nos3"
"Platinum drug resistance",0.523,1,1,73,3,"Pdpk1, Pik3ca, Pik3cb"
"Th17 cell differentiation",0.524,1,1,100,4,"Ikbkg, Ppp3r1, Rxrg, Mapk13"
"Protein processing in endoplasmic reticulum",0.526,1,1,154,6,"Hspa8, Rpn2, Hsp90b1, Sec61a1, Sec61a2, Dnajb1"
"cAMP signaling pathway",0.539,1,1,183,7,"Arap3, Pik3ca, Prkaca, Creb3l3, Ep300, Pik3cb, Creb3l4"
"Apoptosis",0.539,1,1,129,5,"Ctsk, Ikbkg, Pdpk1, Pik3ca, Pik3cb"
"Salivary secretion",0.541,1,1,75,3,"Adra1b, Nos1, Prkaca"
"Glutamatergic synapse",0.555,1,1,104,4,"Gnao1, Prkaca, Ppp3r1, Pla2g4f"
"Signaling pathways regulating pluripotency of stem cells",0.566,1,1,133,5,"Dvl2, Pik3ca, Wnt9b, Mapk13, Pik3cb"
"Cytokine-cytokine receptor interaction",0.57,1,1,243,9,"Cxcr4, Il13, Il1a, Xcl1, Ngfr, Tnfrsf1b, Vegfa, Vegfb, Ppbp"
"Cytosolic DNA-sensing pathway",0.589,1,1,52,2,"Ikbkg, Polr2f"
"Retinol metabolism",0.594,1,1,81,3,"Cyp3a13, Cyp4a12a, Ugt1a9"
"Adrenergic signaling in cardiomyocytes",0.606,1,1,139,5,"Adra1b, Prkaca, Creb3l3, Mapk13, Creb3l4"
"Glycerolipid metabolism",0.619,1,1,55,2,"Gk, Pnpla2"
"Complement and coagulation cascades",0.619,1,1,84,3,"C3, Itgb2l, Serpina1d"
"Fc gamma R-mediated phagocytosis",0.619,1,1,84,3,"Pik3ca, Prkce, Pik3cb"
"Maturity onset diabetes of the young",0.632,1,1,26,1,"Ins1"
"Type I diabetes mellitus",0.639,1,1,57,2,"Il1a, Ins1"
"GnRH signaling pathway",0.642,1,1,87,3,"Prkaca, Mapk13, Pla2g4f"
"Ascorbate and aldarate metabolism",0.646,1,1,27,1,"Ugt1a9"
"Collecting duct acid secretion",0.646,1,1,27,1,"Atp6v1g3"
"Biosynthesis of unsaturated fatty acids",0.659,1,1,28,1,"Scd1"
"Circadian rhythm",0.685,1,1,30,1,"Prkag1"
"Antifolate resistance",0.685,1,1,30,1,"Ikbkg"
"Serotonergic synapse",0.687,1,1,123,4,"Gnao1, Kcnj5, Prkaca, Pla2g4f"
"RIG-I-like receptor signaling pathway",0.693,1,1,63,2,"Ikbkg, Mapk13"
"Apoptosis - multiple species",0.697,1,1,31,1,"Ngfr"
"Alanine, aspartate and glutamate metabolism",0.708,1,1,32,1,"Ppat"
"RNA degradation",0.717,1,1,66,2,"Patl1, Lsm5"
"Pentose and glucuronate interconversions",0.719,1,1,33,1,"Ugt1a9"
"Renin secretion",0.732,1,1,68,2,"Prkaca, Ppp3r1"
