"Pathway","pVal","pValFDR","pValBonferroni","Genes","HitGenes","HitGeneNames"
"Rheumatoid arthritis",0,0,0,91,9,"ACP5, ATP6AP1, ICAM1, IL1A, IL1B, ITGB2, CCL3, CCL5, CCL20"
"Hematopoietic cell lineage",0,0,0,86,9,"CD1A, CD1C, CD9, CD36, CD44, IL1A, IL1B, ITGAM, TFRC"
"Leishmaniasis",0,0,0,72,8,"IL1A, IL1B, ITGAM, ITGB2, NCF2, NFKB1, PTGS2, STAT1"
"Malaria",0,0,0,49,8,"CD36, CD40, CD81, HBB, ICAM1, IL1B, ITGB2, PECAM1"
"Osteoclast differentiation",0,0,0.001,127,9,"ACP5, IL1A, IL1B, LCP2, NCF2, NFKB1, NFKB2, STAT1, SQSTM1"
"Tryptophan metabolism",0,0.001,0.008,39,5,"IDO1, WARS, KMO, KYNU, IL4I1"
"Toll-like receptor signaling pathway",0,0.002,0.013,102,7,"CD40, IL1B, IRF5, NFKB1, CCL3, CCL5, STAT1"
"Amoebiasis",0,0.002,0.016,105,7,"SERPINB1, IL1B, ITGAM, ITGB2, NFKB1, SERPINB2, SERPINB9"
"Phagosome",0,0.003,0.023,150,8,"ATP6AP1, CD36, HLA-A, HLA-B, ITGAM, ITGB2, NCF2, TFRC"
"Cytosolic DNA-sensing pathway",0,0.005,0.048,56,5,"IL1B, NFKB1, CCL5, DDX58, CCL4L2"
"Cell adhesion molecules (CAMs)",0,0.005,0.053,127,7,"CD40, HLA-A, HLA-B, ICAM1, ITGAM, ITGB2, PECAM1"
"African trypanosomiasis",0,0.005,0.058,32,4,"HBB, ICAM1, IL1B, IDO1"
"Graft-versus-host disease",0.001,0.009,0.127,39,4,"HLA-A, HLA-B, IL1A, IL1B"
"Viral myocarditis",0.001,0.009,0.128,69,5,"CD40, HLA-A, HLA-B, ICAM1, ITGB2"
"PPAR signaling pathway",0.001,0.009,0.136,70,5,"CD36, FABP4, FABP5, ACSL1, ACSL4"
"Type I diabetes mellitus",0.001,0.012,0.184,43,4,"HLA-A, HLA-B, IL1A, IL1B"
"Alanine, aspartate and glutamate metabolism",0.004,0.05,0.854,32,3,"GFPT1, GLS, IL4I1"
"Adipocytokine signaling pathway",0.004,0.053,1,68,4,"CD36, ACSL1, ACSL4, NFKB1"
"Leukocyte transendothelial migration",0.005,0.053,1,112,5,"ICAM1, ITGAM, ITGB2, NCF2, PECAM1"
"Prion diseases",0.005,0.053,1,35,3,"IL1A, IL1B, CCL5"
"RIG-I-like receptor signaling pathway",0.005,0.053,1,70,4,"NFKB1, ISG15, DDX58, IFIH1"
"Fructose and mannose metabolism",0.005,0.054,1,36,3,"HK2, PFKFB3, FBP2"
"Allograft rejection",0.006,0.056,1,37,3,"CD40, HLA-A, HLA-B"
"Natural killer cell mediated cytotoxicity",0.009,0.087,1,131,5,"HLA-A, HLA-B, ICAM1, ITGB2, LCP2"
"Chemokine signaling pathway",0.01,0.087,1,185,6,"NFKB1, CCL3, CCL5, CCL20, STAT1, CCL4L2"
"Cytokine-cytokine receptor interaction",0.014,0.121,1,260,7,"CD40, IL1A, IL1B, CCL3, CCL5, CCL20, CCL4L2"
"Autoimmune thyroid disease",0.015,0.123,1,52,3,"CD40, HLA-A, HLA-B"
"Staphylococcus aureus infection",0.015,0.124,1,53,3,"ICAM1, ITGAM, ITGB2"
"Chagas disease (American trypanosomiasis)",0.019,0.146,1,104,4,"IL1B, NFKB1, CCL3, CCL5"
"NOD-like receptor signaling pathway",0.019,0.146,1,57,3,"IL1B, NFKB1, CCL5"
"Epithelial cell signaling in Helicobacter pylori infection",0.03,0.217,1,68,3,"ATP6AP1, NFKB1, CCL5"
"D-Glutamine and D-glutamate metabolism",0.039,0.277,1,4,1,"GLS"
"Hepatitis C",0.041,0.279,1,131,4,"CD81, NFKB1, STAT1, DDX58"
"Peroxisome",0.042,0.28,1,78,3,"ACSL1, ACSL4, SOD2"
"Primary immunodeficiency",0.047,0.298,1,35,2,"ADA, CD40"
"Butirosin and neomycin biosynthesis",0.049,0.298,1,5,1,"HK2"
"Phenylalanine, tyrosine and tryptophan biosynthesis",0.049,0.298,1,5,1,"IL4I1"
"Small cell lung cancer",0.051,0.301,1,84,3,"NFKB1, PTGS2, TRAF1"
"Apoptosis",0.054,0.311,1,86,3,"IL1A, IL1B, NFKB1"
"Fatty acid metabolism",0.068,0.383,1,43,2,"ACSL1, ACSL4"
"Amino sugar and nucleotide sugar metabolism",0.082,0.453,1,48,2,"GFPT1, HK2"
"Riboflavin metabolism",0.095,0.513,1,10,1,"ACP5"
"Lysosome",0.117,0.613,1,120,3,"ACP5, ATP6AP1, CD63"
"Shigellosis",0.123,0.632,1,61,2,"CD44, NFKB1"
"Toxoplasmosis",0.134,0.67,1,128,3,"CD40, NFKB1, STAT1"
"Glycolysis / Gluconeogenesis",0.136,0.67,1,65,2,"HK2, FBP2"
"Pancreatic cancer",0.15,0.722,1,69,2,"NFKB1, STAT1"
"Phenylalanine metabolism",0.157,0.724,1,17,1,"IL4I1"
"Antigen processing and presentation",0.157,0.724,1,71,2,"HLA-A, HLA-B"
"B cell receptor signaling pathway",0.171,0.774,1,75,2,"CD81, NFKB1"
"ECM-receptor interaction",0.196,0.87,1,82,2,"CD36, CD44"
"Nitrogen metabolism",0.206,0.878,1,23,1,"GLS"
"Proximal tubule bicarbonate reclamation",0.206,0.878,1,23,1,"GLS"
"Pentose phosphate pathway",0.23,0.961,1,26,1,"FBP2"
"Galactose metabolism",0.237,0.975,1,27,1,"HK2"
"Asthma",0.26,1,1,30,1,"CD40"
"MAPK signaling pathway",0.268,1,1,264,4,"IL1A, IL1B, NFKB1, NFKB2"
"T cell receptor signaling pathway",0.285,1,1,106,2,"LCP2, NFKB1"
"Cysteine and methionine metabolism",0.296,1,1,35,1,"IL4I1"
"Endocytosis",0.31,1,1,196,3,"HLA-A, HLA-B, TFRC"
