"Pathway","pVal","pValFDR","pValBonferroni","Genes","HitGenes","HitGeneNames"
"Cell adhesion molecules (CAMs)",0,0,0,158,5,"Gm11127, Cldn16, H2-K1, H2-L, H2-Q7"
"Phagosome",0,0,0,169,5,"Gm11127, H2-K1, H2-L, H2-Q7, Clec7a"
"Antigen processing and presentation",0,0,0,81,5,"Gm11127, B2m, H2-K1, H2-L, H2-Q7"
"Type I diabetes mellitus",0,0,0,60,4,"Gm11127, H2-K1, H2-L, H2-Q7"
"Endocytosis",0,0.001,0.003,261,5,"Gm11127, H2-K1, H2-L, H2-Q7, Cyth1"
"Cellular senescence",0,0.002,0.014,176,4,"Gm11127, H2-K1, H2-L, H2-Q7"
"Hematopoietic cell lineage",0.006,0.22,1,90,2,"Gp5, Il9r"
"ECM-receptor interaction",0.107,1,1,83,1,"Gp5"
"Natural killer cell mediated cytotoxicity",0.143,1,1,113,1,"H2-K1"
"Leukocyte transendothelial migration",0.144,1,1,114,1,"Cldn16"
"Platelet activation",0.153,1,1,122,1,"Gp5"
"Phospholipase D signaling pathway",0.181,1,1,146,1,"Cyth1"
"Jak-STAT signaling pathway",0.193,1,1,157,1,"Il9r"
"Tight junction",0.203,1,1,166,1,"Cldn16"
"Cytokine-cytokine receptor interaction",0.302,1,1,261,1,"Il9r"
"Ribosome biogenesis in eukaryotes",1,1,1,78,0,""
"Protein processing in endoplasmic reticulum",1,1,1,164,0,""
"Olfactory transduction",1,1,1,1103,0,""
"RIG-I-like receptor signaling pathway",1,1,1,68,0,""
"Osteoclast differentiation",1,1,1,124,0,""
"Necroptosis",1,1,1,175,0,""
"One carbon pool by folate",1,1,1,19,0,""
"Metabolic pathways",1,1,1,1306,0,""
"mRNA surveillance pathway",1,1,1,93,0,""
"Sphingolipid signaling pathway",1,1,1,121,0,""
"PI3K-Akt signaling pathway",1,1,1,342,0,""
"AMPK signaling pathway",1,1,1,125,0,""
"Adrenergic signaling in cardiomyocytes",1,1,1,145,0,""
"Dopaminergic synapse",1,1,1,131,0,""
"Chemokine signaling pathway",1,1,1,185,0,""
"NF-kappa B signaling pathway",1,1,1,97,0,""
"Neuroactive ligand-receptor interaction",1,1,1,285,0,""
"Pancreatic secretion",1,1,1,101,0,""
"Protein digestion and absorption",1,1,1,90,0,""
"Fanconi anemia pathway",1,1,1,51,0,""
"Fatty acid degradation",1,1,1,49,0,""
"Arachidonic acid metabolism",1,1,1,88,0,""
"Retinol metabolism",1,1,1,89,0,""
"PPAR signaling pathway",1,1,1,84,0,""
"Vascular smooth muscle contraction",1,1,1,127,0,""
"Inflammatory mediator regulation of TRP channels",1,1,1,124,0,""
"Steroid hormone biosynthesis",1,1,1,86,0,""
