"Pathway","pVal","pValFDR","pValBonferroni","Genes","HitGenes","HitGeneNames"
"Antigen processing and presentation",0,0.002,0.002,81,5,"Gm11127, B2m, H2-K1, H2-L, H2-Q7"
"Type I diabetes mellitus",0,0.005,0.011,60,4,"Gm11127, H2-K1, H2-L, H2-Q7"
"Phagosome",0,0.018,0.054,169,5,"Gm11127, H2-K1, H2-L, H2-Q7, Clec7a"
"Cell adhesion molecules (CAMs)",0.002,0.111,0.444,158,4,"Gm11127, H2-K1, H2-L, H2-Q7"
"Cellular senescence",0.003,0.132,0.659,176,4,"Gm11127, H2-K1, H2-L, H2-Q7"
"Endocytosis",0.011,0.443,1,261,4,"Gm11127, H2-K1, H2-L, H2-Q7"
"Hematopoietic cell lineage",0.037,1,1,90,2,"Gp5, Il9r"
"Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate",0.066,1,1,20,1,"B3galt6"
"Glycosaminoglycan biosynthesis - heparan sulfate / heparin",0.078,1,1,24,1,"B3galt6"
"Antifolate resistance",0.097,1,1,30,1,"Abcg2"
"Galactose metabolism",0.103,1,1,32,1,"Galm"
"Starch and sucrose metabolism",0.106,1,1,33,1,"Amy2a2"
"Carbohydrate digestion and absorption",0.136,1,1,43,1,"Amy2a2"
"ABC transporters",0.147,1,1,47,1,"Abcg2"
"Linoleic acid metabolism",0.153,1,1,49,1,"Cyp2e1"
"Metabolism of xenobiotics by cytochrome P450",0.198,1,1,65,1,"Cyp2e1"
"Glycolysis / Gluconeogenesis",0.198,1,1,65,1,"Galm"
"Drug metabolism - cytochrome P450",0.204,1,1,67,1,"Cyp2e1"
"Bile secretion",0.215,1,1,71,1,"Abcg2"
"Cardiac muscle contraction",0.233,1,1,78,1,"Cacna2d3"
"ECM-receptor interaction",0.246,1,1,83,1,"Gp5"
"Steroid hormone biosynthesis",0.254,1,1,86,1,"Cyp2e1"
"Arachidonic acid metabolism",0.259,1,1,88,1,"Cyp2e1"
"mRNA surveillance pathway",0.271,1,1,93,1,"Cstf2t"
"Olfactory transduction",0.313,1,1,1103,5,"Olfr461, Olfr1350, Olfr1431, Olfr1223, Olfr585"
"Natural killer cell mediated cytotoxicity",0.32,1,1,113,1,"H2-K1"
"Platelet activation",0.341,1,1,122,1,"Gp5"
"Lysosome",0.345,1,1,124,1,"Laptm4a"
"Signaling pathways regulating pluripotency of stem cells",0.374,1,1,137,1,"Jarid2"
"Adrenergic signaling in cardiomyocytes",0.391,1,1,145,1,"Cacna2d3"
"Wnt signaling pathway",0.391,1,1,145,1,"Mmp7"
"Non-alcoholic fatty liver disease (NAFLD)",0.399,1,1,149,1,"Cyp2e1"
"Oxytocin signaling pathway",0.405,1,1,152,1,"Cacna2d3"
"Jak-STAT signaling pathway",0.416,1,1,157,1,"Il9r"
"RNA transport",0.433,1,1,166,1,"Rae1"
"NOD-like receptor signaling pathway",0.435,1,1,167,1,"Oas1b"
"MAPK signaling pathway",0.58,1,1,252,1,"Cacna2d3"
"Cytokine-cytokine receptor interaction",0.593,1,1,261,1,"Il9r"
"Metabolic pathways",0.667,1,1,1306,4,"Amy2a2, B3galt6, Cyp2e1, Galm"
"Ribosome biogenesis in eukaryotes",1,1,1,78,0,""
"Protein processing in endoplasmic reticulum",1,1,1,164,0,""
"RIG-I-like receptor signaling pathway",1,1,1,68,0,""
"Osteoclast differentiation",1,1,1,124,0,""
"Necroptosis",1,1,1,175,0,""
"One carbon pool by folate",1,1,1,19,0,""
"Tight junction",1,1,1,166,0,""
"Leukocyte transendothelial migration",1,1,1,114,0,""
"Sphingolipid signaling pathway",1,1,1,121,0,""
"PI3K-Akt signaling pathway",1,1,1,342,0,""
"AMPK signaling pathway",1,1,1,125,0,""
"Dopaminergic synapse",1,1,1,131,0,""
"Chemokine signaling pathway",1,1,1,185,0,""
"NF-kappa B signaling pathway",1,1,1,97,0,""
"Neuroactive ligand-receptor interaction",1,1,1,285,0,""
"Pancreatic secretion",1,1,1,101,0,""
"Protein digestion and absorption",1,1,1,90,0,""
"Fanconi anemia pathway",1,1,1,51,0,""
"Fatty acid degradation",1,1,1,49,0,""
"Retinol metabolism",1,1,1,89,0,""
"PPAR signaling pathway",1,1,1,84,0,""
"Vascular smooth muscle contraction",1,1,1,127,0,""
"Inflammatory mediator regulation of TRP channels",1,1,1,124,0,""
"EGFR tyrosine kinase inhibitor resistance",1,1,1,79,0,""
"ErbB signaling pathway",1,1,1,85,0,""
"Oxidative phosphorylation",1,1,1,132,0,""
"Retrograde endocannabinoid signaling",1,1,1,147,0,""
"Protein export",1,1,1,28,0,""
"Spliceosome",1,1,1,130,0,""
"Ovarian steroidogenesis",1,1,1,58,0,""
"Aldosterone synthesis and secretion",1,1,1,86,0,""
"Glutathione metabolism",1,1,1,60,0,""
"Ribosome",1,1,1,130,0,""
"Serotonergic synapse",1,1,1,131,0,""
"Ether lipid metabolism",1,1,1,44,0,""
"Pentose phosphate pathway",1,1,1,32,0,""
"Carbon metabolism",1,1,1,118,0,""
"Alanine, aspartate and glutamate metabolism",1,1,1,37,0,""
"Cysteine and methionine metabolism",1,1,1,47,0,""
"Valine, leucine and isoleucine degradation",1,1,1,56,0,""
"Tyrosine metabolism",1,1,1,39,0,""
"Phenylalanine metabolism",1,1,1,23,0,""
"Tryptophan metabolism",1,1,1,46,0,""
"Phenylalanine, tyrosine and tryptophan biosynthesis",1,1,1,8,0,""
"Autophagy - animal",1,1,1,129,0,""
"cGMP-PKG signaling pathway",1,1,1,167,0,""
"Insulin secretion",1,1,1,85,0,""
"Ras signaling pathway",1,1,1,226,0,""
"Apelin signaling pathway",1,1,1,137,0,""
"Circadian entrainment",1,1,1,97,0,""
"Glutamatergic synapse",1,1,1,113,0,""
"Cholinergic synapse",1,1,1,112,0,""
"GABAergic synapse",1,1,1,87,0,""
"Regulation of actin cytoskeleton",1,1,1,213,0,""
"Relaxin signaling pathway",1,1,1,129,0,""
"Pentose and glucuronate interconversions",1,1,1,34,0,""
"Ascorbate and aldarate metabolism",1,1,1,27,0,""
"Porphyrin and chlorophyll metabolism",1,1,1,41,0,""
"Drug metabolism - other enzymes",1,1,1,51,0,""
"Glycine, serine and threonine metabolism",1,1,1,40,0,""
"Biosynthesis of amino acids",1,1,1,75,0,""
"Fatty acid biosynthesis",1,1,1,14,0,""
"Pyruvate metabolism",1,1,1,38,0,""
"Propanoate metabolism",1,1,1,31,0,""
"Insulin signaling pathway",1,1,1,139,0,""
"Adipocytokine signaling pathway",1,1,1,71,0,""
"Glucagon signaling pathway",1,1,1,101,0,""
"Insulin resistance",1,1,1,108,0,""
"Mitophagy - animal",1,1,1,63,0,""
"Ubiquitin mediated proteolysis",1,1,1,137,0,""
"Purine metabolism",1,1,1,176,0,""
"Pyrimidine metabolism",1,1,1,99,0,""
"Other types of O-glycan biosynthesis",1,1,1,22,0,""
"Inositol phosphate metabolism",1,1,1,72,0,""
"Phosphatidylinositol signaling system",1,1,1,98,0,""
"Primary bile acid biosynthesis",1,1,1,16,0,""
"Rap1 signaling pathway",1,1,1,213,0,""
"Hippo signaling pathway",1,1,1,153,0,""
"Hippo signaling pathway - multiple species",1,1,1,26,0,""
"Calcium signaling pathway",1,1,1,182,0,""
"Basal transcription factors",1,1,1,43,0,""
"Glycerolipid metabolism",1,1,1,61,0,""
"Glycerophospholipid metabolism",1,1,1,96,0,""
"Aminoacyl-tRNA biosynthesis",1,1,1,44,0,""
"N-Glycan biosynthesis",1,1,1,49,0,""
"VEGF signaling pathway",1,1,1,58,0,""
"Terpenoid backbone biosynthesis",1,1,1,23,0,""
"Glycosphingolipid biosynthesis - lacto and neolacto series",1,1,1,27,0,""
"RNA degradation",1,1,1,79,0,""
"Platinum drug resistance",1,1,1,76,0,""
"beta-Alanine metabolism",1,1,1,32,0,""
"Pantothenate and CoA biosynthesis",1,1,1,18,0,""
"IL-17 signaling pathway",1,1,1,90,0,""
"Hedgehog signaling pathway",1,1,1,44,0,""
"Proteasome",1,1,1,46,0,""
"Oocyte meiosis",1,1,1,114,0,""
"Circadian rhythm",1,1,1,30,0,""
"Vitamin B6 metabolism",1,1,1,9,0,""
"Peroxisome",1,1,1,83,0,""
"Notch signaling pathway",1,1,1,49,0,""
"Th1 and Th2 cell differentiation",1,1,1,86,0,""
"Nicotinate and nicotinamide metabolism",1,1,1,34,0,""
"Phospholipase D signaling pathway",1,1,1,146,0,""
"Synaptic vesicle cycle",1,1,1,62,0,""
"Endocrine and other factor-regulated calcium reabsorption",1,1,1,54,0,""
"Regulation of lipolysis in adipocytes",1,1,1,55,0,""
"Amino sugar and nucleotide sugar metabolism",1,1,1,49,0,""
"Neomycin, kanamycin and gentamicin biosynthesis",1,1,1,5,0,""
"Prolactin signaling pathway",1,1,1,72,0,""
"Type II diabetes mellitus",1,1,1,48,0,""
"Maturity onset diabetes of the young",1,1,1,27,0,""
"Focal adhesion",1,1,1,198,0,""
"Endocrine resistance",1,1,1,93,0,""
"cAMP signaling pathway",1,1,1,196,0,""
"Longevity regulating pathway",1,1,1,90,0,""
"Longevity regulating pathway - multiple species",1,1,1,62,0,""
"Gap junction",1,1,1,86,0,""
"Taste transduction",1,1,1,88,0,""
"GnRH signaling pathway",1,1,1,89,0,""
"Progesterone-mediated oocyte maturation",1,1,1,90,0,""
"Estrogen signaling pathway",1,1,1,96,0,""
"Melanogenesis",1,1,1,100,0,""
"Thyroid hormone synthesis",1,1,1,73,0,""
"Salivary secretion",1,1,1,78,0,""
"Gastric acid secretion",1,1,1,74,0,""
"Vasopressin-regulated water reabsorption",1,1,1,43,0,""
"Citrate cycle (TCA cycle)",1,1,1,32,0,""
"Glyoxylate and dicarboxylate metabolism",1,1,1,28,0,""
"Cell cycle",1,1,1,123,0,""
"TGF-beta signaling pathway",1,1,1,84,0,""
"Proximal tubule bicarbonate reclamation",1,1,1,22,0,""
"Mineral absorption",1,1,1,44,0,""
"Thiamine metabolism",1,1,1,15,0,""
"FoxO signaling pathway",1,1,1,132,0,""
"mTOR signaling pathway",1,1,1,152,0,""
"DNA replication",1,1,1,35,0,""
"Nucleotide excision repair",1,1,1,43,0,""
"Mismatch repair",1,1,1,22,0,""
"Fatty acid elongation",1,1,1,27,0,""
"Biosynthesis of unsaturated fatty acids",1,1,1,28,0,""
"Fatty acid metabolism",1,1,1,52,0,""
"Toll-like receptor signaling pathway",1,1,1,98,0,""
"Arginine and proline metabolism",1,1,1,49,0,""
