"Pathway","pVal","pValFDR","pValBonferroni","Genes","HitGenes","HitGeneNames"
"RNA transport",0,0,0,161,49,"POM121C, SNUPN, EIF1, POP7, PRMT5, RPP38, RNPS1, DDX20, RPP25L, EIF1AX, EIF2S3, EIF4E, EIF4G1, EIF4G2, NCBP2, NUP188, NUP62, GEMIN5, KPNB1, NCBP1, NUP98, NMD3, POP5, PHAX, RPP25, NDC1, NUP107, RAN, RANGAP1, UPF1, SMN1, UBE2I, XPO1, DDX39B, RPP21, THOC7, SEH1L, THOC3, EIF4EBP3, EIF3A, EIF3D, EIF3I, EIF2B4, EIF2B2, NUP155, NUP93, EIF4A3, RBM8A, NUP153"
"Pyrimidine metabolism",0,0,0,101,24,"POLD3, POLR3A, POLR3H, DHODH, DTYMK, DUT, ZNRD1, POLR3K, POLE3, POLA1, POLD2, POLE2, POLR2D, POLR2E, POLR2F, POLR2I, POLR2L, PRIM1, PRIM2, POLE4, RRM2, POLR1E, CAD, POLR1B"
"Ribosome",0,0,0,133,76,"RPL17-C18orf32, RPS10-NUDT3, MRPL28, MRPL3, MRPL10, MRPL21, RPL13A, RPL36, MRPL13, MRPL22, MRPS16, MRPL4, MRPS2, RSL24D1, MRPL27, MRPS21, MRPL16, MRPL20, MRPS18A, RPL3, RPL6, RPL7, RPL7A, RPL8, RPL9, RPL10, RPL11, RPL13, RPL15, RPL17, RPL18, RPL18A, RPL19, RPL21, RPL23A, RPL24, RPL26, RPL27, RPL30, RPL27A, RPL28, RPL29, RPL32, RPL34, RPL37, RPL37A, RPL38, RPLP0, RPLP1, RPLP2, RPS3A, RPS4X, RPS5, RPS9, RPS10, RPS11, RPS13, RPS14, RPS15A, RPS17, RPS18, RPS19, RPS20, RPS23, RPS24, RPS25, RPS26, RPS27, RPS27A, RPS28, RPS29, MRPS15, MRPL36, RPL14, RPL23, MRPL33"
"Oxidative phosphorylation",0,0,0,120,31,"COX4I1, COX6C, COX7B, COX7C, COX10, COX15, ATP6V0A2, UQCRQ, UQCR10, NDUFS7, NDUFA3, NDUFA7, NDUFB2, NDUFB8, NDUFB9, NDUFS3, NDUFS5, ATP5A1, NDUFA13, ATP5F1, ATP6V1H, ATP5I, ATP6V0C, ATP6V0B, ATP6AP1, ATP5O, SDHC, SDHD, UQCRC1, ATP6V0D1, ATP5J2"
"Spliceosome",0,0,0,129,58,"PQBP1, SF3B4, BCAS2, PPIH, PRPF8, SRSF10, TXNL4A, SNRNP27, DDX42, U2AF2, ZMAT2, DHX15, PUF60, NCBP2, SNW1, SNRNP200, SF3B1, LSM4, LSM3, PRPF19, HNRNPA1, HNRNPC, HNRNPK, HSPA8, NCBP1, LSM7, WBP11, PRPF38B, PRPF40A, XAB2, LSM2, SRSF1, SRSF2, SRSF3, SRSF6, SRSF7, TRA2B, SNRNP70, SNRPA1, SNRPC, SNRPD1, SNRPD3, SNRPF, SNRPG, DDX39B, SF3A2, SF3B5, THOC3, PHF5A, RBM17, BUD31, PRPF4, PRPF3, AQR, EIF4A3, DHX38, CDC5L, RBM8A"
"Aminoacyl-tRNA biosynthesis",0,0,0,43,24,"FARSB, PSTK, MTFMT, EARS2, AARS, DARS, FARSA, LARS2, PARS2, GARS, HARS, NARS, YARS2, SEPSECS, LARS, SARS2, DARS2, IARS2, QARS, SARS, WARS, CARS2, YARS, MARS2"
"RNA degradation",0,0,0,73,21,"EXOSC8, EXOSC6, DHX36, ENO1, ENO3, EXOSC7, CNOT1, EDC4, LSM4, LSM3, DCPS, HSPA9, EXOSC3, LSM7, PFKP, EXOSC10, XRN1, EXOSC5, LSM2, WDR61, TTC37"
"Ribosome biogenesis in eukaryotes",0,0,0,73,29,"AK6, POP7, RPP38, UTP14A, RPP25L, SPATA5, FBL, WDR43, MDN1, GTPBP4, REXO2, NOB1, DROSHA, GNL2, EIF6, NMD3, POP5, NOP58, XRN1, RPP25, HEATR1, PWP2, RAN, TCOF1, XPO1, RIOK1, WDR75, UTP15, IMP4"
"DNA replication",0,0,0,35,15,"RNASEH2A, POLD3, MCM4, PCNA, POLE3, POLA1, POLD2, POLE2, PRIM1, PRIM2, POLE4, RFC4, RFC5, RPA1, RPA3"
"Nucleotide excision repair",0,0,0.001,46,14,"POLD3, DDB1, ERCC2, GTF2H2, PCNA, POLE3, POLD2, POLE2, POLE4, RFC4, RFC5, RPA1, RPA3, XPA"
