"","name","imports","weights","datasource","Confidence","Color"
"1","NF-kappa B signaling pathway.CD14","Novel.DNM1",900,"database","High","#009933"
"2","NF-kappa B signaling pathway.CD14","PI3K-Akt signaling pathway.TLR2",900,"database","High","#009933"
"3","NF-kappa B signaling pathway.CD14","NF-kappa B signaling pathway & PI3K-Akt signaling pathway.TLR4",900,"database","High","#009933"
"4","NF-kappa B signaling pathway.CD14","NF-kappa B signaling pathway & PI3K-Akt signaling pathway.IKBKB",900,"database","High","#009933"
"5","NF-kappa B signaling pathway.CD14","Novel.EIF2AK2",900,"database","High","#009933"
"6","NF-kappa B signaling pathway.CD14","Novel.RPS27A",900,"database","High","#009933"
"7","NF-kappa B signaling pathway.CD14","Novel.UBB",900,"database","High","#009933"
"8","NF-kappa B signaling pathway.CD14","PI3K-Akt signaling pathway.ITGB1",900,"database","High","#009933"
"9","NF-kappa B signaling pathway.CD14","Novel.NDUFS4",774,"experimental","High","#009933"
"10","NF-kappa B signaling pathway.CD14","Novel.ITGAM",900,"database","High","#009933"
"11","NF-kappa B signaling pathway.CD14","Novel.TOLLIP",900,"database","High","#009933"
"12","NF-kappa B signaling pathway.CD14","Novel.UBC",900,"database","High","#009933"
"13","NF-kappa B signaling pathway.CFLAR","Novel.PLIN5",601,"experimental","High","#009933"
"14","NF-kappa B signaling pathway.CFLAR","Novel.MAX",900,"database","High","#009933"
"15","NF-kappa B signaling pathway.CSNK2A2","Novel.TOP2A",503,"experimental","High","#009933"
"16","NF-kappa B signaling pathway.CSNK2A2","Novel.HCFC1",800,"database","High","#009933"
"17","NF-kappa B signaling pathway.CSNK2A2","Novel.NCAPD2",900,"database","High","#009933"
"18","NF-kappa B signaling pathway.CSNK2A2","Novel.NOP2",417,"experimental","High","#009933"
"19","NF-kappa B signaling pathway.CSNK2A2","RNA transport.EIF3J",594,"experimental","High","#009933"
"20","NF-kappa B signaling pathway.CSNK2A2","Novel.SIN3A",774,"experimental","High","#009933"
"21","NF-kappa B signaling pathway.CSNK2A2","Novel.BHLHE40",599,"experimental","High","#009933"
"22","NF-kappa B signaling pathway.CXCL8","Novel.DNM1",900,"database","Medium","#009933"
"23","NF-kappa B signaling pathway.CXCL8","Novel.CXCR5",900,"database","Medium","#009933"
"24","NF-kappa B signaling pathway.CXCL8","PI3K-Akt signaling pathway.CHRM2",900,"database","Medium","#009933"
"25","NF-kappa B signaling pathway.CXCL8","Novel.CCR8",900,"database","Medium","#009933"
"26","NF-kappa B signaling pathway.CXCL8","Novel.CXCR3",900,"database","Medium","#009933"
"27","NF-kappa B signaling pathway.CXCL8","Novel.CXCR4",900,"database","Medium","#009933"
"28","NF-kappa B signaling pathway.CXCL8","Novel.BDKRB1",900,"database","Medium","#009933"
"29","NF-kappa B signaling pathway.CXCL8","Novel.TAS2R7",900,"database","Medium","#009933"
"30","NF-kappa B signaling pathway.CXCL8","Novel.NPY",900,"database","Medium","#009933"
"31","NF-kappa B signaling pathway.CXCL8","Novel.SSTR4",900,"database","Medium","#009933"
"32","NF-kappa B signaling pathway.CXCL8","Novel.NMUR2",900,"database","Medium","#009933"
"33","NF-kappa B signaling pathway.CXCL8","Novel.CX3CR1",800,"database","Medium","#009933"
"34","NF-kappa B signaling pathway.CXCL8","Novel.MTNR1B",900,"database","Medium","#009933"
"35","NF-kappa B signaling pathway.CXCL8","Novel.CXCL13",900,"database","Medium","#009933"
"36","NF-kappa B signaling pathway.CXCL8","Novel.PF4",900,"database","Medium","#009933"
"37","NF-kappa B signaling pathway.CXCL8","Novel.PNOC",900,"database","Medium","#009933"
"38","NF-kappa B signaling pathway.CXCL8","Novel.CXCL11",900,"database","Medium","#009933"
"39","NF-kappa B signaling pathway.CXCL8","Novel.HTR1A",900,"database","Medium","#009933"
"40","NF-kappa B signaling pathway.CXCL8","Novel.PTGDR2",900,"database","Medium","#009933"
"41","NF-kappa B signaling pathway.CXCL8","Novel.FPR3",900,"database","Medium","#009933"
"42","NF-kappa B signaling pathway.CXCL8","Novel.NPBWR2",900,"database","Medium","#009933"
"43","NF-kappa B signaling pathway.CXCL8","Novel.NMS",900,"database","Medium","#009933"
"44","NF-kappa B signaling pathway.CXCL8","Novel.HCAR2",900,"database","Medium","#009933"
"45","NF-kappa B signaling pathway.CXCL8","Novel.OPRM1",900,"database","Medium","#009933"
"46","NF-kappa B signaling pathway.CXCL8","Novel.RLN3",900,"database","Medium","#009933"
"47","NF-kappa B signaling pathway.CXCL8","Novel.TAS2R50",900,"database","Medium","#009933"
"48","NF-kappa B signaling pathway.CXCL8","Novel.S1PR2",900,"database","Medium","#009933"
"49","NF-kappa B signaling pathway.CXCL8","Novel.GNA15",900,"database","Medium","#009933"
"50","NF-kappa B signaling pathway.CXCL8","Novel.AVPR1A",800,"database","Medium","#009933"
"51","NF-kappa B signaling pathway.CXCL8","Novel.HIST1H2BJ",900,"database","Medium","#009933"
"52","NF-kappa B signaling pathway.CXCL8","Novel.HIST1H2BK",900,"database","Medium","#009933"
"53","NF-kappa B signaling pathway.CXCL8","Novel.PARN",900,"database","Medium","#009933"
"54","NF-kappa B signaling pathway.CXCL8","Novel.EXOSC5",900,"database","Medium","#009933"
"55","NF-kappa B signaling pathway.CXCL8","Novel.EXOSC4",900,"database","Medium","#009933"
"56","NF-kappa B signaling pathway.CXCL8","Novel.RPS27A",900,"database","Medium","#009933"
"57","NF-kappa B signaling pathway.CXCL8","Novel.UBB",900,"database","Medium","#009933"
