"","EntrezID","GeneSymbol","ConfidenceCategory","TRIAGEhit","Pathway","InteractingGenes","NetworkGenePathways"
"729",20927,"Abcc8","MedConf","Yes","Insulin secretion",NA,NA
"778",113868,"Acaa1a","HighConf","Yes","Biosynthesis of unsaturated fatty acids, Fatty acid metabolism","Hadh","Fatty acid metabolism (1)"
"779",235674,"Acaa1b","MedConf","Yes","Biosynthesis of unsaturated fatty acids, Fatty acid metabolism","Hadh","Fatty acid metabolism (1)"
"781",107476,"Acaca","HighConf","Yes","AMPK signaling pathway, Fatty acid metabolism, Fatty acid biosynthesis, Glucagon signaling pathway, Insulin signaling pathway","Fasn, Prkab1, Rad23a, AI314180, Nedd8, Rps27a","Insulin signaling pathway (2), AMPK signaling pathway (2), Longevity regulating pathway (2), Ribosome (1), Longevity regulating pathway - multiple species (1), Glucagon signaling pathway (1), FoxO signaling pathway (1), Oxytocin signaling pathway (1), Fatty acid biosynthesis (1), Fatty acid metabolism (1)"
"812",59289,"Ackr2","MedConf","Yes",NA,"Sh2b2, Actg1","Insulin signaling pathway (1), Neurotrophin signaling pathway (1), Rap1 signaling pathway (1), Thyroid hormone signaling pathway (1), Oxytocin signaling pathway (1), Apoptosis (1)"
"825",171281,"Acot3","MedConf","Yes","Biosynthesis of unsaturated fatty acids",NA,NA
"826",171282,"Acot4","MedConf","Yes","Biosynthesis of unsaturated fatty acids",NA,NA
"827",217698,"Acot5","MedConf","Yes","Biosynthesis of unsaturated fatty acids",NA,NA
"847",74205,"Acsl3","HighConf","Yes","Fatty acid metabolism, Fatty acid biosynthesis",NA,NA
"863",11465,"Actg1","MedConf","Yes","Apoptosis, Oxytocin signaling pathway, Thyroid hormone signaling pathway, Rap1 signaling pathway","Sh2b2, Wasf1, Ackr2, Grb2, Prkca, Ctnna1, Msn","Phospholipase D signaling pathway (2), Ras signaling pathway (2), EGFR tyrosine kinase inhibitor resistance (2), Fc gamma R-mediated phagocytosis (2), Gap junction (2), Relaxin signaling pathway (2), GnRH signaling pathway (2), PI3K-Akt signaling pathway (2), MAPK signaling pathway (2), Insulin signaling pathway (2), Neurotrophin signaling pathway (2), Sphingolipid signaling pathway (1), Dopaminergic synapse (1), Endocrine and other factor-regulated calcium reabsorption (1), Rap1 signaling pathway (1), Insulin secretion (1), GABAergic synapse (1), Aldosterone synthesis and secretion (1), Melanogenesis (1), Serotonergic synapse (1), Thyroid hormone signaling pathway (1), Inflammatory mediator regulation of TRP channels (1), Adrenergic signaling in cardiomyocytes (1), Oxytocin signaling pathway (1), T cell receptor signaling pathway (1), FoxO signaling pathway (1), B cell receptor signaling pathway (1), Estrogen signaling pathway (1), Osteoclast differentiation (1)"
"896",11487,"Adam10","MedConf","Yes",NA,"Rps27a","Ribosome (1)"
"985",11539,"Adora1","HighConf","Yes","cAMP signaling pathway, cGMP-PKG signaling pathway, Sphingolipid signaling pathway","Cxcl2, Hcar1, Sstr3, Cxcr4, Cnr1, Tas2r120, S1pr5, Grm2, Lpar5, Rxfp3, Ccl6, P2ry12, Oprd1","Sphingolipid signaling pathway (2), Phospholipase D signaling pathway (2), Rap1 signaling pathway (2), cGMP-PKG signaling pathway (1), PI3K-Akt signaling pathway (1), Relaxin signaling pathway (1), Intestinal immune network for IgA production (1), Endocytosis (1), cAMP signaling pathway (1), TNF signaling pathway (1), IL-17 signaling pathway (1), NOD-like receptor signaling pathway (1), NF-kappa B signaling pathway (1)"
"986",11540,"Adora2a","MedConf","Yes","cAMP signaling pathway, Rap1 signaling pathway","Gip, Drd5, Glp2r, Vip","Insulin secretion (1), Dopaminergic synapse (1), cAMP signaling pathway (1)"
"NA",NA,NA,NA,NA,NA,NA,NA
"995",11549,"Adra1a ,Adra1a","MedConf","Yes",NA,"Grpr, Htr2b, Ffar3, Uts2, Grk5 ,Grk5, P2ry2, Npffr1, Arhgef25, Tac2, P2ry10, Lpar5, Ccl6","Inflammatory mediator regulation of TRP channels (2), Phospholipase D signaling pathway (1), Rap1 signaling pathway (1), PI3K-Akt signaling pathway (1), Gap junction (1), Serotonergic synapse (1)"
"1083",230249,"AI314180","MedConf","Yes",NA,"Psmb1, Psmc5, Psme4, Acaca","Proteasome (3), Insulin signaling pathway (1), Glucagon signaling pathway (1), Fatty acid biosynthesis (1), Fatty acid metabolism (1), AMPK signaling pathway (1)"
"1164",19378,"Aldh1a2","HighConf","Yes",NA,"Cyp2c37, Cyp2c44, Cyp2c70, Cyp2c65, Ugt1a2","Arachidonic acid metabolism (4), Serotonergic synapse (4), Inflammatory mediator regulation of TRP channels (4)"
"1225",21681,"Alyref","MedConf","Yes","Spliceosome, RNA transport","Srsf3, Nxf1, Pabpn1, Nup210, Thoc1, Tpr, Polr2g, Hnrnpd, Sf3a1, Sf3a3, Polr2d, Nup98, Phf5a, Eftud2, Nup214, Nup107, Sf3b2, Gtf2f1, Hnrnph1, Sf3b1, Sf3b3, U2af1, Snrpd1, Nup50, Sf3b6, Sf3b4, Polr2b","Spliceosome (13), RNA transport (8), RNA polymerase (3), Pyrimidine metabolism (3)"
"1360",11765,"Ap1g1","HighConf","Yes",NA,"Dnm2, Hspa8, Clta, Arf1","Endocytosis (4), Phospholipase D signaling pathway (2), Endocrine and other factor-regulated calcium reabsorption (2), Longevity regulating pathway - multiple species (1), Estrogen signaling pathway (1), MAPK signaling pathway (1), Spliceosome (1), Fc gamma R-mediated phagocytosis (1)"
"1369",71770,"Ap2b1","HighConf","Yes","Endocytosis, Endocrine and other factor-regulated calcium reabsorption","Ap2m1, Clta, Grb2","Endocrine and other factor-regulated calcium reabsorption (2), Endocytosis (2), Phospholipase D signaling pathway (1), Ras signaling pathway (1), EGFR tyrosine kinase inhibitor resistance (1), Insulin signaling pathway (1), Neurotrophin signaling pathway (1), Gap junction (1), T cell receptor signaling pathway (1), Relaxin signaling pathway (1), FoxO signaling pathway (1), B cell receptor signaling pathway (1), GnRH signaling pathway (1), PI3K-Akt signaling pathway (1), Estrogen signaling pathway (1), Osteoclast differentiation (1), MAPK signaling pathway (1)"
"1370",11773,"Ap2m1","HighConf","Yes","Endocytosis, Endocrine and other factor-regulated calcium reabsorption","Clta, Grb2, Ap2b1","Endocrine and other factor-regulated calcium reabsorption (2), Endocytosis (2), Phospholipase D signaling pathway (1), Ras signaling pathway (1), EGFR tyrosine kinase inhibitor resistance (1), Insulin signaling pathway (1), Neurotrophin signaling pathway (1), Gap junction (1), T cell receptor signaling pathway (1), Relaxin signaling pathway (1), FoxO signaling pathway (1), B cell receptor signaling pathway (1), GnRH signaling pathway (1), PI3K-Akt signaling pathway (1), Estrogen signaling pathway (1), Osteoclast differentiation (1), MAPK signaling pathway (1)"
"1392",11789,"Apc","MedConf","Yes",NA,"Mapre1, Ptgs2, Ctnna1, Trp53","Sphingolipid signaling pathway (1), Neurotrophin signaling pathway (1), p53 signaling pathway (1), PI3K-Akt signaling pathway (1), Thyroid hormone signaling pathway (1), Longevity regulating pathway (1), Cellular senescence (1), Apoptosis (1), MAPK signaling pathway (1), Arachidonic acid metabolism (1), Serotonergic synapse (1), TNF signaling pathway (1), IL-17 signaling pathway (1), Oxytocin signaling pathway (1), NF-kappa B signaling pathway (1)"
"1463",213827,"Arcn1","HighConf","Yes",NA,"Copb1, Arf1, Copa","Phospholipase D signaling pathway (1), Endocytosis (1)"
"1466",11840,"Arf1","MedConf","Yes","Endocytosis, Phospholipase D signaling pathway","Ap1g1, Copa, Copb1, Clta, Dnm2, Arcn1","Endocrine and other factor-regulated calcium reabsorption (2), Endocytosis (2), Phospholipase D signaling pathway (1), Fc gamma R-mediated phagocytosis (1)"
"1476",99371,"Arfgef2","HighConf","Yes","Endocytosis","Tubg1, Tuba1a","Gap junction (1), Apoptosis (1)"
"1523",52666,"Arhgef25","HighConf","Yes",NA,"Tac2, P2ry10, Lpar5, Ffar3, Ccl6, Htr2b, Uts2, Grpr, Npffr1, Adra1a ,Adra1a, P2ry2","Inflammatory mediator regulation of TRP channels (2), Gap junction (1), Serotonergic synapse (1), Phospholipase D signaling pathway (1), Rap1 signaling pathway (1), PI3K-Akt signaling pathway (1)"
"1690",67526,"Atg12","MedConf","Yes","NOD-like receptor signaling pathway, FoxO signaling pathway, RIG-I-like receptor signaling pathway",NA,NA
"1728",11933,"Atp1b3","HighConf","Yes","cAMP signaling pathway, Adrenergic signaling in cardiomyocytes, cGMP-PKG signaling pathway, Thyroid hormone signaling pathway, Insulin secretion, Endocrine and other factor-regulated calcium reabsorption, Cardiac muscle contraction",NA,NA
"1730",11937,"Atp2a1","MedConf","Yes","cGMP-PKG signaling pathway",NA,NA
"1801",246103,"Atxn7","MedConf","Yes",NA,"Kat2a","Thyroid hormone signaling pathway (1)"
"1829",27215,"Azi2","MedConf","Yes","RIG-I-like receptor signaling pathway",NA,NA
"1844",12010,"B2m","HighConf","Yes",NA,"Irf8, Stat1, Ifi30","Thyroid hormone signaling pathway (1), Necroptosis (1), NOD-like receptor signaling pathway (1), Osteoclast differentiation (1), Toll-like receptor signaling pathway (1)"
"1920",12028,"Bax","HighConf","Yes","Apoptosis, Longevity regulating pathway, Necroptosis, p53 signaling pathway, Neurotrophin signaling pathway, EGFR tyrosine kinase inhibitor resistance, Sphingolipid signaling pathway","Trp53, Mcl1","PI3K-Akt signaling pathway (2), Apoptosis (2), Sphingolipid signaling pathway (1), Neurotrophin signaling pathway (1), p53 signaling pathway (1), Thyroid hormone signaling pathway (1), Longevity regulating pathway (1), Cellular senescence (1), MAPK signaling pathway (1)"
"2005",12044,"Bcl2a1a","MedConf","Yes","NF-kappa B signaling pathway, Apoptosis",NA,NA
"2093",12156,"Bmp2","MedConf","Yes",NA,"Smurf1, Smad6","Hedgehog signaling pathway (1), Endocytosis (1)"
"2146",57261,"Brd4","MedConf","Yes",NA,"Tceb1, Supt5, Cdk9, Psmc5","Proteasome (1)"
"2202",215051,"Bud13","HighConf","Yes",NA,"Prpf19, Sf3b2, Sf3b1, Sart1","Spliceosome (4)"
"2287",12289,"Cacna1d","MedConf","Yes","MAPK signaling pathway, Cellular senescence, Oxytocin signaling pathway, cAMP signaling pathway, Adrenergic signaling in cardiomyocytes, cGMP-PKG signaling pathway, GnRH signaling pathway, Serotonergic synapse, Aldosterone synthesis and secretion, GABAergic synapse, Insulin secretion, Dopaminergic synapse, Cardiac muscle contraction","Rasgrp1, Htr2b, Ppp2r2d, Calm4, Cacnb4, Cacna2d2, Ccdc109b, Gng4","Adrenergic signaling in cardiomyocytes (4), Ras signaling pathway (3), Dopaminergic synapse (3), Oxytocin signaling pathway (3), MAPK signaling pathway (3), Serotonergic synapse (2), PI3K-Akt signaling pathway (2), Cardiac muscle contraction (2), Inflammatory mediator regulation of TRP channels (2), GABAergic synapse (1), Relaxin signaling pathway (1), Rap1 signaling pathway (1), Insulin signaling pathway (1), Neurotrophin signaling pathway (1), Glucagon signaling pathway (1), Aldosterone synthesis and secretion (1), Melanogenesis (1), GnRH signaling pathway (1), Estrogen signaling pathway (1), cGMP-PKG signaling pathway (1), cAMP signaling pathway (1), Cellular senescence (1), Sphingolipid signaling pathway (1), AMPK signaling pathway (1), Gap junction (1), T cell receptor signaling pathway (1)"
"2292",12292,"Cacna1s","MedConf","Yes","MAPK signaling pathway, Oxytocin signaling pathway, cAMP signaling pathway, Adrenergic signaling in cardiomyocytes, cGMP-PKG signaling pathway, GnRH signaling pathway, Serotonergic synapse, Aldosterone synthesis and secretion, GABAergic synapse, Insulin secretion, Cardiac muscle contraction","Rasgrp1, Htr2b, Ppp2r2d, Gng4","Ras signaling pathway (2), Dopaminergic synapse (2), Serotonergic synapse (2), PI3K-Akt signaling pathway (2), GABAergic synapse (1), Relaxin signaling pathway (1), Sphingolipid signaling pathway (1), Adrenergic signaling in cardiomyocytes (1), AMPK signaling pathway (1), Gap junction (1), Inflammatory mediator regulation of TRP channels (1), T cell receptor signaling pathway (1), MAPK signaling pathway (1)"
"2293",12293,"Cacna2d1","MedConf","Yes","MAPK signaling pathway, Oxytocin signaling pathway, Adrenergic signaling in cardiomyocytes, Cardiac muscle contraction","Ppp2r2d, Rasgrp1","Sphingolipid signaling pathway (1), Dopaminergic synapse (1), PI3K-Akt signaling pathway (1), Adrenergic signaling in cardiomyocytes (1), AMPK signaling pathway (1), Ras signaling pathway (1), T cell receptor signaling pathway (1), MAPK signaling pathway (1)"
"2294",56808,"Cacna2d2","MedConf","Yes","MAPK signaling pathway, Oxytocin signaling pathway, Adrenergic signaling in cardiomyocytes, Cardiac muscle contraction","Ccdc109b, Cacna1d, Rasgrp1, Ppp2r2d, Cacnb4","Adrenergic signaling in cardiomyocytes (3), MAPK signaling pathway (3), Cardiac muscle contraction (2), Oxytocin signaling pathway (2), Dopaminergic synapse (2), Sphingolipid signaling pathway (1), PI3K-Akt signaling pathway (1), AMPK signaling pathway (1), Ras signaling pathway (1), T cell receptor signaling pathway (1), Insulin secretion (1), GABAergic synapse (1), Aldosterone synthesis and secretion (1), Serotonergic synapse (1), GnRH signaling pathway (1), cGMP-PKG signaling pathway (1), cAMP signaling pathway (1), Cellular senescence (1)"
"2299",12298,"Cacnb4","MedConf","Yes","MAPK signaling pathway, Oxytocin signaling pathway, Adrenergic signaling in cardiomyocytes, Cardiac muscle contraction","Cacna2d2, Ccdc109b, Rasgrp1, Ppp2r2d, Cacna1d","Adrenergic signaling in cardiomyocytes (3), MAPK signaling pathway (3), Dopaminergic synapse (2), Cardiac muscle contraction (2), Oxytocin signaling pathway (2), Sphingolipid signaling pathway (1), PI3K-Akt signaling pathway (1), AMPK signaling pathway (1), Ras signaling pathway (1), T cell receptor signaling pathway (1), Insulin secretion (1), GABAergic synapse (1), Aldosterone synthesis and secretion (1), Serotonergic synapse (1), GnRH signaling pathway (1), cGMP-PKG signaling pathway (1), cAMP signaling pathway (1), Cellular senescence (1)"
"2325",12314,"Calm2","HighConf","Yes","Cellular senescence, Oxytocin signaling pathway, cAMP signaling pathway, Adrenergic signaling in cardiomyocytes, Inflammatory mediator regulation of TRP channels, cGMP-PKG signaling pathway, Estrogen signaling pathway, GnRH signaling pathway, Melanogenesis, Aldosterone synthesis and secretion, Glucagon signaling pathway, Neurotrophin signaling pathway, Insulin signaling pathway, Rap1 signaling pathway, Dopaminergic synapse, Ras signaling pathway",NA,NA
"2327",80796,"Calm4","MedConf","Yes","Cellular senescence, Oxytocin signaling pathway, cAMP signaling pathway, Adrenergic signaling in cardiomyocytes, Inflammatory mediator regulation of TRP channels, cGMP-PKG signaling pathway, Estrogen signaling pathway, GnRH signaling pathway, Melanogenesis, Aldosterone synthesis and secretion, Glucagon signaling pathway, Neurotrophin signaling pathway, Insulin signaling pathway, Rap1 signaling pathway, Dopaminergic synapse, Ras signaling pathway","Mylk3, Hras, Itpr1, Cacna1d","Oxytocin signaling pathway (4), Serotonergic synapse (3), GnRH signaling pathway (3), cGMP-PKG signaling pathway (3), Cellular senescence (3), Dopaminergic synapse (2), Aldosterone synthesis and secretion (2), MAPK signaling pathway (2), Gap junction (2), Estrogen signaling pathway (2), Apoptosis (2), Longevity regulating pathway (2), Cardiac muscle contraction (1), Insulin secretion (1), GABAergic synapse (1), Adrenergic signaling in cardiomyocytes (1), cAMP signaling pathway (1), Glucagon signaling pathway (1), Inflammatory mediator regulation of TRP channels (1), NOD-like receptor signaling pathway (1), Phospholipase D signaling pathway (1), Longevity regulating pathway - multiple species (1), Ras signaling pathway (1), Sphingolipid signaling pathway (1), EGFR tyrosine kinase inhibitor resistance (1), Rap1 signaling pathway (1), Insulin signaling pathway (1), Neurotrophin signaling pathway (1), T cell receptor signaling pathway (1), Relaxin signaling pathway (1), Melanogenesis (1), FoxO signaling pathway (1), B cell receptor signaling pathway (1), PI3K-Akt signaling pathway (1), Thyroid hormone signaling pathway (1), Endocytosis (1)"
"2334",68566,"Caly","MedConf","Yes","Dopaminergic synapse",NA,NA
"2370",12344,"Capza3","MedConf","Yes","Endocytosis",NA,NA
"2386",230099,"Car9","MedConf","Yes",NA,"Crebbp, Ep300","Glucagon signaling pathway (2), Melanogenesis (2), FoxO signaling pathway (2), Thyroid hormone signaling pathway (2), cAMP signaling pathway (2)"
"2390",239319,"Card6","HighConf","Yes","NOD-like receptor signaling pathway",NA,NA
"2406",12364,"Casp12","MedConf","Yes","Apoptosis, NOD-like receptor signaling pathway",NA,NA
"2410",12363,"Casp4","MedConf","Yes","NOD-like receptor signaling pathway",NA,NA
"2428",12389,"Cav1","MedConf","Yes","Endocytosis","Src, Dnm2","Endocytosis (2), Phospholipase D signaling pathway (1), Endocrine and other factor-regulated calcium reabsorption (1), Fc gamma R-mediated phagocytosis (1), EGFR tyrosine kinase inhibitor resistance (1), Rap1 signaling pathway (1), Gap junction (1), GABAergic synapse (1), Relaxin signaling pathway (1), GnRH signaling pathway (1), Estrogen signaling pathway (1), Thyroid hormone signaling pathway (1), Inflammatory mediator regulation of TRP channels (1), Oxytocin signaling pathway (1)"
