"Pathway","pVal","pValFDR","pValBonferroni","Genes","HitGenes","HitGeneNames"
"NOD-like receptor signaling pathway",0,0,0,166,12,"NAMPT, GABARAP, CTSB, GBP1, GBP2, IL1B, NFKB1, OAS2, OAS3, CCL5, STAT1, TXN"
"NF-kappa B signaling pathway",0,0,0,93,9,"DDX58, ICAM1, IL1B, CCL4L1, NFKB1, NFKB2, PTGS2, TRAF1, CD40"
"Hematopoietic cell lineage",0,0,0,94,9,"IL1A, IL1B, ITGAM, TFRC, CD1A, CD1C, CD9, CD36, CD44"
"Ferroptosis",0,0,0.002,40,6,"ACSL1, ACSL4, FTH1, FTL, HMOX1, TFRC"
"Phagosome",0,0.001,0.003,147,10,"CD209, HLA-A, HLA-B, ITGAM, ITGB2, MRC1, NCF2, ATP6AP1, TFRC, CD36"
"Osteoclast differentiation",0,0.001,0.006,127,9,"IL1A, IL1B, LCP2, NCF2, NFKB1, NFKB2, ACP5, STAT1, SQSTM1"
"Necroptosis",0,0.001,0.007,162,10,"FTH1, FTL, IL1A, IL1B, PLA2G4A, EIF2AK2, STAT1, STAT5A, CAMK2D, SQSTM1"
"Toll-like receptor signaling pathway",0,0.001,0.009,104,8,"IL1B, IRF5, CCL4L1, NFKB1, CCL3, CCL5, STAT1, CD40"
"Cell adhesion molecules (CAMs)",0,0.001,0.01,137,9,"GLG1, CD274, HLA-A, HLA-B, ICAM1, ITGAM, ITGB2, PECAM1, CD40"
"TNF signaling pathway",0,0.009,0.085,108,7,"ICAM1, IL1B, NFKB1, PTGS2, CCL5, CCL20, TRAF1"
"Natural killer cell mediated cytotoxicity",0.001,0.018,0.197,124,7,"FCER1G, HLA-A, HLA-B, ICAM1, ITGB2, LCP2, CD48"
"Cytosolic DNA-sensing pathway",0.001,0.021,0.252,63,5,"DDX58, IL1B, CCL4L1, NFKB1, CCL5"
"HIF-1 signaling pathway",0.001,0.022,0.311,98,6,"HK2, HMOX1, NFKB1, PFKFB3, TFRC, CAMK2D"
"Tryptophan metabolism",0.001,0.022,0.317,39,4,"IL4I1, IDO1, KMO, KYNU"
"AGE-RAGE signaling pathway in diabetic complications",0.001,0.022,0.328,99,6,"ICAM1, IL1A, IL1B, NFKB1, STAT1, STAT5A"
"Antigen processing and presentation",0.002,0.024,0.433,71,5,"CTSB, HLA-A, HLA-B, LGMN, CD74"
"Chemokine signaling pathway",0.002,0.024,0.44,183,8,"HCK, CCL4L1, NFKB1, CCL3, CCL5, CCL20, SRC, STAT1"
"Type I diabetes mellitus",0.002,0.024,0.458,43,4,"HLA-A, HLA-B, IL1A, IL1B"
"PPAR signaling pathway",0.002,0.024,0.461,72,5,"FABP4, FABP5, ACSL1, ACSL4, CD36"
"Mineral absorption",0.003,0.043,0.862,51,4,"FTH1, FTL, HMOX1, MT2A"
"Antifolate resistance",0.006,0.075,1,31,3,"IL1B, NFKB1, GGH"
"Fructose and mannose metabolism",0.008,0.086,1,33,3,"HK2, PFKFB3, FBP2"
"Alanine, aspartate and glutamate metabolism",0.009,0.096,1,35,3,"IL4I1, GFPT1, GLS"
"Adipocytokine signaling pathway",0.01,0.096,1,69,4,"ACSL1, ACSL4, NFKB1, CD36"
"Leukocyte transendothelial migration",0.01,0.096,1,107,5,"ICAM1, ITGAM, ITGB2, NCF2, PECAM1"
"Prolactin signaling pathway",0.011,0.096,1,70,4,"NFKB1, SRC, STAT1, STAT5A"
"RIG-I-like receptor signaling pathway",0.011,0.096,1,70,4,"DDX58, NFKB1, IFIH1, ISG15"
"Fatty acid biosynthesis",0.011,0.096,1,13,2,"ACSL1, ACSL4"
"Cellular senescence",0.013,0.112,1,158,6,"HLA-A, HLA-B, IL1A, NFKB1, ZFP36L1, SQSTM1"
"IL-17 signaling pathway",0.025,0.205,1,90,4,"IL1B, NFKB1, PTGS2, CCL20"
"Non-alcoholic fatty liver disease (NAFLD)",0.03,0.236,1,141,5,"IL1A, IL1B, NDUFA4, NDUFA10, NFKB1"
"Inflammatory mediator regulation of TRP channels",0.03,0.236,1,96,4,"IL1B, PLA2G4A, SRC, CAMK2D"
"VEGF signaling pathway",0.034,0.259,1,58,3,"PLA2G4A, PTGS2, SRC"
"Mitophagy - animal",0.042,0.304,1,63,3,"GABARAP, SRC, SQSTM1"
"Th17 cell differentiation",0.043,0.304,1,107,4,"IL1B, NFKB1, STAT1, STAT5A"
"Cytokine-cytokine receptor interaction",0.045,0.312,1,266,7,"IL1A, IL1B, CCL4L1, CCL3, CCL5, CCL20, CD40"
"Fc epsilon RI signaling pathway",0.048,0.318,1,66,3,"FCER1G, LCP2, PLA2G4A"
"D-Glutamine and D-glutamate metabolism",0.048,0.318,1,4,1,"GLS"
