"","EntrezID","GeneSymbol","ConfidenceCategory","TRIAGEhit","Pathway","InteractingGenes","NetworkGenePathways"
"171",54,"ACP5","HighConf","Yes","Osteoclast differentiation",NA,NA
"184",2180,"ACSL1","HighConf","Yes","Ferroptosis, PPAR signaling pathway, Adipocytokine signaling pathway, Fatty acid biosynthesis",NA,NA
"186",2182,"ACSL4","HighConf","Yes","Ferroptosis, PPAR signaling pathway, Adipocytokine signaling pathway, Fatty acid biosynthesis",NA,NA
"1221",537,"ATP6AP1","MedConf","Yes","Phagosome",NA,NA
"2137",817,"CAMK2D","MedConf","Yes","Necroptosis, HIF-1 signaling pathway, Inflammatory mediator regulation of TRP channels","STAT1","Th17 cell differentiation (1), Prolactin signaling pathway (1), Chemokine signaling pathway (1), AGE-RAGE signaling pathway in diabetic complications (1), Toll-like receptor signaling pathway (1), Necroptosis (1), Osteoclast differentiation (1), NOD-like receptor signaling pathway (1)"
"2416",6364,"CCL20","HighConf","Yes","TNF signaling pathway, Chemokine signaling pathway, IL-17 signaling pathway, Cytokine-cytokine receptor interaction",NA,NA
"2425",6348,"CCL3","MedConf","Yes","Toll-like receptor signaling pathway, Chemokine signaling pathway, Cytokine-cytokine receptor interaction",NA,NA
"2429",388372,"CCL4L1","HighConf","Yes","NF-kappa B signaling pathway, Toll-like receptor signaling pathway, Cytosolic DNA-sensing pathway, Chemokine signaling pathway, Cytokine-cytokine receptor interaction",NA,NA
"2431",6352,"CCL5","HighConf","Yes","NOD-like receptor signaling pathway, Toll-like receptor signaling pathway, TNF signaling pathway, Cytosolic DNA-sensing pathway, Chemokine signaling pathway, Cytokine-cytokine receptor interaction",NA,NA
"2504",909,"CD1A","MedConf","Yes","Hematopoietic cell lineage",NA,NA
"2506",911,"CD1C","MedConf","Yes","Hematopoietic cell lineage",NA,NA
"2514",30835,"CD209","MedConf","Yes","Phagosome",NA,NA
"2521",29126,"CD274","HighConf","Yes","Cell adhesion molecules (CAMs)",NA,NA
"2536",948,"CD36","HighConf","Yes","Hematopoietic cell lineage, Phagosome, PPAR signaling pathway, Adipocytokine signaling pathway","FABP4, CD9","PPAR signaling pathway (1), Hematopoietic cell lineage (1)"
"2544",958,"CD40","HighConf","Yes","NF-kappa B signaling pathway, Toll-like receptor signaling pathway, Cell adhesion molecules (CAMs), Cytokine-cytokine receptor interaction","TRAF1, NFKB1, STAT5A","Th17 cell differentiation (2), Prolactin signaling pathway (2), AGE-RAGE signaling pathway in diabetic complications (2), TNF signaling pathway (2), NF-kappa B signaling pathway (2), Necroptosis (1), IL-17 signaling pathway (1), Cellular senescence (1), RIG-I-like receptor signaling pathway (1), Adipocytokine signaling pathway (1), Antifolate resistance (1), Chemokine signaling pathway (1), HIF-1 signaling pathway (1), Cytosolic DNA-sensing pathway (1), Toll-like receptor signaling pathway (1), Osteoclast differentiation (1), NOD-like receptor signaling pathway (1), Non-alcoholic fatty liver disease (NAFLD) (1)"
"2546",960,"CD44","MedConf","Yes","Hematopoietic cell lineage","MT2A, HLA-B, ICAM1, HLA-A, GBP1, GBP2, GLG1, OAS2, IRF5, OAS3","NOD-like receptor signaling pathway (4), Natural killer cell mediated cytotoxicity (3), Cellular senescence (2), Type I diabetes mellitus (2), Antigen processing and presentation (2), Phagosome (2), Toll-like receptor signaling pathway (1), Leukocyte transendothelial migration (1), AGE-RAGE signaling pathway in diabetic complications (1), TNF signaling pathway (1), NF-kappa B signaling pathway (1), Mineral absorption (1), Cell adhesion molecules (CAMs) (4)"
"2549",962,"CD48","MedConf","Yes","Natural killer cell mediated cytotoxicity",NA,NA
"2564",972,"CD74","HighConf","Yes","Antigen processing and presentation","CTSB, LGMN","Antigen processing and presentation (2), NOD-like receptor signaling pathway (1)"
"2575",928,"CD9","MedConf","Yes","Hematopoietic cell lineage","CD36","Adipocytokine signaling pathway (1), PPAR signaling pathway (1), Phagosome (1), Hematopoietic cell lineage (1)"
"3657",1508,"CTSB","MedConf","Yes","NOD-like receptor signaling pathway, Antigen processing and presentation","CD74","Antigen processing and presentation (1)"
"3997",23586,"DDX58","MedConf","Yes","NF-kappa B signaling pathway, Cytosolic DNA-sensing pathway, RIG-I-like receptor signaling pathway","IFIH1, ISG15","RIG-I-like receptor signaling pathway (2)"
"4640",5610,"EIF2AK2","MedConf","Yes","Necroptosis","STAT1","Th17 cell differentiation (1), Prolactin signaling pathway (1), Chemokine signaling pathway (1), AGE-RAGE signaling pathway in diabetic complications (1), Toll-like receptor signaling pathway (1), Necroptosis (1), Osteoclast differentiation (1), NOD-like receptor signaling pathway (1)"
"5028",2167,"FABP4","MedConf","Yes","PPAR signaling pathway","CD36","Adipocytokine signaling pathway (1), PPAR signaling pathway (1), Phagosome (1), Hematopoietic cell lineage (1)"
"5029",2171,"FABP5","HighConf","Yes","PPAR signaling pathway",NA,NA
"5327",8789,"FBP2","HighConf","Yes","Fructose and mannose metabolism","PFKFB3, HK2","Fructose and mannose metabolism (2), HIF-1 signaling pathway (2)"
"5395",2207,"FCER1G","MedConf","Yes","Natural killer cell mediated cytotoxicity, Fc epsilon RI signaling pathway","PLA2G4A, LCP2","Fc epsilon RI signaling pathway (2), VEGF signaling pathway (1), Inflammatory mediator regulation of TRP channels (1), Necroptosis (1), Natural killer cell mediated cytotoxicity (1), Osteoclast differentiation (1)"
"5700",2495,"FTH1","HighConf","Yes","Ferroptosis, Necroptosis, Mineral absorption","FTL","Mineral absorption (1), Necroptosis (1), Ferroptosis (1)"
"5702",2512,"FTL","MedConf","Yes","Ferroptosis, Necroptosis, Mineral absorption","FTH1","Mineral absorption (1), Necroptosis (1), Ferroptosis (1)"
"5767",11337,"GABARAP","MedConf","Yes","NOD-like receptor signaling pathway, Mitophagy - animal","SQSTM1","Mitophagy - animal (1), Cellular senescence (1), Necroptosis (1), Osteoclast differentiation (1)"
"5888",2633,"GBP1","HighConf","Yes","NOD-like receptor signaling pathway","GBP2, MT2A, IRF5, HLA-A, CD44, OAS3, ICAM1, OAS2, HLA-B","Natural killer cell mediated cytotoxicity (3), NOD-like receptor signaling pathway (3), Cellular senescence (2), Type I diabetes mellitus (2), Antigen processing and presentation (2), Phagosome (2), Leukocyte transendothelial migration (1), AGE-RAGE signaling pathway in diabetic complications (1), TNF signaling pathway (1), NF-kappa B signaling pathway (1), Mineral absorption (1), Hematopoietic cell lineage (1), Toll-like receptor signaling pathway (1), Cell adhesion molecules (CAMs) (3)"
"5889",2634,"GBP2","MedConf","Yes","NOD-like receptor signaling pathway","IFIT1, HLA-A, ISG15, MT2A, CD44, ICAM1, IFIT2, MX1, GBP1, OAS3, IRF5, IFIT3, MX2, ISG20, HLA-B, OAS2","NOD-like receptor signaling pathway (3), Natural killer cell mediated cytotoxicity (3), Cellular senescence (2), Type I diabetes mellitus (2), Antigen processing and presentation (2), Phagosome (2), Leukocyte transendothelial migration (1), AGE-RAGE signaling pathway in diabetic complications (1), TNF signaling pathway (1), NF-kappa B signaling pathway (1), Mineral absorption (1), Hematopoietic cell lineage (1), Toll-like receptor signaling pathway (1), RIG-I-like receptor signaling pathway (1), Cell adhesion molecules (CAMs) (3)"
"5962",2673,"GFPT1","HighConf","Yes","Alanine, aspartate and glutamate metabolism","HK2, GLS","D-Glutamine and D-glutamate metabolism (1), aspartate and glutamate metabolism (1), Alanine (1), Fructose and mannose metabolism (1), HIF-1 signaling pathway (1)"
"5974",8836,"GGH","MedConf","Yes","Antifolate resistance",NA,NA
"6054",2734,"GLG1","MedConf","Yes","Cell adhesion molecules (CAMs)","CD44","Hematopoietic cell lineage (1)"
"6082",2744,"GLS","HighConf","Yes","Alanine, aspartate and glutamate metabolism, D-Glutamine and D-glutamate metabolism","GFPT1","aspartate and glutamate metabolism (1), Alanine (1)"
"6597",3055,"HCK","MedConf","Yes","Chemokine signaling pathway",NA,NA
"6795",3099,"HK2","MedConf","Yes","HIF-1 signaling pathway, Fructose and mannose metabolism","FBP2, GFPT1, PFKFB3","Fructose and mannose metabolism (2), HIF-1 signaling pathway (1), aspartate and glutamate metabolism (1), Alanine (1)"
"6799",3105,"HLA-A","MedConf","Yes","Phagosome, Cell adhesion molecules (CAMs), Natural killer cell mediated cytotoxicity, Antigen processing and presentation, Type I diabetes mellitus, Cellular senescence","GBP1, ISG20, MX2, GBP2, OAS3, ICAM1, IFIT1, HLA-B, MT2A, MX1, ISG15, LCP2, OAS2, IRF5, IFIT2, IFIT3, CD44","NOD-like receptor signaling pathway (4), Natural killer cell mediated cytotoxicity (3), Leukocyte transendothelial migration (1), AGE-RAGE signaling pathway in diabetic complications (1), TNF signaling pathway (1), NF-kappa B signaling pathway (1), Cellular senescence (1), Type I diabetes mellitus (1), Antigen processing and presentation (1), Phagosome (1), Mineral absorption (1), Hematopoietic cell lineage (1), Toll-like receptor signaling pathway (1), Fc epsilon RI signaling pathway (1), Osteoclast differentiation (1), RIG-I-like receptor signaling pathway (1), Cell adhesion molecules (CAMs) (2)"
"6800",3106,"HLA-B","MedConf","Yes","Phagosome, Cell adhesion molecules (CAMs), Natural killer cell mediated cytotoxicity, Antigen processing and presentation, Type I diabetes mellitus, Cellular senescence","ICAM1, IFIT3, IFIT2, MX1, HLA-A, GBP1, ISG20, MX2, GBP2, IRF5, IFIT1, ISG15, MT2A, OAS3, OAS2, CD44","NOD-like receptor signaling pathway (4), Natural killer cell mediated cytotoxicity (2), Mineral absorption (1), Hematopoietic cell lineage (1), Toll-like receptor signaling pathway (1), RIG-I-like receptor signaling pathway (1), Cellular senescence (1), Type I diabetes mellitus (1), Antigen processing and presentation (1), Phagosome (1), Leukocyte transendothelial migration (1), AGE-RAGE signaling pathway in diabetic complications (1), TNF signaling pathway (1), NF-kappa B signaling pathway (1), Cell adhesion molecules (CAMs) (2)"
"6851",3162,"HMOX1","HighConf","Yes","Ferroptosis, HIF-1 signaling pathway, Mineral absorption",NA,NA
"7093",3383,"ICAM1","HighConf","Yes","NF-kappa B signaling pathway, Cell adhesion molecules (CAMs), TNF signaling pathway, Natural killer cell mediated cytotoxicity, AGE-RAGE signaling pathway in diabetic complications, Leukocyte transendothelial migration","HLA-A, GBP1, GBP2, ITGB2, NFKB1, CD44, MT2A, IRF5, OAS3, HLA-B, ITGAM, OAS2","NOD-like receptor signaling pathway (5), Phagosome (4), Cellular senescence (3), Natural killer cell mediated cytotoxicity (3), Type I diabetes mellitus (2), Antigen processing and presentation (2), Hematopoietic cell lineage (2), Leukocyte transendothelial migration (2), Toll-like receptor signaling pathway (2), Mineral absorption (1), Th17 cell differentiation (1), IL-17 signaling pathway (1), RIG-I-like receptor signaling pathway (1), Prolactin signaling pathway (1), Adipocytokine signaling pathway (1), Antifolate resistance (1), Chemokine signaling pathway (1), AGE-RAGE signaling pathway in diabetic complications (1), HIF-1 signaling pathway (1), Cytosolic DNA-sensing pathway (1), TNF signaling pathway (1), Osteoclast differentiation (1), NF-kappa B signaling pathway (1), Cell adhesion molecules (CAMs) (4), Non-alcoholic fatty liver disease (NAFLD) (1)"
"7116",3620,"IDO1","HighConf","Yes","Tryptophan metabolism",NA,NA
"7133",64135,"IFIH1","HighConf","Yes","RIG-I-like receptor signaling pathway","DDX58","RIG-I-like receptor signaling pathway (1), Cytosolic DNA-sensing pathway (1), NF-kappa B signaling pathway (1)"
