"Pathway","pVal","pValFDR","pValBonferroni","Genes","HitGenes","HitGeneNames"
"Spliceosome",0,0,0,120,27,"Sf3b3, Snrpd2, Hspa8, Magoh, Srsf3, Snrpc, Snrpb, Snrpd1, Snrpe, Dhx8, Hnrnpa3, Sf3b2, Snrnp200, Plrg1, Ddx39b, Isy1, Rbm8a, Sf3b6, Sf3b5, Lsm5, Snrpd3, Sf3a1, Snrpg, Phf5a, Snrpa1, Sf3a3, Sf3b1"
"RNA transport",0,0,0,146,20,"Nup107, Xpo1, Eif4g2, Kpnb1, Nxf7, Magoh, Nup62, Casc3, Ran, Rasl2-9, Rnps1, Nup98, Thoc6, Nup85, Nxf1, Ddx39b, Rbm8a, Eif3f, Rpp25l, Seh1l"
"Proteasome",0,0,0,44,23,"Psma2, Psma3, Psmb1, Psmb4, Psmb6, Psmc1, Psmc3, Psmc5, Psmd2, Psmd3, Psmc4, Psma1, Psma4, Psma6, Psma7, Psmb2, Psmb3, Psmd14, Psmd6, Pomp, Psmc6, Psmd11, Psmd1"
"Pyrimidine metabolism",0,0.008,0.041,87,11,"Polr2a, Tk1, Polr2b, Nme6, Nme4, Polr2g, Polr2d, Polr2f, Cant1, Nme3, Uck2"
"Osteoclast differentiation",0,0.008,0.044,118,13,"Acp5, Ctsk, Fyn, Ikbkg, Il1a, Jund, Pik3ca, Ppp3r1, Spi1, Oscar, Mapk13, Tab1, Pik3cb"
"Ribosome biogenesis in eukaryotes",0,0.008,0.046,74,10,"Imp3, Xpo1, Utp15, Nxf7, Ran, Rasl2-9, Fbll1, Nxf1, Gar1, Rpp25l"
"AMPK signaling pathway",0,0.008,0.056,121,13,"Cpt1a, Ins1, Pdpk1, Pfkfb1, Pik3ca, Prkag1, Scd1, Creb3l3, Foxo3, Strada, Adipor1, Pik3cb, Creb3l4"
"PPAR signaling pathway",0,0.009,0.072,78,10,"Fabp4, Cpt1a, Gk, Pdpk1, Ppard, Rxrg, Scd1, Acsl6, Slc27a2, Cyp4a12a"
"mRNA surveillance pathway",0,0.01,0.089,80,10,"Nxf7, Magoh, Casc3, Rnps1, Cpsf7, Cpsf6, Nxf1, Ddx39b, Pabpn1, Rbm8a"
"Toll-like receptor signaling pathway",0,0.01,0.098,96,11,"Tirap, Ctsk, Ifna5, Ifna6, Ifnab, Ikbkg, Pik3ca, Mapk13, Irak4, Tab1, Pik3cb"
"PI3K-Akt signaling pathway",0.001,0.013,0.146,322,23,"Col2a1, Fgf12, Ifna5, Ifna6, Ifnab, Ikbkg, Ins1, Itga5, Itga7, Itgav, Ngfr, Nos3, Pdpk1, Pik3ca, Creb3l3, Hsp90b1, Vegfa, Vegfb, Foxo3, Lpar3, Pik3cb, Creb3l4, Tnxb"
"RNA polymerase",0.001,0.014,0.181,22,5,"Polr2a, Polr2b, Polr2g, Polr2d, Polr2f"
"Longevity regulating pathway",0.001,0.014,0.192,88,10,"Ins1, Pik3ca, Prkaca, Prkag1, Creb3l3, Sesn2, Foxo3, Adipor1, Pik3cb, Creb3l4"
"Insulin resistance",0.001,0.014,0.195,104,11,"Cpt1a, Ins1, Nos3, Pdpk1, Pik3ca, Prkce, Prkag1, Creb3l3, Slc27a2, Pik3cb, Creb3l4"
"Estrogen signaling pathway",0.001,0.017,0.25,91,10,"Gnao1, Hspa8, Kcnj5, Nos3, Pik3ca, Prkaca, Creb3l3, Hsp90b1, Pik3cb, Creb3l4"
"Relaxin signaling pathway",0.001,0.017,0.272,125,12,"Gnao1, Nos1, Nos3, Pik3ca, Prkaca, Creb3l3, Vegfa, Vegfb, Insl5, Mapk13, Pik3cb, Creb3l4"
"mTOR signaling pathway",0.001,0.019,0.322,145,13,"Prr5, Dvl2, Ins1, Pdpk1, Pik3ca, Slc7a5, Wnt9b, Sesn2, Atp6v1g3, Telo2, Seh1l, Strada, Pik3cb"
"VEGF signaling pathway",0.003,0.042,0.758,57,7,"Nos3, Pik3ca, Ppp3r1, Vegfa, Mapk13, Pla2g4f, Pik3cb"
"Cytokine-cytokine receptor interaction",0.004,0.05,0.944,243,17,"Cxcr4, Ifna5, Ifna6, Ifnab, Il10ra, Il13, Il1a, Xcl1, Ngfr, Tnfrsf1b, Cd27, Tnfsf12, Cd70, Vegfa, Vegfb, Tnfrsf12a, Ppbp"
"Longevity regulating pathway - multiple species",0.004,0.05,1,60,7,"Hspa8, Ins1, Pik3ca, Prkaca, Prkag1, Foxo3, Pik3cb"
"FoxO signaling pathway",0.004,0.05,1,128,11,"Plk3, Ins1, Pdpk1, Pik3ca, Plk1, Prkag1, Mapk13, Ep300, Foxo4, Foxo3, Pik3cb"
"Purine metabolism",0.006,0.066,1,154,12,"Polr2a, Ppat, Polr2b, Nme6, Nme4, Polr2g, Ak8, Polr2d, Polr2f, Cant1, Nme3, Allc"
"Fc epsilon RI signaling pathway",0.006,0.066,1,65,7,"Fyn, Il13, Pdpk1, Pik3ca, Mapk13, Pla2g4f, Pik3cb"
"Protein export",0.006,0.066,1,22,4,"Srp68, Sec61a1, Sec11a, Sec61a2"
"cGMP-PKG signaling pathway",0.007,0.066,1,156,12,"Adra1b, Adra2b, Myh7, Ins1, Kcnma1, Mef2b, Mef2c, Nos3, Prkce, Ppp3r1, Creb3l3, Creb3l4"
"AGE-RAGE signaling pathway in diabetic complications",0.007,0.066,1,100,9,"Il1a, Nos3, Pik3ca, Prkce, Vegfa, Vegfb, Mapk13, Nox4, Pik3cb"
"Adipocytokine signaling pathway",0.008,0.072,1,68,7,"Cpt1a, Ikbkg, Prkag1, Rxrg, Acsl6, Tnfrsf1b, Adipor1"
"Focal adhesion",0.008,0.072,1,179,13,"Cav3, Col2a1, Fyn, Itga5, Itga7, Itgav, Myl2, Pdpk1, Pik3ca, Vegfa, Vegfb, Pik3cb, Tnxb"
"Regulation of lipolysis in adipocytes",0.009,0.076,1,53,6,"Fabp4, Ins1, Pik3ca, Prkaca, Pnpla2, Pik3cb"
"Progesterone-mediated oocyte maturation",0.009,0.078,1,87,8,"Ins1, Mad1l1, Pik3ca, Prkaca, Plk1, Cpeb2, Mapk13, Pik3cb"
"TNF signaling pathway",0.01,0.08,1,106,9,"Cebpb, Ikbkg, Pik3ca, Creb3l3, Tnfrsf1b, Mapk13, Tab1, Pik3cb, Creb3l4"
"Vasopressin-regulated water reabsorption",0.013,0.105,1,42,5,"Arhgdig, Prkaca, Creb3l3, Dync1li1, Creb3l4"
"Vascular smooth muscle contraction",0.016,0.12,1,115,9,"Adra1b, Kcnma1, Prkaca, Prkce, Pla2g1b, Avpr1b, Pla2g4f, Cyp4a12a, Pla2g12b"
"Ras signaling pathway",0.016,0.12,1,217,14,"Fgf12, Ikbkg, Ins1, Ngfr, Pik3ca, Prkaca, Pla2g1b, Vegfa, Vegfb, Rasgrp4, Pla2g4f, Foxo4, Pla2g12b, Pik3cb"
"Neurotrophin signaling pathway",0.017,0.12,1,116,9,"Irak2, Arhgdig, Ngfr, Pdpk1, Pik3ca, Mapk13, Irak4, Foxo3, Pik3cb"
"HIF-1 signaling pathway",0.017,0.12,1,97,8,"Aldoa, Arnt, Ins1, Nos3, Pik3ca, Vegfa, Ep300, Pik3cb"
"Glucagon signaling pathway",0.018,0.124,1,98,8,"Cpt1a, Pfkfb1, Prkaca, Ppp3r1, Prkag1, Creb3l3, Ep300, Creb3l4"
"Oxytocin signaling pathway",0.024,0.158,1,143,10,"Gnao1, Kcnj5, Mef2c, Nos3, Prkaca, Ppp3r1, Prkag1, Camk1g, Pla2g4f, Cacng8"
"Natural killer cell mediated cytotoxicity",0.029,0.188,1,107,8,"Fyn, Ifna5, Ifna6, Ifnab, Itgb2l, Pik3ca, Ppp3r1, Pik3cb"
"MAPK signaling pathway",0.031,0.19,1,236,14,"Fgf12, Hspa8, Ikbkg, Il1a, Jund, Mef2c, Prkaca, Ppp3r1, Ptprr, Rasgrp4, Mapk13, Pla2g4f, Tab1, Cacng8"
"Cytosolic DNA-sensing pathway",0.031,0.19,1,52,5,"Ifna5, Ifna6, Ifnab, Ikbkg, Polr2f"
"Aldosterone-regulated sodium reabsorption",0.033,0.196,1,36,4,"Ins1, Pdpk1, Pik3ca, Pik3cb"
"Cholinergic synapse",0.034,0.196,1,110,8,"Chrm4, Fyn, Gnao1, Pik3ca, Prkaca, Creb3l3, Pik3cb, Creb3l4"
"Thyroid hormone signaling pathway",0.037,0.21,1,112,8,"Kat2a, Itgav, Pdpk1, Pik3ca, Prkaca, Rxrg, Ep300, Pik3cb"
"ECM-receptor interaction",0.042,0.234,1,75,6,"Col2a1, Itga5, Itga7, Itgav, Sdc4, Tnxb"
"Platelet activation",0.044,0.236,1,116,8,"Fyn, Nos3, Pik3ca, Prkaca, Tbxa2r, Mapk13, Pla2g4f, Pik3cb"
"Rap1 signaling pathway",0.045,0.236,1,203,12,"Arap3, Fgf12, Gnao1, Ins1, Itgb2l, Ngfr, Pik3ca, Vegfa, Vegfb, Mapk13, Lpar3, Pik3cb"
"alpha-Linolenic acid metabolism",0.047,0.243,1,24,3,"Pla2g1b, Pla2g4f, Pla2g12b"
"Adrenergic signaling in cardiomyocytes",0.048,0.243,1,139,9,"Adra1b, Myh7, Myl2, Prkaca, Creb3l3, Tpm1, Mapk13, Creb3l4, Cacng8"
"Melanogenesis",0.05,0.247,1,98,7,"Dvl2, Gnao1, Prkaca, Creb3l3, Wnt9b, Ep300, Creb3l4"
"T cell receptor signaling pathway",0.052,0.253,1,99,7,"Fyn, Ikbkg, Pdpk1, Pik3ca, Ppp3r1, Mapk13, Pik3cb"
"RIG-I-like receptor signaling pathway",0.063,0.302,1,63,5,"Ifna5, Ifna6, Ifnab, Ikbkg, Mapk13"
"Linoleic acid metabolism",0.066,0.304,1,45,4,"Cyp3a13, Pla2g1b, Pla2g4f, Pla2g12b"
"Type II diabetes mellitus",0.066,0.304,1,45,4,"Ins1, Pik3ca, Prkce, Pik3cb"
"Calcium signaling pathway",0.067,0.304,1,171,10,"Adra1b, Cckbr, Gnal, Nos1, Nos3, Prkaca, Ppp3r1, Tbxa2r, Avpr1b, Cysltr1"
"Regulation of actin cytoskeleton",0.072,0.318,1,196,11,"Chrm4, Fgf12, Ins1, Itga5, Itga7, Itgav, Itgb2l, Myl2, Pik3ca, Arhgef7, Pik3cb"
"Apelin signaling pathway",0.084,0.368,1,133,8,"Mef2b, Mef2c, Myl2, Nos1, Nos3, Prkaca, Prkce, Prkag1"
"IL-17 signaling pathway",0.086,0.37,1,90,6,"Cebpb, Ikbkg, Il13, Jund, Hsp90b1, Mapk13"
"Oocyte meiosis",0.088,0.37,1,112,7,"Smc3, Ins1, Prkaca, Plk1, Ppp3r1, Cpeb2, Smc1a"
"Prolactin signaling pathway",0.09,0.373,1,70,5,"Ins1, Pik3ca, Mapk13, Foxo3, Pik3cb"
"Phagosome",0.096,0.386,1,160,9,"C3, Itga5, Itgav, Itgb2l, Nos1, Dync1li1, Atp6v1g3, Sec61a1, Sec61a2"
"Inflammatory mediator regulation of TRP channels",0.098,0.386,1,115,7,"Pik3ca, Prkaca, Prkce, Mapk13, Pla2g4f, Cyp4a12a, Pik3cb"
"Sphingolipid signaling pathway",0.098,0.386,1,115,7,"Fyn, Nos3, Pdpk1, Pik3ca, Prkce, Mapk13, Pik3cb"
"Wnt signaling pathway",0.102,0.398,1,139,8,"Dvl2, Prkaca, Ppard, Ppp3r1, Wnt9b, Ep300, Bambi, Nkd2"
"Arginine biosynthesis",0.113,0.432,1,17,2,"Nos1, Nos3"
"Cell cycle",0.119,0.45,1,121,7,"Smc3, Mad1l1, Plk1, Rad21, Wee1, Smc1a, Ep300"
"Jak-STAT signaling pathway",0.129,0.476,1,147,8,"Ifna5, Ifna6, Ifnab, Il10ra, Il13, Pik3ca, Ep300, Pik3cb"
"Chemokine signaling pathway",0.13,0.476,1,171,9,"Cxcr4, Ikbkg, Xcl1, Pik3ca, Prkaca, Prex1, Foxo3, Ppbp, Pik3cb"
"Dopaminergic synapse",0.139,0.501,1,126,7,"Gnal, Gnao1, Kcnj5, Prkaca, Creb3l3, Mapk13, Creb3l4"
"Aldosterone synthesis and secretion",0.148,0.518,1,82,5,"Prkaca, Prkce, Creb3l3, Camk1g, Creb3l4"
"Insulin secretion",0.148,0.518,1,82,5,"Ins1, Kcnma1, Prkaca, Creb3l3, Creb3l4"
"Leukocyte transendothelial migration",0.153,0.531,1,106,6,"Cxcr4, Itgb2l, Myl2, Pik3ca, Mapk13, Pik3cb"
"Glycerophospholipid metabolism",0.175,0.599,1,87,5,"Pla2g1b, Ptdss1, Pla2g4f, Pla2g12b, Mboat7"
"Fatty acid degradation",0.18,0.607,1,43,3,"Cpt1a, Acsl6, Cyp4a12a"
"Ether lipid metabolism",0.189,0.627,1,44,3,"Pla2g1b, Pla2g4f, Pla2g12b"
"Phospholipase D signaling pathway",0.192,0.628,1,138,7,"Fyn, Ins1, Pik3ca, Avpr1b, Pla2g4f, Lpar3, Pik3cb"
"B cell receptor signaling pathway",0.209,0.675,1,69,4,"Ikbkg, Pik3ca, Ppp3r1, Pik3cb"
"Thyroid hormone synthesis",0.216,0.69,1,70,4,"Prkaca, Creb3l3, Hsp90b1, Creb3l4"
"Cardiac muscle contraction",0.223,0.699,1,71,4,"Myh7, Myl2, Tpm1, Cacng8"
"Notch signaling pathway",0.225,0.699,1,48,3,"Dvl2, Kat2a, Ep300"
"Drug metabolism - other enzymes",0.234,0.718,1,49,3,"Tk1, Ugt1a9, Uck2"
"Fatty acid metabolism",0.243,0.728,1,50,3,"Cpt1a, Scd1, Acsl6"
"Riboflavin metabolism",0.243,0.728,1,8,1,"Acp5"
"EGFR tyrosine kinase inhibitor resistance",0.246,0.728,1,74,4,"Pik3ca, Vegfa, Foxo3, Pik3cb"
"Salivary secretion",0.253,0.741,1,75,4,"Adra1b, Kcnma1, Nos1, Prkaca"
"Pentose phosphate pathway",0.273,0.782,1,30,2,"Aldoa, G6pdx"
"Ovarian steroidogenesis",0.28,0.782,1,54,3,"Ins1, Prkaca, Pla2g4f"
"Arachidonic acid metabolism",0.283,0.782,1,79,4,"Pla2g1b, Pla2g4f, Cyp4a12a, Pla2g12b"
"Insulin signaling pathway",0.284,0.782,1,130,6,"Ins1, Pdpk1, Pik3ca, Prkaca, Prkag1, Pik3cb"
"NOD-like receptor signaling pathway",0.284,0.782,1,156,7,"Ifna5, Ifna6, Ifnab, Ikbkg, Mapk13, Irak4, Tab1"
"Fructose and mannose metabolism",0.286,0.782,1,31,2,"Aldoa, Pfkfb1"
"Long-term depression",0.308,0.834,1,57,3,"Gnao1, Nos1, Pla2g4f"
"Carbohydrate digestion and absorption",0.311,0.834,1,33,2,"Pik3ca, Pik3cb"
"Non-alcoholic fatty liver disease (NAFLD)",0.326,0.854,1,137,6,"Il1a, Ins1, Pik3ca, Prkag1, Adipor1, Pik3cb"
"Necroptosis",0.326,0.854,1,137,6,"Ftl1, Ifna5, Ifna6, Ifnab, Il1a, Pla2g4f"
"Th1 and Th2 cell differentiation",0.33,0.856,1,85,4,"Ikbkg, Il13, Ppp3r1, Mapk13"
"Fatty acid biosynthesis",0.341,0.875,1,12,1,"Acsl6"
"Cellular senescence",0.35,0.889,1,168,7,"Foxm1, Il1a, Pik3ca, Ppp3r1, Mapk13, Foxo3, Pik3cb"
"NF-kappa B signaling pathway",0.354,0.889,1,88,4,"Tirap, Ikbkg, Irak4, Tab1"
"Endocrine resistance",0.361,0.896,1,89,4,"Pik3ca, Prkaca, Mapk13, Pik3cb"
"Thiamine metabolism",0.364,0.896,1,13,1,"Ak8"
"Basal transcription factors",0.374,0.896,1,38,2,"Taf5l, Taf6l"
"Long-term potentiation",0.374,0.896,1,64,3,"Prkaca, Ppp3r1, Ep300"
"Ferroptosis",0.374,0.896,1,38,2,"Ftl1, Acsl6"
"Circadian entrainment",0.385,0.908,1,92,4,"Gnao1, Kcnj5, Nos1, Prkaca"
"Fat digestion and absorption",0.386,0.908,1,39,2,"Pla2g1b, Pla2g12b"
"Renin secretion",0.411,0.957,1,68,3,"Kcnma1, Prkaca, Ppp3r1"
"Autophagy - animal",0.418,0.963,1,124,5,"Ins1, Pdpk1, Pik3ca, Prkaca, Pik3cb"
"Protein processing in endoplasmic reticulum",0.43,0.983,1,154,6,"Hspa8, Rpn2, Hsp90b1, Sec61a1, Sec61a2, Dnajb1"
"cAMP signaling pathway",0.434,0.983,1,183,7,"Arap3, Pik3ca, Prkaca, Creb3l3, Ep300, Pik3cb, Creb3l4"
"Th17 cell differentiation",0.447,1,1,100,4,"Ikbkg, Ppp3r1, Rxrg, Mapk13"
"Apoptosis",0.451,1,1,129,5,"Ctsk, Ikbkg, Pdpk1, Pik3ca, Pik3cb"
"Platinum drug resistance",0.457,1,1,73,3,"Pdpk1, Pik3ca, Pik3cb"
"Arginine and proline metabolism",0.469,1,1,46,2,"Nos1, Nos3"
"Glutamatergic synapse",0.477,1,1,104,4,"Gnao1, Prkaca, Ppp3r1, Pla2g4f"
"Signaling pathways regulating pluripotency of stem cells",0.478,1,1,133,5,"Dvl2, Pik3ca, Wnt9b, Mapk13, Pik3cb"
"Retinol metabolism",0.526,1,1,81,3,"Cyp3a13, Cyp4a12a, Ugt1a9"
"Glycosaminoglycan biosynthesis - heparan sulfate / heparin",0.535,1,1,22,1,"Hs3st3b1"
"Complement and coagulation cascades",0.551,1,1,84,3,"C3, Itgb2l, Serpina1d"
"Fc gamma R-mediated phagocytosis",0.551,1,1,84,3,"Pik3ca, Prkce, Pik3cb"
"Glycerolipid metabolism",0.565,1,1,55,2,"Gk, Pnpla2"
"GnRH signaling pathway",0.575,1,1,87,3,"Prkaca, Mapk13, Pla2g4f"
"Type I diabetes mellitus",0.585,1,1,57,2,"Il1a, Ins1"
