"Pathway","pVal","pValFDR","pValBonferroni","Genes","HitGenes","HitGeneNames"
"NOD-like receptor signaling pathway",0,0,0,165,12,"NAMPT, GABARAP, CTSB, GBP1, GBP2, IL1B, NFKB1, OAS2, OAS3, CCL5, STAT1, TXN"
"NF-kappa B signaling pathway",0,0,0,93,9,"DDX58, ICAM1, IL1B, CCL4L1, NFKB1, NFKB2, PTGS2, TRAF1, CD40"
"Hematopoietic cell lineage",0,0,0,94,9,"IL1A, IL1B, ITGAM, TFRC, CD1A, CD1C, CD9, CD36, CD44"
"Ferroptosis",0,0,0.002,40,6,"ACSL1, ACSL4, FTH1, FTL, HMOX1, TFRC"
"Osteoclast differentiation",0,0.001,0.005,126,9,"IL1A, IL1B, LCP2, NCF2, NFKB1, NFKB2, ACP5, STAT1, SQSTM1"
"Necroptosis",0,0.001,0.006,162,10,"FTH1, FTL, IL1A, IL1B, PLA2G4A, EIF2AK2, STAT1, STAT5A, CAMK2D, SQSTM1"
"Toll-like receptor signaling pathway",0,0.001,0.009,104,8,"IL1B, IRF5, CCL4L1, NFKB1, CCL3, CCL5, STAT1, CD40"
"HIF-1 signaling pathway",0,0.006,0.046,98,7,"HK2, HMOX1, NFKB1, PFKFB3, TCEB2, TFRC, CAMK2D"
"TNF signaling pathway",0,0.009,0.084,108,7,"ICAM1, IL1B, NFKB1, PTGS2, CCL5, CCL20, TRAF1"
"Cytosolic DNA-sensing pathway",0.001,0.023,0.249,63,5,"DDX58, IL1B, CCL4L1, NFKB1, CCL5"
"Tryptophan metabolism",0.001,0.023,0.256,37,4,"IL4I1, IDO1, KMO, KYNU"
"AGE-RAGE signaling pathway in diabetic complications",0.001,0.024,0.305,98,6,"ICAM1, IL1A, IL1B, NFKB1, STAT1, STAT5A"
"Cell adhesion molecules (CAMs)",0.001,0.024,0.318,135,7,"GLG1, HLA-A, HLA-B, ICAM1, ITGAM, ITGB2, CD40"
"Type I diabetes mellitus",0.002,0.03,0.453,43,4,"HLA-A, HLA-B, IL1A, IL1B"
"PPAR signaling pathway",0.002,0.03,0.454,72,5,"FABP4, FABP5, ACSL1, ACSL4, CD36"
"Phagosome",0.002,0.032,0.52,147,7,"HLA-A, HLA-B, ITGAM, ITGB2, NCF2, TFRC, CD36"
"Mineral absorption",0.003,0.05,0.852,51,4,"FTH1, FTL, HMOX1, MT2A"
"Natural killer cell mediated cytotoxicity",0.004,0.056,1,124,6,"FCER1G, HLA-A, HLA-B, ICAM1, ITGB2, LCP2"
"Antifolate resistance",0.005,0.068,1,29,3,"IL1B, NFKB1, GGH"
"Fructose and mannose metabolism",0.007,0.086,1,32,3,"HK2, PFKFB3, FBP2"
"Alanine, aspartate and glutamate metabolism",0.009,0.105,1,35,3,"IL4I1, GFPT1, GLS"
"Adipocytokine signaling pathway",0.01,0.108,1,69,4,"ACSL1, ACSL4, NFKB1, CD36"
"RIG-I-like receptor signaling pathway",0.01,0.108,1,69,4,"DDX58, NFKB1, IFIH1, ISG15"
"Fatty acid biosynthesis",0.011,0.111,1,13,2,"ACSL1, ACSL4"
"Complement and coagulation cascades",0.015,0.152,1,78,4,"ITGAM, ITGAX, ITGB2, PLAUR"
"Chemokine signaling pathway",0.023,0.225,1,181,6,"CCL4L1, NFKB1, CCL3, CCL5, CCL20, STAT1"
"IL-17 signaling pathway",0.024,0.225,1,90,4,"IL1B, NFKB1, PTGS2, CCL20"
"Non-alcoholic fatty liver disease (NAFLD)",0.029,0.26,1,141,5,"IL1A, IL1B, NDUFA4, NDUFA10, NFKB1"
"Insulin resistance",0.04,0.336,1,105,4,"GFPT1, NFKB1, PTPN1, CD36"
"Leukocyte transendothelial migration",0.041,0.336,1,106,4,"ICAM1, ITGAM, ITGB2, NCF2"
"Th17 cell differentiation",0.042,0.336,1,107,4,"IL1B, NFKB1, STAT1, STAT5A"
"Cellular senescence",0.044,0.336,1,158,5,"HLA-A, HLA-B, IL1A, NFKB1, SQSTM1"
"Cytokine-cytokine receptor interaction",0.044,0.336,1,265,7,"IL1A, IL1B, CCL4L1, CCL3, CCL5, CCL20, CD40"
"Fc epsilon RI signaling pathway",0.047,0.344,1,66,3,"FCER1G, LCP2, PLA2G4A"
"D-Glutamine and D-glutamate metabolism",0.048,0.344,1,4,1,"GLS"
"Prolactin signaling pathway",0.055,0.377,1,70,3,"NFKB1, STAT1, STAT5A"
"Antigen processing and presentation",0.056,0.38,1,71,3,"CTSB, HLA-A, HLA-B"
"Phenylalanine, tyrosine and tryptophan biosynthesis",0.06,0.383,1,5,1,"IL4I1"
"Neomycin, kanamycin and gentamicin biosynthesis",0.06,0.383,1,5,1,"HK2"
"Peroxisome",0.077,0.481,1,81,3,"ACSL1, ACSL4, SOD2"
"Ether lipid metabolism",0.083,0.497,1,39,2,"PLD3, PLA2G4A"
"ErbB signaling pathway",0.084,0.497,1,84,3,"STAT5A, CAMK2D, CBL"
"Insulin signaling pathway",0.086,0.497,1,136,4,"HK2, PTPN1, CBL, FBP2"
"Riboflavin metabolism",0.094,0.534,1,8,1,"ACP5"
"Cysteine and methionine metabolism",0.098,0.538,1,43,2,"IL4I1, SMS"
"Fatty acid degradation",0.102,0.538,1,44,2,"ACSL1, ACSL4"
"Fatty acid metabolism",0.102,0.538,1,44,2,"ACSL1, ACSL4"
"Th1 and Th2 cell differentiation",0.104,0.538,1,92,3,"NFKB1, STAT1, STAT5A"
