"Pathway","pVal","pValFDR","pValBonferroni","Genes","HitGenes","HitGeneNames"
"Lysosome",0,0,0,122,13,"NPC2, CLTA, CTSB, CTSH, CTSZ, GM2A, IGF2R, LIPA, ATP6AP1, ACP5, PPT1, LGMN, CD63"
"NOD-like receptor signaling pathway",0,0.001,0.003,165,12,"NAMPT, GABARAP, CTSB, GBP1, GBP2, IL1B, NFKB1, OAS2, OAS3, CCL5, STAT1, TXN"
"NF-kappa B signaling pathway",0,0.001,0.004,93,9,"DDX58, ICAM1, IL1B, CCL4L1, NFKB1, NFKB2, PTGS2, TRAF1, CD40"
"Hematopoietic cell lineage",0,0.001,0.004,94,9,"IL1A, IL1B, ITGAM, TFRC, CD1A, CD1C, CD9, CD36, CD44"
"Ferroptosis",0,0.002,0.009,40,6,"ACSL1, ACSL4, FTH1, FTL, HMOX1, TFRC"
"Phagosome",0,0.004,0.025,147,10,"CD209, HLA-A, HLA-B, ITGAM, ITGB2, MRC1, NCF2, ATP6AP1, TFRC, CD36"
"Osteoclast differentiation",0,0.006,0.04,126,9,"IL1A, IL1B, LCP2, NCF2, NFKB1, NFKB2, ACP5, STAT1, SQSTM1"
"Toll-like receptor signaling pathway",0,0.006,0.056,104,8,"IL1B, IRF5, CCL4L1, NFKB1, CCL3, CCL5, STAT1, CD40"
"Necroptosis",0,0.006,0.057,162,10,"FTH1, FTL, IL1A, IL1B, PLA2G4A, EIF2AK2, STAT1, STAT5A, CAMK2D, SQSTM1"
"Cell adhesion molecules (CAMs)",0,0.007,0.067,135,9,"GLG1, CD274, HLA-A, HLA-B, ICAM1, ITGAM, ITGB2, PECAM1, CD40"
"Endocytosis",0,0.008,0.085,237,12,"EHD1, CLTA, DAB2, EHD4, HLA-A, HLA-B, IGF2R, PML, SRC, TFRC, CBL, SNX3"
"HIF-1 signaling pathway",0.001,0.018,0.219,98,7,"HK2, HMOX1, NFKB1, PFKFB3, TCEB2, TFRC, CAMK2D"
"Complement and coagulation cascades",0.001,0.027,0.352,78,6,"ITGAM, ITGAX, ITGB2, SERPINB2, PLAUR, VTN"
"TNF signaling pathway",0.002,0.028,0.388,108,7,"ICAM1, IL1B, NFKB1, PTGS2, CCL5, CCL20, TRAF1"
"Tryptophan metabolism",0.003,0.044,0.66,37,4,"IL4I1, IDO1, KMO, KYNU"
"Cytosolic DNA-sensing pathway",0.003,0.048,0.773,63,5,"DDX58, IL1B, CCL4L1, NFKB1, CCL5"
"Natural killer cell mediated cytotoxicity",0.003,0.05,0.852,124,7,"FCER1G, HLA-A, HLA-B, ICAM1, ITGB2, LCP2, CD48"
"AGE-RAGE signaling pathway in diabetic complications",0.004,0.06,1,98,6,"ICAM1, IL1A, IL1B, NFKB1, STAT1, STAT5A"
"Type I diabetes mellitus",0.005,0.06,1,43,4,"HLA-A, HLA-B, IL1A, IL1B"
"Antigen processing and presentation",0.005,0.065,1,71,5,"CTSB, HLA-A, HLA-B, LGMN, CD74"
"PPAR signaling pathway",0.006,0.065,1,72,5,"FABP4, FABP5, ACSL1, ACSL4, CD36"
"Chemokine signaling pathway",0.008,0.089,1,181,8,"HCK, CCL4L1, NFKB1, CCL3, CCL5, CCL20, SRC, STAT1"
"Mineral absorption",0.008,0.092,1,51,4,"FTH1, FTL, HMOX1, MT2A"
"Antifolate resistance",0.011,0.109,1,29,3,"IL1B, NFKB1, GGH"
"Fructose and mannose metabolism",0.014,0.138,1,32,3,"HK2, PFKFB3, FBP2"
"Fatty acid biosynthesis",0.017,0.163,1,13,2,"ACSL1, ACSL4"
"Alanine, aspartate and glutamate metabolism",0.018,0.163,1,35,3,"IL4I1, GFPT1, GLS"
"Adipocytokine signaling pathway",0.024,0.203,1,69,4,"ACSL1, ACSL4, NFKB1, CD36"
"RIG-I-like receptor signaling pathway",0.024,0.203,1,69,4,"DDX58, NFKB1, IFIH1, ISG15"
"Prolactin signaling pathway",0.025,0.205,1,70,4,"NFKB1, SRC, STAT1, STAT5A"
"Leukocyte transendothelial migration",0.026,0.211,1,106,5,"ICAM1, ITGAM, ITGB2, NCF2, PECAM1"
"Fatty acid metabolism",0.032,0.251,1,44,3,"ACSL1, ACSL4, PPT1"
"Cellular senescence",0.039,0.296,1,158,6,"HLA-A, HLA-B, IL1A, NFKB1, ZFP36L1, SQSTM1"
"ErbB signaling pathway",0.044,0.323,1,84,4,"SRC, STAT5A, CAMK2D, CBL"
"IL-17 signaling pathway",0.054,0.387,1,90,4,"IL1B, NFKB1, PTGS2, CCL20"
"D-Glutamine and D-glutamate metabolism",0.062,0.42,1,4,1,"GLS"
"Apoptosis",0.063,0.42,1,135,5,"CTSB, CTSH, CTSZ, NFKB1, TRAF1"
"VEGF signaling pathway",0.064,0.42,1,58,3,"PLA2G4A, PTGS2, SRC"
"Inflammatory mediator regulation of TRP channels",0.066,0.42,1,96,4,"IL1B, PLA2G4A, SRC, CAMK2D"
"Phenylalanine, tyrosine and tryptophan biosynthesis",0.077,0.463,1,5,1,"IL4I1"
"Neomycin, kanamycin and gentamicin biosynthesis",0.077,0.463,1,5,1,"HK2"
"Mitophagy - animal",0.078,0.463,1,63,3,"GABARAP, SRC, SQSTM1"
"Insulin resistance",0.085,0.492,1,105,4,"GFPT1, NFKB1, PTPN1, CD36"
"Fc epsilon RI signaling pathway",0.087,0.492,1,66,3,"FCER1G, LCP2, PLA2G4A"
"Th17 cell differentiation",0.09,0.497,1,107,4,"IL1B, NFKB1, STAT1, STAT5A"
"Riboflavin metabolism",0.12,0.648,1,8,1,"ACP5"
"Platelet activation",0.126,0.648,1,121,4,"FCER1G, LCP2, PLA2G4A, SRC"
"Ether lipid metabolism",0.127,0.648,1,39,2,"PLD3, PLA2G4A"
"Cytokine-cytokine receptor interaction",0.128,0.648,1,265,7,"IL1A, IL1B, CCL4L1, CCL3, CCL5, CCL20, CD40"
"ECM-receptor interaction",0.13,0.648,1,79,3,"VTN, CD36, CD44"
"Cysteine and methionine metabolism",0.149,0.726,1,43,2,"IL4I1, SMS"
"Fatty acid degradation",0.154,0.738,1,44,2,"ACSL1, ACSL4"
"GABAergic synapse",0.164,0.769,1,88,3,"GABARAP, GLS, SRC"
"Insulin signaling pathway",0.17,0.783,1,136,4,"HK2, PTPN1, CBL, FBP2"
"GnRH signaling pathway",0.175,0.783,1,91,3,"PLA2G4A, SRC, CAMK2D"
"Amino sugar and nucleotide sugar metabolism",0.177,0.783,1,48,2,"GFPT1, HK2"
"Th1 and Th2 cell differentiation",0.179,0.783,1,92,3,"NFKB1, STAT1, STAT5A"
"Ovarian steroidogenesis",0.182,0.783,1,49,2,"PLA2G4A, PTGS2"
"Regulation of lipolysis in adipocytes",0.211,0.879,1,54,2,"FABP4, PTGS2"
"T cell receptor signaling pathway",0.212,0.879,1,100,3,"LCP2, NFKB1, CBL"
"Oxytocin signaling pathway",0.218,0.891,1,151,4,"PLA2G4A, PTGS2, SRC, CAMK2D"
"Arachidonic acid metabolism",0.235,0.943,1,58,2,"PLA2G4A, PTGS2"
"Phenylalanine metabolism",0.239,0.943,1,17,1,"IL4I1"
"Steroid biosynthesis",0.274,1,1,20,1,"LIPA"
"Arginine biosynthesis",0.274,1,1,20,1,"GLS"
"Adherens junction",0.282,1,1,66,2,"PTPN1, SRC"
"Fatty acid elongation",0.286,1,1,21,1,"PPT1"
"Glycolysis / Gluconeogenesis",0.288,1,1,67,2,"HK2, FBP2"
"AMPK signaling pathway",0.297,1,1,120,3,"PFKFB3, FBP2, CD36"
"B cell receptor signaling pathway",0.306,1,1,70,2,"NFKB1, CD81"
"Proximal tubule bicarbonate reclamation",0.308,1,1,23,1,"GLS"
"alpha-Linolenic acid metabolism",0.308,1,1,23,1,"PLA2G4A"
"Folate biosynthesis",0.33,1,1,25,1,"GGH"
"Linoleic acid metabolism",0.352,1,1,27,1,"PLA2G4A"
"Ubiquitin mediated proteolysis",0.359,1,1,134,3,"PML, TCEB2, CBL"
"Nicotinate and nicotinamide metabolism",0.362,1,1,28,1,"NAMPT"
"Peroxisome",0.37,1,1,81,2,"ACSL1, ACSL4"
"MAPK signaling pathway",0.372,1,1,252,5,"IL1A, IL1B, NFKB1, NFKB2, PLA2G4A"
"Pentose phosphate pathway",0.372,1,1,29,1,"FBP2"
"Galactose metabolism",0.382,1,1,30,1,"HK2"
"beta-Alanine metabolism",0.382,1,1,30,1,"SMS"
"Non-alcoholic fatty liver disease (NAFLD)",0.389,1,1,141,3,"IL1A, IL1B, NFKB1"
"Autophagy - other",0.392,1,1,31,1,"GABARAP"
"Fc gamma R-mediated phagocytosis",0.398,1,1,86,2,"HCK, PLA2G4A"
"Glycerophospholipid metabolism",0.404,1,1,87,2,"PLD3, PLA2G4A"
"Rap1 signaling pathway",0.418,1,1,207,4,"ITGAM, ITGB2, LCP2, SRC"
"Regulation of actin cytoskeleton",0.429,1,1,210,4,"ITGAM, ITGAX, ITGB2, SRC"
"Starch and sucrose metabolism",0.43,1,1,35,1,"HK2"
"Tyrosine metabolism",0.43,1,1,35,1,"IL4I1"
"Fat digestion and absorption",0.448,1,1,37,1,"CD36"
"Jak-STAT signaling pathway",0.449,1,1,155,3,"PTPN2, STAT1, STAT5A"
"Tight junction",0.465,1,1,159,3,"SRC, CD1A, CD1C"
