"Pathway","pVal","pValFDR","pValBonferroni","Genes","HitGenes","HitGeneNames"
"Proteasome",0,0,0,44,22,"POMP, PSMA2, PSMA3, PSMA4, PSMA6, PSMA7, PSMB1, PSMB2, PSMB3, PSMB4, PSMC1, PSMC2, PSMC3, PSMC5, PSMC6, PSMD1, PSMD2, PSMD3, PSMD7, PSMD8, PSMD11, PSMD6"
"NF-kappa B signaling pathway",0.003,0.334,0.668,93,13,"TIRAP, CSNK2A2, ERC1, TAB2, LY96, ICAM1, MYD88, BCL2L1, MAP3K7, TLR4, TNFRSF1A, CFLAR, CD14"
"Spliceosome",0.016,1,1,128,14,"LSM6, HNRNPA1L2, CCDC12, SNW1, ACIN1, SF3B1, HNRNPC, SF3B6, SRSF1, SNRPC, SNRPD3, PHF5A, PRPF38A, RBM8A"
"Toll-like receptor signaling pathway",0.017,1,1,104,12,"TIRAP, TAB2, LY96, IL12A, JUN, MYD88, STAT1, MAP3K7, TLR2, TLR4, PIK3R3, CD14"
"Leukocyte transendothelial migration",0.021,1,1,107,12,"RAPGEF3, CTNND1, PTK2B, CLDN14, ICAM1, ITGAM, ARHGAP5, PXN, MYL7, RAP1A, CXCR4, PIK3R3"
"Osteoclast differentiation",0.033,1,1,127,13,"IRF9, CREB1, CSF1R, CYLD, FHL2, TAB2, ITGB3, JUN, SPI1, STAT1, MAP3K7, TNFRSF1A, PIK3R3"
"PI3K-Akt signaling pathway",0.034,1,1,336,28,"COL1A2, CREB1, CSF1R, FGF7, FGF9, FGF10, FGFR3, FLT4, GNG4, GNG10, GYS2, NR4A1, IL3, IL3RA, ITGB3, KRAS, NGFR, PDGFRB, PPP2CB, PPP2R5E, BCL2L1, TLR2, TLR4, HSP90B1, YWHAG, PIK3R3, CCND2, CCND3"
"Apoptosis - multiple species",0.036,1,1,32,5,"BIRC8, NGFR, PMAIP1, BCL2L1, TNFRSF1A"
"Proximal tubule bicarbonate reclamation",0.042,1,1,23,4,"SLC38A3, ATP1A3, ATP1B3, CA4"
"Apoptosis",0.053,1,1,136,13,"EIF2S1, IL3, IL3RA, ITPR3, JUN, KRAS, PMAIP1, BCL2L1, TNFRSF1A, TUBA1A, CAPN2, PIK3R3, CFLAR"
"Thiamine metabolism",0.053,1,1,15,3,"AK7, AK4, ALPI"
"NOD-like receptor signaling pathway",0.059,1,1,166,15,"DNM1L, NAMPT, IRF9, TAB2, GBP2, ITPR3, JUN, MEFV, MYD88, NFKBIB, BCL2L1, STAT1, MAP3K7, TLR4, GSDMD"
"MAPK signaling pathway",0.061,1,1,252,21,"DUSP5, DUSP6, ELK4, FGF7, FGF9, FGF10, FGFR3, TAB2, NR4A1, JUN, KRAS, MOS, PDGFRB, RAP1A, MAP3K7, TNFRSF1A, CACNA1C, CACNA2D1, CACNB4, JMJD7-PLA2G4B, CD14"
"Ras signaling pathway",0.061,1,1,223,19,"RASA4, CSF1R, FGF7, FGF9, FGF10, FGFR3, FLT4, GNG4, GNG10, KSR2, KRAS, NGFR, PLCE1, PDGFRB, RAP1A, BCL2L1, PIK3R3, JMJD7-PLA2G4B, RASAL2"
"Mitophagy - animal",0.072,1,1,63,7,"CSNK2A2, JUN, KRAS, BCL2L1, SP1, UBB, USP30"
"Thyroid hormone signaling pathway",0.074,1,1,116,11,"RCAN2, SLC16A10, HDAC2, ITGB3, KRAS, ATP1A3, ATP1B3, PLCE1, SLC2A1, STAT1, PIK3R3"
"Nicotinate and nicotinamide metabolism",0.077,1,1,28,4,"NAMPT, NT5C3A, NT5M, BST1"
"Citrate cycle (TCA cycle)",0.094,1,1,30,4,"ACO2, PC, SDHC, SDHD"
"TNF signaling pathway",0.098,1,1,108,10,"DNM1L, CREB1, JAG1, TAB2, ICAM1, JUN, MAP3K7, TNFRSF1A, PIK3R3, CFLAR"
